,name,mkdocs_theme,mkdocs_plugin,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,markdown_extension,extra_dependencies,github_release_downloads,updated_github_id,shadowed,gitlab_id,gitlab_url,trending
94,mkdocs-spellcheck,,spellcheck,pawamoy/mkdocs-spellcheck,mkdocs-spellcheck,['plugin'],quality,https://github.com/pawamoy/mkdocs-spellcheck,https://github.com/pawamoy/mkdocs-spellcheck,ISC,2022-01-23 13:03:19,2022-12-11 20:04:29,2022-12-11 20:04:27,38.0,,,1.0,1.0,7.0,7.0,6.0,,,,A spell checker plugin for MkDocs.,23.0,23.0,,https://pypi.org/project/mkdocs-spellcheck,3401.0,3401.0,10,False,2.0,,,,,,,,
95,pdf-with-js,,pdf-with-js,smaxtec/mkdocs-pdf-with-js-plugin,mkdocs-pdf-with-js-plugin,['plugin'],site-conversion,https://github.com/smaxtec/mkdocs-pdf-with-js-plugin,https://github.com/smaxtec/mkdocs-pdf-with-js-plugin,MIT,2020-06-04 09:48:18,2021-07-23 08:52:22,2021-07-23 08:52:22,13.0,,1.0,5.0,3.0,1.0,,5.0,2021-07-16 06:35:39,0.1.3,3.0,A MkDocs plugin that exports your documentation as PDF with rendered JavaScript content.,4.0,4.0,4.0,https://pypi.org/project/mkdocs-pdf-with-js-plugin,407.0,407.0,10,False,3.0,,,,,,,,
96,MkDocs Backend for Foliant,,,foliant-docs/foliantcontrib.mkdocs,foliantcontrib.mkdocs,[],integrations,https://github.com/foliant-docs/foliantcontrib.mkdocs,https://github.com/foliant-docs/foliantcontrib.mkdocs,MIT,2017-12-14 04:55:02,2022-12-12 07:42:43,2022-12-12 07:41:42,88.0,,3.0,3.0,12.0,,1.0,3.0,2022-12-12 07:42:43,1.0.15,2.0,MkDocs backend for Foliant.,,,5.0,https://pypi.org/project/foliantcontrib.mkdocs,212.0,212.0,10,False,3.0,,,,,,,,
97,mkdocs-version-annotations,,mkdocs-version-annotations,glennmatthews/mkdocs-version-annotations,mkdocs-version-annotations,['plugin'],snippets-include,https://github.com/glennmatthews/mkdocs-version-annotations,https://github.com/glennmatthews/mkdocs-version-annotations,MIT,2022-09-14 15:06:14,2022-09-14 15:15:44,2022-09-14 15:05:30,5.0,,,1.0,,1.0,,1.0,2022-09-14 15:15:45,1.0.0,1.0,MkDocs plugin to add custom admonitions for documenting version differences.,175.0,175.0,,https://pypi.org/project/mkdocs-version-annotations,5403.0,5403.0,10,False,3.0,,,6.0,,,,,
98,Mdx Include,,,neurobin/mdx_include,mdx_include,['markdown'],snippets-include,https://github.com/neurobin/mdx_include,https://github.com/neurobin/mdx_include,,2018-09-19 21:01:21,2022-07-26 05:44:16,2022-07-26 05:42:09,70.0,,2.0,3.0,2.0,3.0,5.0,50.0,,,,Python Markdown extension to include local or remote files.,,,3.0,https://pypi.org/project/mdx_include,8457.0,8457.0,9,True,3.0,mdx_include,,,,,,,
99,tags,,tags,jldiaz/mkdocs-plugin-tags,mkdocs-plugin-tags,['plugin'],search-toc,https://github.com/jldiaz/mkdocs-plugin-tags,https://github.com/jldiaz/mkdocs-plugin-tags,MIT,2019-10-21 15:51:50,2021-09-02 19:03:31,2021-09-02 19:03:31,7.0,,19.0,3.0,4.0,7.0,7.0,41.0,,,,Processes tags in yaml metadata.,,,3.0,https://pypi.org/project/mkdocs-plugin-tags,500.0,500.0,9,True,3.0,,,,,,,,
100,MkDocs Img2Fig Plugin,,img2fig,stuebersystems/mkdocs-img2fig-plugin,mkdocs-img2fig-plugin,['plugin'],charts,https://github.com/stuebersystems/mkdocs-img2fig-plugin,https://github.com/stuebersystems/mkdocs-img2fig-plugin,MIT,2019-05-09 09:48:11,2022-04-15 06:05:55,2020-07-14 09:36:02,8.0,,6.0,2.0,3.0,2.0,1.0,18.0,,,,A MkDocs plugin that converts markdown encoded images into figure elements.,93.0,93.0,2.0,https://pypi.org/project/mkdocs-img2fig-plugin,1421.0,1421.0,9,False,3.0,,,,,,,,
101,docutools,,"['lcd-find-pages', 'lcd-custom-dir', 'lcd-blacklist', 'lcd-lp', 'lcd-md-replace', 'lcd-page-tree', 'lcd-stats']",axiros/docutools,docutools,['plugin'],charts,https://github.com/axiros/docutools,https://github.com/axiros/docutools,BSD-2-Clause,2021-10-04 21:36:07,2023-05-04 07:52:20,2023-05-04 07:52:17,435.0,4.0,,6.0,,1.0,1.0,17.0,,,,Dev Centric Tools for Mkdocs Based Documentation.,6.0,6.0,3.0,https://pypi.org/project/docutools,74.0,74.0,9,False,3.0,,,,,,,,
102,Blogs for MkDocs,,blog,fmaida/mkdocs-blog-plugin,,['plugin'],blogging,https://github.com/fmaida/mkdocs-blog-plugin,https://github.com/fmaida/mkdocs-blog-plugin,MIT,2020-01-19 13:38:21,2020-04-13 08:11:37,2020-04-13 08:11:31,21.0,,4.0,3.0,,1.0,1.0,13.0,,,,This plugin for MkDocs allows to keeps a really simple blog section inside your documentation site.,59.0,59.0,,,,,9,False,2.0,,,,,['mkdocs_plugin'],,,
103,Autolink References,,autolink_references,theskumar/autolink-references-mkdocs-plugin,autolink-references-mkdocs-plugin,['plugin'],links-refs,https://github.com/theskumar/autolink-references-mkdocs-plugin,https://github.com/theskumar/autolink-references-mkdocs-plugin,MIT,2020-10-15 05:47:46,2023-05-01 14:07:07,2022-01-26 12:18:57,9.0,,4.0,4.0,3.0,2.0,1.0,13.0,,,,Provides GitHub like autolink references in Mkdocs.,4.0,4.0,2.0,https://pypi.org/project/autolink-references-mkdocs-plugin,4626.0,4626.0,9,False,3.0,,,,,,,,
104,bootstrap-tables,,bootstrap-tables,byrnereese/mkdocs-bootstrap-tables-plugin,mkdocs-bootstrap-tables-plugin,['plugin'],html-css,https://github.com/byrnereese/mkdocs-bootstrap-tables-plugin,https://github.com/byrnereese/mkdocs-bootstrap-tables-plugin,MIT,2018-12-19 20:55:24,2020-03-27 04:57:49,2020-03-27 04:57:31,2.0,,2.0,2.0,,,,9.0,,,,A MkDocs plugin to add bootstrap classes to plan markdown generated tables.,63.0,63.0,,https://pypi.org/project/mkdocs-bootstrap-tables-plugin,1148.0,1148.0,9,False,3.0,,,,,,,,
105,mkdocs-categories-plugin,,categories,eddyluten/mkdocs-categories-plugin,mkdocs-categories-plugin,['plugin'],nav-pages,https://github.com/EddyLuten/mkdocs-categories-plugin,https://github.com/EddyLuten/mkdocs-categories-plugin,MIT,2022-02-24 02:42:22,2023-04-14 03:55:35,2023-04-14 03:53:40,10.0,4.0,,1.0,,,2.0,6.0,2023-04-14 03:55:35,0.3.0,5.0,An MkDocs plugin allowing for categorization of wiki pages.,9.0,9.0,,https://pypi.org/project/mkdocs-categories-plugin,116.0,116.0,9,False,3.0,,,,,,,,
106,mkdocs_safe_text,,mkdocs_safe_text,raimon49/mkdocs-safe-text-plugin,mkdocs-safe-text-plugin,['plugin'],html-css,https://github.com/raimon49/mkdocs-safe-text-plugin,https://github.com/raimon49/mkdocs-safe-text-plugin,BSD-2-Clause,2018-01-20 11:15:30,2023-06-03 09:23:17,2023-06-03 09:23:14,190.0,7.0,,2.0,20.0,,,4.0,2022-11-20 04:04:00,-1.5.1,15.0,Plugin for safe text editing with MKDocs.,,,2.0,https://pypi.org/project/mkdocs-safe-text-plugin,354.0,354.0,9,False,3.0,,,,,,,,
107,meta-manager,,meta-manager,timmeinerzhagen/mkdocs-meta-manager,mkdocs-meta-manager,['plugin'],code-exec-templating,https://github.com/timmeinerzhagen/mkdocs-meta-manager,https://github.com/timmeinerzhagen/mkdocs-meta-manager,MIT,2022-12-11 16:38:21,2023-04-06 21:54:07,2023-03-24 13:25:32,15.0,4.0,1.0,1.0,10.0,2.0,,1.0,2023-03-24 13:25:47,0.2.1,6.0,MkDocs plugin for managing meta tags across folders and files.,,,3.0,https://pypi.org/project/mkdocs-meta-manager,491.0,491.0,9,False,3.0,,,,,,,,
108,Alabaster,alabaster,,notpushkin/mkdocs-alabaster,mkdocs-alabaster,['theme'],theming,https://github.com/notpushkin/mkdocs-alabaster,https://github.com/notpushkin/mkdocs-alabaster,,2016-01-29 22:40:46,2020-06-16 08:22:24,2020-06-16 08:22:23,49.0,,9.0,3.0,12.0,3.0,14.0,36.0,,,,Alabaster port for MkDocs.,,,9.0,https://pypi.org/project/mkdocs-alabaster,334.0,334.0,8,True,2.0,,,,,,,,
109,Windmill Dark,windmill-dark,,noraj/mkdocs-windmill-dark,mkdocs-windmill-dark,['theme'],theming,https://github.com/noraj/mkdocs-windmill-dark,https://github.com/noraj/mkdocs-windmill-dark,,2017-10-08 14:17:25,2022-05-12 18:17:41,2022-05-12 18:17:41,65.0,,10.0,4.0,,,4.0,30.0,,,,Outstanding mkdocs theme with a focus on navigation and usability.,,,4.0,https://pypi.org/project/mkdocs-windmill-dark,338.0,338.0,8,True,2.0,,,,,,,,
110,multirepo,,,wilhelmer/mkdocs-multirepo,mkdocs-multirepo,[],site-management,https://github.com/wilhelmer/mkdocs-multirepo,https://github.com/wilhelmer/mkdocs-multirepo,MIT,2020-07-08 12:11:47,2022-01-11 15:38:49,2022-01-11 15:34:30,42.0,,2.0,6.0,1.0,1.0,2.0,25.0,2022-01-11 15:38:50,0.5.1,2.0,"A bit like monorepo, but keeps MkDocs projects separate.",,,2.0,https://pypi.org/project/mkdocs-multirepo,126.0,126.0,8,True,3.0,,,,,,,,
111,newsletter,,mkdocs-newsletter,lyz-code/mkdocs-newsletter,mkdocs-newsletter,['plugin'],blogging,https://github.com/lyz-code/mkdocs-newsletter,https://github.com/lyz-code/mkdocs-newsletter,GPL-3.0,2021-02-10 16:13:44,2023-03-24 12:00:58,2023-03-24 11:59:51,274.0,2.0,2.0,2.0,92.0,1.0,6.0,18.0,,,,Automatically create newsletters from the changes in a mkdocs repository.,25.0,25.0,3.0,https://pypi.org/project/mkdocs-newsletter,471.0,471.0,8,False,3.0,,,,,,,,
112,Jinks,jinks_en,,anetwork/mkdocs-jinks-theme,mkdocs-jinks,['theme'],theming,https://github.com/anetwork/mkdocs-jinks-theme,https://github.com/anetwork/mkdocs-jinks-theme,BSD-2-Clause,2016-02-17 16:35:05,2019-11-08 08:36:17,2019-11-08 08:36:15,24.0,,4.0,9.0,3.0,,,16.0,2016-04-12 06:37:18,.0.1.0,1.0,Mkdocs jinks theme.,4.0,4.0,7.0,https://pypi.org/project/mkdocs-jinks,10.0,10.0,8,False,2.0,,,,,,,,
113,mkdocs-typer,,,bruce-szalwinski/mkdocs-typer,mkdocs-typer,['markdown'],api-docs,https://github.com/bruce-szalwinski/mkdocs-typer,https://github.com/bruce-szalwinski/mkdocs-typer,Apache-2.0,2021-01-25 17:46:54,2022-07-11 11:17:26,2021-01-25 21:53:29,19.0,,1.0,2.0,8.0,1.0,1.0,16.0,2021-01-25 21:08:08,0.0.2,2.0,An MkDocs extension to generate documentation for Typer command line applications.,,,,https://pypi.org/project/mkdocs-typer,5158.0,5158.0,8,False,3.0,mkdocs-typer,,,,,,,
114,CustomMill,custommill,,Siphalor/mkdocs-custommill,mkdocs-custommill,['theme'],theming,https://github.com/Siphalor/mkdocs-custommill,https://github.com/Siphalor/mkdocs-custommill,,2021-03-31 11:40:50,2022-03-10 22:29:19,2022-03-10 22:04:06,184.0,,5.0,2.0,,,1.0,11.0,2022-03-10 22:29:19,1.3.0,1.0,"Outstanding mkdocs theme with a focus on navigation, customization and usability.",10.0,10.0,8.0,https://pypi.org/project/mkdocs-custommill,101.0,101.0,8,False,2.0,,,,,,,,
115,KPN for MkDocs,kpn,,kpn/mkdocs-kpn-theme,mkdocs-kpn,['theme'],theming,https://github.com/kpn/mkdocs-kpn-theme,https://github.com/kpn/mkdocs-kpn-theme,MIT,2020-04-02 12:00:18,2023-01-11 15:13:10,2023-01-11 15:12:32,142.0,,,8.0,,,3.0,7.0,,,,KPN theme for MkDocs | owner=flow.,2.0,2.0,3.0,https://pypi.org/project/mkdocs-kpn,629.0,629.0,8,False,2.0,,,,,,,,
116,Semantic,semantic,,cryocaustik/mkdocs-semantic,mkdocs-semantic,['theme'],theming,https://github.com/cryocaustik/mkdocs-semantic,https://github.com/cryocaustik/mkdocs-semantic,MIT,2018-09-20 06:14:30,2021-03-30 05:27:30,2021-03-30 03:30:35,19.0,,2.0,1.0,1.0,,7.0,5.0,2021-03-30 05:27:30,1.0.0,3.0,Semantic-UI Theme for MkDocs.,5.0,5.0,6.0,https://pypi.org/project/mkdocs-semantic,29.0,29.0,8,False,2.0,,,,,,,,
117,unused-files,,unused_files,wilhelmer/mkdocs-unused-files,mkdocs-unused-files,['plugin'],links-refs,https://github.com/wilhelmer/mkdocs-unused-files,https://github.com/wilhelmer/mkdocs-unused-files,MIT,2022-12-14 20:47:40,2023-03-30 06:50:36,2023-03-30 06:44:17,26.0,2.0,1.0,1.0,1.0,,6.0,5.0,2023-03-30 06:50:36,0.1.7,8.0,An MkDocs plugin to find unused (orphaned) files in your project.,,,2.0,https://pypi.org/project/mkdocs-unused-files,336.0,336.0,8,False,3.0,,,,,,,,
118,git snippet,,gitsnippet,SamazoOo/mkdocs-gitsnippet-plugin,mkdocs-gitsnippet-plugin,['plugin'],snippets-include,https://github.com/SamazoOo/mkdocs-gitsnippet-plugin,https://github.com/SamazoOo/mkdocs-gitsnippet-plugin,MIT,2020-05-06 08:47:46,2020-11-15 20:10:15,2020-11-15 20:10:06,14.0,,3.0,2.0,1.0,,,5.0,,,,Mkdocs plugin that allow to inject snippet or all markdown content from a given remote git repository.,5.0,5.0,4.0,https://pypi.org/project/mkdocs-gitsnippet-plugin,406.0,406.0,8,False,3.0,,,,,,,,
119,Bootstrap 4,bootstrap4,,LukeCarrier/mkdocs-theme-bootstrap4,mkdocs-theme-bootstrap4,['theme'],theming,https://github.com/LukeCarrier/mkdocs-theme-bootstrap4,https://github.com/LukeCarrier/mkdocs-theme-bootstrap4,MIT,2019-10-02 20:24:05,2023-05-25 17:36:02,2023-01-07 23:04:02,49.0,,,2.0,27.0,1.0,4.0,4.0,2020-04-18 18:52:05,0.4.0,3.0,A vanilla Bootstrap 4 theme for MkDocs.,2.0,2.0,3.0,https://pypi.org/project/mkdocs-theme-bootstrap4,20.0,20.0,8,False,2.0,,,,,['mkdocs_theme'],,,
120,mkjsfiddle,,jsfiddle,stadiamaps/mkjsfiddle,mkjsfiddle,['plugin'],code-exec-templating,https://github.com/stadiamaps/mkjsfiddle,https://github.com/stadiamaps/mkjsfiddle,MIT,2020-02-02 01:35:26,2022-10-05 08:02:20,2022-10-05 08:02:15,10.0,,,2.0,,,,4.0,2022-10-05 08:00:31,0.2.0,3.0,An MkDocs plugin that lets you edit code fences in JSFiddle.,,,,https://pypi.org/project/mkjsfiddle,185.0,185.0,8,False,3.0,,,,,,,,
121,mkdocs-add-teaser,,mkdocs-add-teaser,wilhelmer/mkdocs-add-teaser,mkdocs-add-teaser,['plugin'],html-css,https://github.com/wilhelmer/mkdocs-add-teaser,https://github.com/wilhelmer/mkdocs-add-teaser,MIT,2019-04-02 09:24:11,2022-11-08 11:58:43,2022-11-08 11:56:59,33.0,,1.0,2.0,,,1.0,4.0,2022-11-08 11:58:43,0.9.1,7.0,"An MkDocs plugin to customize the first paragraph of your pages, and to use it as the pages meta description.",1.0,1.0,,https://pypi.org/project/mkdocs-add-teaser,177.0,177.0,8,False,3.0,,,,,,,,
122,Link Checker,,,byrnereese/linkchecker-mkdocs,mkdocs-linkcheck,[],quality,https://github.com/byrnereese/linkchecker-mkdocs,https://github.com/byrnereese/linkchecker-mkdocs,MIT,2021-08-16 16:44:47,2023-03-05 12:48:44,2021-08-24 18:08:03,70.0,,3.0,1.0,3.0,6.0,,4.0,,,,"Python asyncio + aiohttp Markdown *.md URL link checker: 10,000 files/second.",,,5.0,https://pypi.org/project/mkdocs-linkcheck,890.0,890.0,8,False,3.0,,,,,,,,
123,vim-md-tags,,vim-md-tags,midnightprioriem/mkdocs-vim-md-tags-plugin,mkdocs-vim-md-tags-plugin,['plugin'],other,https://github.com/zachhannum/mkdocs-vim-md-tags-plugin,https://github.com/zachhannum/mkdocs-vim-md-tags-plugin,MIT,2020-01-11 18:58:18,2020-05-08 18:43:26,2020-05-08 18:42:07,13.0,,1.0,3.0,1.0,,,4.0,2020-05-08 18:43:26,_020,2.0,An MkDocs plugin that creates a vim tag file of all markdown files.,9.0,9.0,4.0,https://pypi.org/project/mkdocs-vim-md-tags-plugin,111.0,111.0,8,False,3.0,,,,zachhannum/mkdocs-vim-md-tags-plugin,,,,
124,Zettelkasten,zettelkasten-solarized-light,,buvis-net/mkdocs-zettelkasten,mkdocs-zettelkasten,['theme'],theming,https://github.com/buvis/mkdocs-zettelkasten,https://github.com/buvis/mkdocs-zettelkasten,MIT,2021-11-24 19:48:08,2023-05-03 19:51:26,2023-05-03 19:51:15,44.0,2.0,,1.0,9.0,6.0,3.0,3.0,2022-11-25 12:19:12,0.1.8,3.0,This is a Zettelkasten theme and plugin for MkDocs. It renders the MkDocs pages as cards (zettels).,2.0,2.0,3.0,https://pypi.org/project/mkdocs-zettelkasten,57.0,57.0,8,False,2.0,,,14.0,buvis/mkdocs-zettelkasten,,,,
125,abs-to-rel,,abs-to-rel,sander76/mkdocs-abs-rel-plugin,mkdocs-abs-rel-plugin,['plugin'],links-refs,https://github.com/sander76/mkdocs-abs-rel-plugin,https://github.com/sander76/mkdocs-abs-rel-plugin,MIT,2018-12-17 10:36:19,2020-03-03 19:34:26,2020-03-03 19:34:24,12.0,,3.0,2.0,1.0,1.0,,3.0,,,,MkDocs plugin for converting absolute links to relative ones.,19.0,19.0,2.0,https://pypi.org/project/mkdocs-abs-rel-plugin,958.0,958.0,8,False,3.0,,,,,,,,
126,link-marker,,link-marker,timmeinerzhagen/mkdocs-link-marker,mkdocs-link-marker,['plugin'],links-refs,https://github.com/timmeinerzhagen/mkdocs-link-marker,https://github.com/timmeinerzhagen/mkdocs-link-marker,MIT,2023-02-02 20:34:28,2023-02-07 20:12:48,2023-02-07 20:12:30,7.0,,,1.0,4.0,2.0,,3.0,2023-02-07 20:12:48,0.1.2,2.0,MkDocs plugin for marking links e.g. external ones or mails.,,,,https://pypi.org/project/mkdocs-link-marker,211.0,211.0,8,False,3.0,,,,,,,,
127,mkdocs-nav-enhancements,,mkdocs-nav-enhancements,Rylon/mkdocs-nav-enhancements,mkdocs-nav-enhancements,['plugin'],nav-pages,https://github.com/Rylon/mkdocs-nav-enhancements,https://github.com/Rylon/mkdocs-nav-enhancements,MIT,2019-07-15 23:39:57,2019-07-24 10:09:41,2019-07-24 10:08:04,16.0,,,1.0,,1.0,,2.0,,,,WIP plugin for working with titles of pages in MkDocs.,29.0,29.0,,https://pypi.org/project/mkdocs-nav-enhancements,4107.0,4107.0,8,False,3.0,,,,,,,,
128,Unidata,unidata,,mjames-upc/mkdocs-unidata,mkdocs-unidata,['theme'],theming,https://github.com/mjames-upc/mkdocs-unidata,https://github.com/mjames-upc/mkdocs-unidata,MIT,2017-04-13 14:51:01,2017-09-27 18:46:20,2017-09-27 18:46:04,760.0,,2.0,2.0,,,,,2017-04-14 16:21:33,1.5.6,1.0,Custom MkDocs Material Design Theme.,,,16.0,https://pypi.org/project/mkdocs-unidata,50.0,50.0,8,True,2.0,,,,,,,,
129,Entangled,,entangled,entangled/mkdocs-plugin,mkdocs-entangled-plugin,['plugin'],code-exec-templating,https://github.com/entangled/mkdocs-plugin,https://github.com/entangled/mkdocs-plugin,Apache-2.0,2023-04-11 13:06:53,2023-05-29 08:24:29,2023-05-29 08:24:29,24.0,24.0,,1.0,,,,,,,3.0,An MkDocs plugin that lets you do Literate Programming through Entangled.,,,,https://pypi.org/project/mkdocs-entangled-plugin,97.0,97.0,8,True,3.0,,,,,,,,
130,automacdoc,,,AlexandreKempf/automacdoc,,[],api-docs,https://github.com/AlexandreKempf/automacdoc,https://github.com/AlexandreKempf/automacdoc,MIT,2019-06-14 11:47:18,2020-12-29 08:32:21,2020-12-29 08:32:20,13.0,,10.0,4.0,3.0,4.0,1.0,40.0,,,,Automatic generation of documentation for mkdocs.,3.0,3.0,6.0,,,,7,True,3.0,,,,,,,,
131,GitBook,gitbook,,,mkdocs-gitbook,['theme'],theming,,https://gitlab.com/lramage/mkdocs-gitbook-theme,,2018-12-17 18:29:14,2018-12-17 18:29:14,,,,12.0,,,7.0,10.0,26.0,,,,Default theme for GitBook for Mkdocs https://lramage.gitlab.io/mkdocs-gitbook-theme.,,,,https://pypi.org/project/mkdocs-gitbook,4672.0,4672.0,7,True,3.0,,,,,,lramage/mkdocs-gitbook-theme,https://gitlab.com/lramage/mkdocs-gitbook-theme,
132,Termage,,termage,bczsalba/Termage,,['plugin'],charts,https://github.com/bczsalba/Termage,https://github.com/bczsalba/Termage,MIT,2022-05-25 14:17:44,2022-11-15 12:36:14,2022-08-23 08:03:39,67.0,,,1.0,,1.0,4.0,12.0,2022-08-23 08:11:16,0.6.1,6.0,"Generate SVGs from any Python code, even in your documentation.",,,,,,,7,False,3.0,,,,,,,,
133,tooltipster-links,,tooltipster-links,midnightprioriem/mkdocs-tooltipster-links-plugin,mkdocs-tooltipster-links-plugin,['plugin'],links-refs,https://github.com/zachhannum/mkdocs-tooltipster-links-plugin,https://github.com/zachhannum/mkdocs-tooltipster-links-plugin,MIT,2020-01-11 16:20:03,2022-09-20 10:38:00,2020-07-29 11:54:06,7.0,,1.0,2.0,1.0,2.0,,6.0,2020-01-11 17:58:07,_010,1.0,An MkDocs plugin that adds tooltips to preview the content of page links using tooltipster.,19.0,19.0,,https://pypi.org/project/mkdocs-tooltipster-links-plugin,107.0,107.0,7,False,3.0,,,,zachhannum/mkdocs-tooltipster-links-plugin,,,,
134,markdown-filter,,markdown-filter,byrnereese/mkdocs-markdown-filter,mkdocs-markdown-filter,['plugin'],code-exec-templating,https://github.com/byrnereese/mkdocs-markdown-filter,https://github.com/byrnereese/mkdocs-markdown-filter,MIT,2019-02-06 17:40:11,2019-02-06 17:56:45,2019-02-06 17:56:44,4.0,,,2.0,,1.0,,2.0,,,,Adds a markdown template filter to the jinja templating environment in mkdocs.,15.0,15.0,,https://pypi.org/project/mkdocs-markdown-filter,195.0,195.0,7,False,3.0,,,,,,,,
135,branchcustomization,,branchcustomization,effigies/mkdocs-branchcustomization-plugin,mkdocs-branchcustomization-plugin,['plugin'],git-info,https://github.com/effigies/mkdocs-branchcustomization-plugin,https://github.com/effigies/mkdocs-branchcustomization-plugin,MIT,2019-12-13 14:59:00,2022-04-17 16:53:22,2022-04-17 16:53:22,8.0,,,3.0,,,1.0,2.0,,,,Customize MkDocs options on a per-branch basis.,13.0,13.0,,https://pypi.org/project/mkdocs-branchcustomization-plugin,365.0,365.0,7,False,3.0,,,,,,,,
136,toc-sidebar,,toc-sidebar,midnightprioriem/mkdocs-toc-sidebar-plugin,mkdocs-toc-sidebar-plugin,['plugin'],nav-pages,https://github.com/zachhannum/mkdocs-toc-sidebar-plugin,https://github.com/zachhannum/mkdocs-toc-sidebar-plugin,MIT,2020-01-11 06:11:10,2021-05-30 09:12:08,2020-01-11 13:04:15,9.0,,3.0,2.0,3.0,3.0,,2.0,2020-01-11 07:19:38,_010,1.0,An MkDocs plugin that allows users to add additional content to the ToC sidebar using the Material theme.,20.0,20.0,2.0,https://pypi.org/project/mkdocs-toc-sidebar-plugin,287.0,287.0,7,False,3.0,,,,zachhannum/mkdocs-toc-sidebar-plugin,,,,
137,mkdocs-nav-weight,,mkdocs-nav-weight,shu307/mkdocs-nav-weight,mkdocs-nav-weight,['plugin'],nav-pages,https://github.com/shu307/mkdocs-nav-weight,https://github.com/shu307/mkdocs-nav-weight,MIT,2022-08-28 04:55:37,2022-09-29 08:27:03,2022-09-29 08:25:16,19.0,,,1.0,,,,1.0,2022-09-29 08:27:03,0.0.8,5.0,"A simple mkdocs plugin, enables to organize Navigation in a more markdownic way.",1.0,1.0,,https://pypi.org/project/mkdocs-nav-weight,238.0,238.0,7,False,3.0,,,,,,,,
138,mkdocs-code-validator,,code-validator,oprypin/mkdocs-code-validator,mkdocs-code-validator,['plugin'],quality,https://github.com/oprypin/mkdocs-code-validator,https://github.com/oprypin/mkdocs-code-validator,MIT,2021-03-30 19:03:22,2023-04-10 20:09:49,2023-04-10 20:09:20,29.0,1.0,,2.0,,,,1.0,,,,Checks Markdown code blocks in a MkDocs site against user-defined actions.,11.0,11.0,,https://pypi.org/project/mkdocs-code-validator,142.0,142.0,7,False,3.0,,,,,,,,
139,webcontext,,webcontext,Darrelk/mkdocs-webcontext-plugin,mkdocs-webcontext-plugin,['plugin'],links-refs,https://github.com/Darrelk/mkdocs-webcontext-plugin,https://github.com/Darrelk/mkdocs-webcontext-plugin,MIT,2021-04-14 11:55:59,2023-05-25 05:04:11,2023-05-25 05:04:11,5.0,2.0,1.0,1.0,1.0,,,,2021-04-14 14:19:33,0.1.0,1.0,Mkdocs plugin for converting absolute paths to webcontext aware paths using the configured webcontext context.,4.0,4.0,2.0,https://pypi.org/project/mkdocs-webcontext-plugin,175.0,175.0,7,True,3.0,,,4.0,,,,,
140,SWAN Gallery,,swangallery,swan-cern/mkdocs-swangallery,mkdocs-swangallery,['plugin'],nav-pages,https://github.com/swan-cern/mkdocs-swangallery,https://github.com/swan-cern/mkdocs-swangallery,AGPL-3.0,2020-06-21 11:00:41,2022-11-21 19:02:09,2022-11-21 19:01:45,9.0,,,3.0,,,,,2022-11-21 19:02:09,0.0.5,5.0,MkDocs plugin to generate a SWAN Gallery.,1.0,1.0,,https://pypi.org/project/mkdocs-swangallery,42.0,42.0,7,True,3.0,,,,,,,,
141,BOOTSTRAP386,bootstrap386,,,mkdocs-bootstrap386,['theme'],theming,,https://gitlab.com/lramage/mkdocs-bootstrap386,,2018-06-06 02:30:09,2018-06-06 02:30:09,,,,2.0,,,4.0,3.0,29.0,,,1.0,A vintage 1980s DOS inspired Twitter Bootstrap theme for MkDocs https://lramage.gitlab.io/mkdocs-bootstrap386.,,,,https://pypi.org/project/mkdocs-bootstrap386,5556.0,5556.0,6,True,3.0,,,,,,lramage/mkdocs-bootstrap386,https://gitlab.com/lramage/mkdocs-bootstrap386,
142,swagger,,swagger,allevo/mkdocs-swagger-plugin,,['plugin'],integrations,https://github.com/allevo/mkdocs-swagger-plugin,https://github.com/allevo/mkdocs-swagger-plugin,MIT,2019-05-18 13:36:54,2019-10-06 19:53:01,2019-10-06 19:52:58,7.0,,6.0,3.0,1.0,3.0,2.0,29.0,,,,MkDocs plugin for render swagger into docs.,,,,,,,6,True,3.0,,,,,,,,
143,doxygen,,doxygen,pieterdavid/mkdocs-doxygen-plugin,,['plugin'],api-docs,https://github.com/pieterdavid/mkdocs-doxygen-plugin,https://github.com/pieterdavid/mkdocs-doxygen-plugin,MIT,2018-08-06 19:41:31,2020-12-04 15:20:33,2020-12-04 15:20:32,9.0,,3.0,3.0,2.0,2.0,,14.0,,,,A Doxygen plugin for MkDocs.,,,3.0,,,,6,False,3.0,,,,,,,,
144,Wikilink Plus,,,neurobin/mdx_wikilink_plus,mdx_wikilink_plus,['markdown'],links-refs,https://github.com/neurobin/mdx_wikilink_plus,https://github.com/neurobin/mdx_wikilink_plus,,2018-09-19 09:56:17,2022-07-26 06:02:00,2022-07-26 06:00:03,78.0,,2.0,2.0,5.0,,6.0,14.0,,,,A wikilink extension for Python Markdown.,,,5.0,https://pypi.org/project/mdx_wikilink_plus,1138.0,1138.0,6,False,3.0,mdx_wikilink_plus,,,,,,,
