,name,mkdocs_theme,mkdocs_plugin,extra_dependencies,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,markdown_extension,trending,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,shadowed,gitlab_id,gitlab_url,new_addition,bitbucket_id
89,mkdocs-markmap,,markmap,,markmap/mkdocs-markmap,mkdocs-markmap,['plugin'],code-exec-templating,https://github.com/markmap/mkdocs-markmap,https://github.com/markmap/mkdocs-markmap,MIT,2021-01-22 15:52:32,2023-10-05 16:20:06,2023-10-05 16:19:24,182.0,,5.0,5.0,34.0,2.0,24.0,47.0,2023-10-05 16:20:06,2.4.3,20.0,MkDocs plugin and extension to create mindmaps from markdown using markmap.,,,3.0,https://pypi.org/project/mkdocs-markmap,2019.0,2025.0,15,True,2.0,,,300.0,,,,,,,,,
90,git-committers,,git-committers,,byrnereese/mkdocs-git-committers-plugin,mkdocs-git-committers-plugin,['plugin'],git-info,https://github.com/byrnereese/mkdocs-git-committers-plugin,https://github.com/byrnereese/mkdocs-git-committers-plugin,MIT,2018-12-15 00:21:27,2024-01-05 18:52:40,2023-11-06 17:12:40,42.0,,7.0,5.0,10.0,7.0,1.0,40.0,,,,A mkdocs plugin for displaying the last commit and a list of a files contributors.,226.0,226.0,6.0,https://pypi.org/project/mkdocs-git-committers-plugin,24185.0,24185.0,15,True,3.0,,,,,,,,['mkdocs_plugin'],,,,
91,ezlinks,,ezlinks,,orbikm/mkdocs-ezlinks-plugin,mkdocs-ezlinks-plugin,['plugin'],links-refs,https://github.com/orbikm/mkdocs-ezlinks-plugin,https://github.com/orbikm/mkdocs-ezlinks-plugin,MIT,2021-02-10 23:10:38,2024-07-25 22:16:38,2022-01-24 19:59:04,40.0,,14.0,2.0,25.0,10.0,14.0,34.0,2022-01-24 20:08:01,_0.1.14,14.0,Plugin for mkdocs which enables easier linking between pages.,117.0,117.0,,https://pypi.org/project/mkdocs-ezlinks-plugin,3830.0,3834.0,15,True,2.0,,,186.0,,,,,,,,,
92,codeinclude,,codeinclude,,rnorth/mkdocs-codeinclude-plugin,mkdocs-codeinclude-plugin,['plugin'],snippets-include,https://github.com/rnorth/mkdocs-codeinclude-plugin,https://github.com/rnorth/mkdocs-codeinclude-plugin,MIT,2018-10-15 18:54:45,2023-06-15 11:19:00,2023-03-01 19:54:31,50.0,,6.0,3.0,22.0,5.0,7.0,14.0,2023-03-01 19:56:43,0.2.1,5.0,A plugin to include code snippets into mkdocs pages.,128.0,128.0,4.0,https://pypi.org/project/mkdocs-codeinclude-plugin,5843.0,5843.0,15,True,2.0,,,,,,,,,,,,
93,file-filter,,file-filter,,DariuszPorowski/mkdocs-file-filter-plugin,mkdocs-file-filter-plugin,['plugin'],nav-pages,https://github.com/DariuszPorowski/mkdocs-file-filter-plugin,https://github.com/DariuszPorowski/mkdocs-file-filter-plugin,MIT,2023-02-01 20:21:43,2024-09-24 15:44:18,2024-07-19 16:56:47,94.0,4.0,3.0,3.0,242.0,3.0,8.0,8.0,2024-01-12 04:10:34,0.2.0,10.0,"A MkDocs plugin that lets you exclude/include docs files using globs, regexes, gitignore-style file and..",13.0,13.0,4.0,https://pypi.org/project/mkdocs-file-filter-plugin,5047.0,5051.0,15,True,2.0,,,94.0,,,,,,,,,
94,mkdocs-pandoc,,,,jgrassler/mkdocs-pandoc,mkdocs-pandoc,[],site-conversion,https://github.com/jgrassler/mkdocs-pandoc,https://github.com/jgrassler/mkdocs-pandoc,Apache-2.0,2015-12-01 13:55:25,2018-11-08 16:57:49,2016-03-14 20:16:57,25.0,,22.0,9.0,8.0,13.0,10.0,107.0,,,,[unmaintained] mkdocs - pandoc converter: use this fork https://github.com/twardoch/mkdocs-combine.,51.0,51.0,4.0,https://pypi.org/project/mkdocs-pandoc,358.0,358.0,14,True,3.0,,,,,,,,,,,,
95,Windmill,windmill,,,gristlabs/mkdocs-windmill,mkdocs-windmill,['theme'],theming,https://github.com/gristlabs/mkdocs-windmill,https://github.com/gristlabs/mkdocs-windmill,,2017-05-15 03:51:22,2022-12-09 08:16:24,2022-03-11 19:50:40,79.0,,48.0,4.0,34.0,15.0,16.0,105.0,,,,Outstanding mkdocs theme with a focus on navigation and usability.,316.0,316.0,8.0,https://pypi.org/project/mkdocs-windmill,3771.0,3771.0,14,True,2.0,,,,,,,,,,,,
96,Torillic,torillic,,,TEParsons/torillic,mkdocs-torillic,['theme'],theming,https://github.com/TEParsons/torillic,https://github.com/TEParsons/torillic,CC0-1.0,2020-12-12 15:08:51,2024-09-05 20:28:45,2024-09-05 20:28:42,146.0,5.0,91.0,3.0,2.0,,10.0,97.0,2024-04-01 13:27:25,2.2.0,7.0,A D&D inspired theme for styling TTRPG notes and resources.,,,4.0,https://pypi.org/project/mkdocs-torillic,510.0,692.0,14,True,2.0,,,7280.0,,,,,,,,,
97,Termynal,,termynal,,termynal/termynal.py,termynal,['plugin'],code-exec-templating,https://github.com/termynal/termynal.py,https://github.com/termynal/termynal.py,MIT,2020-11-12 19:59:40,2024-06-01 20:31:46,2024-06-01 20:31:17,79.0,,8.0,1.0,7.0,8.0,8.0,91.0,,,,Python markdown terminal. Built for mkdocs.,213.0,213.0,5.0,https://pypi.org/project/termynal,7502.0,7502.0,14,True,2.0,,,,,,,,,,,,
98,same-dir,,same-dir,,oprypin/mkdocs-same-dir,mkdocs-same-dir,['plugin'],site-management,https://github.com/oprypin/mkdocs-same-dir,https://github.com/oprypin/mkdocs-same-dir,MIT,2020-04-26 17:38:21,2024-02-11 18:54:41,2024-02-03 21:51:04,46.0,,2.0,3.0,2.0,1.0,6.0,36.0,,,,MkDocs plugin to allow placing mkdocs.yml in the same directory as documentation.,343.0,343.0,2.0,https://pypi.org/project/mkdocs-same-dir,21096.0,21096.0,14,True,2.0,,,,,,,,,,,,
99,Lightgallery,,,,g-provost/lightgallery-markdown,lightgallery,['markdown'],charts,https://github.com/g-provost/lightgallery-markdown,https://github.com/g-provost/lightgallery-markdown,MIT,2017-12-19 10:35:49,2023-10-07 06:38:59,2023-10-07 06:38:59,23.0,,4.0,3.0,5.0,6.0,5.0,26.0,2021-02-15 09:47:09,0.5,1.0,Markdown extension to wrap images in a lightbox.,95.0,95.0,6.0,https://pypi.org/project/lightgallery,3575.0,3575.0,14,True,2.0,lightgallery,,,,,,,,,,,
100,MkDocs Merge,,,,ovasquez/mkdocs-merge,mkdocs-merge,[],site-management,https://github.com/ovasquez/mkdocs-merge,https://github.com/ovasquez/mkdocs-merge,MIT,2017-06-06 21:33:22,2024-07-31 05:18:22,2024-07-31 05:16:50,29.0,2.0,6.0,1.0,11.0,5.0,4.0,22.0,2024-07-31 05:18:22,0.9.0,7.0,Merge the source of multiple MkDocs sites into a single one.,5.0,5.0,3.0,https://pypi.org/project/mkdocs-merge,2257.0,2257.0,14,True,2.0,,,,,,,,,,,,
101,pheasant,,pheasant,,daizutabi/pheasant,pheasant,['plugin'],code-exec-templating,https://github.com/daizutabi/pheasant,https://github.com/daizutabi/pheasant,MIT,2017-12-25 12:14:27,2020-12-19 23:21:44,2020-12-19 23:21:31,841.0,,9.0,3.0,4.0,,11.0,16.0,,,,Documentation tool for Markdown conversion by Jupyter client.,51.0,51.0,4.0,https://pypi.org/project/pheasant,1503.0,1503.0,14,True,2.0,,,,,,,,,,,,
102,mkdocs-embed-external-markdown,,external-markdown,,fire1ce/mkdocs-embed-external-markdown,mkdocs-embed-external-markdown,['plugin'],snippets-include,https://github.com/fire1ce/mkdocs-embed-external-markdown,https://github.com/fire1ce/mkdocs-embed-external-markdown,MIT,2022-02-24 10:21:12,2024-08-22 06:52:48,2024-08-22 06:52:48,102.0,2.0,7.0,2.0,7.0,,11.0,9.0,2024-02-26 12:17:17,3.0.2,4.0,MkDocs Embed External Markdown plugin that allow to inject section or all full markdown content from a given url. The..,118.0,118.0,7.0,https://pypi.org/project/mkdocs-embed-external-markdown,5811.0,5811.0,14,True,3.0,,,,,,,,,,,,
103,mkdocs-diagrams,,diagrams,,zoni/mkdocs-diagrams,mkdocs-diagrams,['plugin'],charts,https://github.com/zoni/mkdocs-diagrams,https://github.com/zoni/mkdocs-diagrams,MIT,2020-05-16 10:44:25,2020-09-04 08:33:06,2020-09-04 08:27:56,12.0,,3.0,3.0,1.0,1.0,2.0,27.0,,,,MkDocs plugin to render Diagrams files.,62.0,62.0,,https://pypi.org/project/mkdocs-diagrams,10100.0,10100.0,13,True,2.0,,,,,,,,,,,,
104,mkdocs-alias-plugin,,alias,,eddyluten/mkdocs-alias-plugin,mkdocs-alias-plugin,['plugin'],links-refs,https://github.com/EddyLuten/mkdocs-alias-plugin,https://github.com/EddyLuten/mkdocs-alias-plugin,MIT,2022-02-13 01:23:30,2024-04-22 03:39:27,2024-04-22 03:39:25,34.0,,2.0,2.0,3.0,2.0,7.0,12.0,2024-04-08 14:48:04,0.8.1,11.0,An MkDocs plugin allowing links to your pages using a custom alias.,24.0,24.0,3.0,https://pypi.org/project/mkdocs-alias-plugin,1348.0,1348.0,13,True,2.0,,,,,,,,,,,,
105,mkdocs-link-embeds,,link-embeds,,Aetherinox/mkdocs-link-embeds,mkdocs-link-embeds-plugin,['plugin'],html-css,https://github.com/Aetherinox/mkdocs-link-embeds,https://github.com/Aetherinox/mkdocs-link-embeds,MIT,2024-03-18 13:09:53,2024-09-26 12:07:43,2024-09-04 19:04:48,202.0,25.0,,1.0,3.0,,1.0,6.0,2024-08-08 03:22:13,0.2.0,8.0,"Mkdocs plugin which displays links in a more elegant way. Links will automatically be populated with an image,..",6.0,6.0,,https://pypi.org/project/mkdocs-link-embeds-plugin,520.0,523.0,13,True,2.0,,,21.0,,,,,,,,,
106,Markdown Inline Graphviz,,,,cesaremorel/markdown-inline-graphviz,markdown-inline-graphviz-extension,['markdown'],markdown,https://github.com/cesaremorel/markdown-inline-graphviz,https://github.com/cesaremorel/markdown-inline-graphviz,MIT,2019-06-05 21:10:15,2024-01-16 17:52:15,2024-01-16 17:52:15,39.0,,8.0,2.0,5.0,,7.0,5.0,2024-01-16 17:52:46,1.1.3,3.0,Render inline graphs with Markdown and Graphviz.,,,9.0,https://pypi.org/project/markdown-inline-graphviz-extension,233226.0,233226.0,13,True,2.0,markdown_inline_graphviz,,,,,,,,,,,
107,user-defined-values,,user-defined-values,,rahult/mkdocs-user-defined-values,mkdocs-user-defined-values,['plugin'],code-exec-templating,https://github.com/rahult/mkdocs-user-defined-values,https://github.com/rahult/mkdocs-user-defined-values,MIT,2020-01-05 09:26:06,2022-12-26 21:35:05,2022-07-10 05:32:27,36.0,,3.0,3.0,13.0,,1.0,4.0,2020-04-21 10:59:01,0.0.5,4.0,MkDocs User Defined Values.,14.0,14.0,3.0,https://pypi.org/project/mkdocs-user-defined-values,1286.0,1286.0,13,True,3.0,,,13.0,,,,,,,,,
108,mkdocstrings-vba,,,,mkdocstrings/vba,mkdocstrings-vba,,api-docs,https://github.com/mkdocstrings/vba,https://github.com/mkdocstrings/vba,ISC,2022-02-10 10:57:57,2024-09-20 15:04:33,2024-09-20 15:04:29,66.0,16.0,1.0,3.0,12.0,2.0,7.0,3.0,2024-09-19 22:22:25,0.0.9,7.0,VBA handler for mkdocstrings.,2.0,2.0,3.0,https://pypi.org/project/mkdocstrings-vba,166.0,166.0,13,True,3.0,,4.0,,,,,,,,,,
109,mkdocs_safe_text,,mkdocs_safe_text,,raimon49/mkdocs-safe-text-plugin,mkdocs-safe-text-plugin,['plugin'],html-css,https://github.com/raimon49/mkdocs-safe-text-plugin,https://github.com/raimon49/mkdocs-safe-text-plugin,BSD-2-Clause,2018-01-20 11:15:30,2024-09-04 00:30:43,2024-07-22 10:45:28,222.0,16.0,,3.0,38.0,,,3.0,2024-07-22 10:46:43,-1.6.1,17.0,Plugin for safe text editing with MKDocs.,8.0,8.0,2.0,https://pypi.org/project/mkdocs-safe-text-plugin,980.0,980.0,13,True,2.0,,,,,,,,,,,,
110,roamlinks,,roamlinks,,Jackiexiao/mkdocs-roamlinks-plugin,mkdocs-roamlinks-plugin,['plugin'],links-refs,https://github.com/Jackiexiao/mkdocs-roamlinks-plugin,https://github.com/Jackiexiao/mkdocs-roamlinks-plugin,MIT,2020-09-05 02:15:33,2023-06-08 06:20:32,2023-06-08 06:20:31,33.0,,15.0,3.0,11.0,,,51.0,,,,An MkDocs plugin that automagically generates relative links between markdown pages.,,,9.0,https://pypi.org/project/mkdocs-roamlinks-plugin,12074.0,12074.0,12,True,2.0,,,,,,,,,,,,
111,newsletter,,mkdocs-newsletter,,lyz-code/mkdocs-newsletter,mkdocs-newsletter,['plugin'],blogging,https://github.com/lyz-code/mkdocs-newsletter,https://github.com/lyz-code/mkdocs-newsletter,GPL-3.0,2021-02-10 16:13:44,2024-05-27 12:10:11,2024-05-27 12:09:03,299.0,,2.0,4.0,101.0,3.0,7.0,30.0,,,,Automatically create newsletters from the changes in a mkdocs repository.,45.0,45.0,3.0,https://pypi.org/project/mkdocs-newsletter,817.0,817.0,12,True,3.0,,,,,,,,,,,,
112,markdownmermaid,,markdownmermaid,,pugong/mkdocs-mermaid-plugin,mkdocs-mermaid-plugin,['plugin'],charts,https://github.com/pugong/mkdocs-mermaid-plugin,https://github.com/pugong/mkdocs-mermaid-plugin,MIT,2018-11-28 13:09:20,2020-03-06 16:12:45,2019-05-26 05:43:37,9.0,,15.0,3.0,6.0,2.0,4.0,26.0,,,,A MkDocs plugin that support mermaid graph in markdown file.,93.0,93.0,2.0,https://pypi.org/project/mkdocs-mermaid-plugin,6505.0,6505.0,12,True,2.0,,,,,,,,,,,,
113,Blogs for MkDocs,,blog,,fmaida/mkdocs-blog-plugin,mkdocs-blog-plugin,['plugin'],blogging,https://github.com/fmaida/mkdocs-blog-plugin,https://github.com/fmaida/mkdocs-blog-plugin,MIT,2020-01-19 13:38:21,2020-04-13 08:11:37,2020-04-13 08:11:31,21.0,,4.0,4.0,,1.0,1.0,17.0,,,,This plugin for MkDocs allows to keeps a really simple blog section inside your documentation site.,114.0,114.0,,https://pypi.org/project/mkdocs-blog-plugin,2544.0,2544.0,12,True,3.0,,,,,,,,['mkdocs_plugin'],,,,
114,Autolink References,,autolink_references,,theskumar/autolink-references-mkdocs-plugin,autolink-references-mkdocs-plugin,['plugin'],links-refs,https://github.com/theskumar/autolink-references-mkdocs-plugin,https://github.com/theskumar/autolink-references-mkdocs-plugin,MIT,2020-10-15 05:47:46,2024-08-13 12:52:42,2023-12-28 18:41:22,14.0,,6.0,4.0,11.0,1.0,3.0,17.0,2023-12-28 18:21:54,0.2.2,1.0,mkdocs plugin to provides GitHub like autolink references in Mkdocs.,8.0,8.0,3.0,https://pypi.org/project/autolink-references-mkdocs-plugin,5931.0,5931.0,12,True,2.0,,,,,,,,,,,,
115,add-number,,add-number,,ignorantshr/mkdocs-add-number-plugin,mkdocs-add-number-plugin,['plugin'],html-css,https://github.com/ignorantshr/mkdocs-add-number-plugin,https://github.com/ignorantshr/mkdocs-add-number-plugin,MIT,2019-05-25 03:48:30,2020-06-17 07:23:03,2020-06-11 09:35:38,31.0,,3.0,2.0,4.0,2.0,9.0,16.0,,,,MkDocs plugin to automatically number the headings (h1-h6) in each markdown page and the nav.,40.0,40.0,3.0,https://pypi.org/project/mkdocs-add-number-plugin,8146.0,8146.0,12,True,3.0,,,,,,,,,,,,
116,Lantana,lantana,,,WSOFT-Project/lantana,lantana,['theme'],theming,https://github.com/WSOFT-Project/lantana,https://github.com/WSOFT-Project/lantana,MIT,2022-10-27 17:47:25,2024-07-12 09:55:40,2024-05-12 03:18:12,119.0,,,1.0,38.0,1.0,18.0,13.0,2024-05-06 17:51:11,2.9.8,30.0,Lantana MKDocsHTML.,4.0,4.0,3.0,https://pypi.org/project/lantana,1027.0,1041.0,12,True,2.0,,,343.0,,,,,,,,,
117,mktheapidocs,,mktheapidocs,,greenape/mktheapidocs,mktheapidocs,['plugin'],api-docs,https://github.com/greenape/mktheapidocs,https://github.com/greenape/mktheapidocs,MIT,2018-09-11 13:02:30,2022-06-10 14:37:18,2022-06-10 14:36:01,91.0,,3.0,2.0,64.0,10.0,6.0,12.0,2022-06-10 14:33:49,0.3.0,2.0,Numpydocs - mkdocs friendly markdown.,42.0,42.0,6.0,https://pypi.org/project/mktheapidocs,563.0,563.0,12,True,3.0,,,,,,,,,,,,
118,mkdocs-nav-weight,,mkdocs-nav-weight,,shu307/mkdocs-nav-weight,mkdocs-nav-weight,['plugin'],nav-pages,https://github.com/shu307/mkdocs-nav-weight,https://github.com/shu307/mkdocs-nav-weight,MIT,2022-08-28 04:55:37,2023-11-17 07:26:12,2023-11-17 07:26:06,30.0,,2.0,2.0,2.0,,1.0,9.0,2023-11-17 05:32:31,0.2.0,8.0,"A simple mkdocs plugin, enables to organize Navigation in a more markdownic way.",67.0,67.0,3.0,https://pypi.org/project/mkdocs-nav-weight,7446.0,7446.0,12,True,2.0,,,,,,,,,,,,
119,pdf-with-js,,pdf-with-js,,smaxtec/mkdocs-pdf-with-js-plugin,mkdocs-pdf-with-js-plugin,['plugin'],site-conversion,https://github.com/smaxtec/mkdocs-pdf-with-js-plugin,https://github.com/smaxtec/mkdocs-pdf-with-js-plugin,MIT,2020-06-04 09:48:18,2021-07-23 08:52:22,2021-07-23 08:52:22,13.0,,2.0,5.0,3.0,1.0,,8.0,2021-07-16 06:35:39,0.1.3,3.0,A MkDocs plugin that exports your documentation as PDF with rendered JavaScript content.,12.0,12.0,4.0,https://pypi.org/project/mkdocs-pdf-with-js-plugin,1379.0,1379.0,12,True,3.0,,,,,,,,,,,,
120,panzoom,,panzoom,,PLAYG0N/mkdocs-panzoom,mkdocs-panzoom-plugin,['plugin'],charts,https://github.com/PLAYG0N/mkdocs-panzoom,https://github.com/PLAYG0N/mkdocs-panzoom,MIT,2024-08-21 18:53:29,2024-09-18 18:01:35,2024-09-18 17:59:40,46.0,46.0,,2.0,1.0,2.0,8.0,7.0,2024-09-18 18:02:35,0.1.1-beta,10.0,MkDocs Plugin to enable pan & zoom on images and mermaid diagrams.,1.0,1.0,2.0,https://pypi.org/project/mkdocs-panzoom-plugin,1366.0,1394.0,12,True,2.0,,,28.0,,,,,,,,,
121,markdown-version-annotations,,,,glennmatthews/markdown-version-annotations,markdown-version-annotations,['markdown'],snippets-include,https://github.com/glennmatthews/markdown-version-annotations,https://github.com/glennmatthews/markdown-version-annotations,MIT,2022-09-14 15:06:14,2024-05-06 16:44:29,2024-05-06 16:43:16,8.0,,,3.0,,,2.0,5.0,2024-05-06 16:44:29,1.0.1,2.0,MkDocs plugin to add custom admonitions for documenting version differences.,31.0,31.0,,https://pypi.org/project/markdown-version-annotations,4591.0,4591.0,12,True,3.0,markdown_version_annotations,,20.0,,,,,,,,,
122,MkDocs asciinema-player,,asciinema-player,,pa-decarvalho/mkdocs-asciinema-player,mkdocs-asciinema-player,['plugin'],integrations,https://github.com/pa-decarvalho/mkdocs-asciinema-player,https://github.com/pa-decarvalho/mkdocs-asciinema-player,MIT,2023-10-29 12:48:03,2024-08-12 13:33:27,2024-08-12 13:32:21,117.0,11.0,2.0,1.0,11.0,3.0,10.0,4.0,2024-08-07 08:34:19,0.10.1,17.0,Mkdocs Plugin to include asciinema player in your documentation.,1.0,1.0,3.0,https://pypi.org/project/mkdocs-asciinema-player,804.0,804.0,12,True,3.0,,,,,,,,,,,,
123,MkDocs Backend for Foliant,,,,foliant-docs/foliantcontrib.mkdocs,foliantcontrib.mkdocs,[],integrations,https://github.com/foliant-docs/foliantcontrib.mkdocs,https://github.com/foliant-docs/foliantcontrib.mkdocs,MIT,2017-12-14 04:55:02,2022-12-12 07:42:43,2022-12-12 07:41:42,88.0,,3.0,4.0,12.0,,1.0,3.0,2022-12-12 07:42:43,1.0.15,2.0,MkDocs backend for Foliant.,32.0,32.0,5.0,https://pypi.org/project/foliantcontrib.mkdocs,520.0,520.0,12,True,3.0,,,,,,,,,,,,
124,Markdown Checklist,,,,FND/markdown-checklist,markdown-checklist,['markdown'],markdown,https://github.com/FND/markdown-checklist,https://github.com/FND/markdown-checklist,MIT,2013-09-01 12:35:20,2022-07-29 13:10:44,2022-07-29 13:08:47,26.0,,31.0,8.0,10.0,1.0,7.0,79.0,,,,Python Markdown extension for lists of tasks with checkboxes.,,,2.0,https://pypi.org/project/markdown-checklist,2436.0,2436.0,11,True,2.0,markdown_checklist.extension,,,,,,,,,,,
125,multirepo,,,,wilhelmer/mkdocs-multirepo,mkdocs-multirepo,[],site-management,https://github.com/wilhelmer/mkdocs-multirepo,https://github.com/wilhelmer/mkdocs-multirepo,MIT,2020-07-08 12:11:47,2024-01-04 14:10:16,2024-01-04 14:08:12,43.0,,2.0,6.0,1.0,,6.0,39.0,2024-01-04 14:10:16,0.5.2,3.0,"A bit like monorepo, but keeps MkDocs projects separate.",1.0,1.0,3.0,https://pypi.org/project/mkdocs-multirepo,835.0,835.0,11,True,3.0,,,,,,,,,,,,
126,MkRefs,,mkrefs,,DerwenAI/mkrefs,mkrefs,['plugin'],nav-pages,https://github.com/DerwenAI/mkrefs,https://github.com/DerwenAI/mkrefs,MIT,2021-05-10 15:58:53,2024-07-10 08:55:13,2023-08-31 15:32:44,51.0,,,4.0,11.0,,,33.0,2021-06-27 17:55:28,0.2.0,2.0,MkDocs plugin to generate semantic reference Markdown pages from a knowledge graph.,4.0,4.0,2.0,https://pypi.org/project/mkrefs,105.0,105.0,11,True,2.0,,,,,,,,,,,,
127,mkdocs-typer,,,,bruce-szalwinski/mkdocs-typer,mkdocs-typer,['markdown'],api-docs,https://github.com/bruce-szalwinski/mkdocs-typer,https://github.com/bruce-szalwinski/mkdocs-typer,Apache-2.0,2021-01-25 17:46:54,2023-06-21 16:32:56,2023-06-21 16:32:25,22.0,,2.0,2.0,13.0,4.0,3.0,28.0,2023-06-21 16:32:56,0.0.3,3.0,An MkDocs extension to generate documentation for Typer command line applications.,,,,https://pypi.org/project/mkdocs-typer,7241.0,7241.0,11,True,3.0,mkdocs-typer,,,,,,,,,,,
128,MkDocs Img2Fig Plugin,,img2fig,,stuebersystems/mkdocs-img2fig-plugin,mkdocs-img2fig-plugin,['plugin'],charts,https://github.com/stuebersystems/mkdocs-img2fig-plugin,https://github.com/stuebersystems/mkdocs-img2fig-plugin,MIT,2019-05-09 09:48:11,2022-04-15 06:05:55,2020-07-14 09:36:02,8.0,,7.0,3.0,3.0,2.0,1.0,21.0,,,,A MkDocs plugin that converts markdown encoded images into figure elements.,121.0,121.0,2.0,https://pypi.org/project/mkdocs-img2fig-plugin,1198.0,1198.0,11,True,3.0,,,,,,,,,,,,
129,Interactive Graph,,obsidian-interactive-graph,,daxcore/mkdocs-obsidian-interactive-graph-plugin,mkdocs-obsidian-interactive-graph-plugin,['plugin'],charts,https://github.com/daxcore/mkdocs-obsidian-interactive-graph-plugin,https://github.com/daxcore/mkdocs-obsidian-interactive-graph-plugin,MIT,2024-03-15 17:00:19,2024-04-24 19:25:35,2024-04-24 19:24:10,31.0,,1.0,1.0,,1.0,1.0,13.0,2024-04-24 19:35:48,0.2.6,3.0,"interactive graph for Material for MkDocs like Obsidian, refer demo:.",31.0,31.0,2.0,https://pypi.org/project/mkdocs-obsidian-interactive-graph-plugin,1306.0,1306.0,11,True,3.0,,,,,,,,,,,,
130,Ivory,ivory,,,daizutabi/mkdocs-ivory,mkdocs-ivory,['theme'],theming,https://github.com/daizutabi/mkdocs-ivory,https://github.com/daizutabi/mkdocs-ivory,MIT,2019-04-14 14:07:26,2020-06-16 07:35:02,2020-06-16 07:34:55,58.0,,4.0,1.0,1.0,2.0,3.0,10.0,,,,Ivory theme for MkDocs.,88.0,88.0,2.0,https://pypi.org/project/mkdocs-ivory,2204.0,2204.0,11,True,2.0,,,,,,,,,,,,
131,unused-files,,unused_files,,wilhelmer/mkdocs-unused-files,mkdocs-unused-files,['plugin'],links-refs,https://github.com/wilhelmer/mkdocs-unused-files,https://github.com/wilhelmer/mkdocs-unused-files,MIT,2022-12-14 20:47:40,2023-07-17 15:18:12,2023-07-17 15:12:19,27.0,,2.0,1.0,2.0,1.0,8.0,9.0,2023-07-17 15:18:12,0.2.0,9.0,An MkDocs plugin to find unused (orphaned) files in your project.,22.0,22.0,2.0,https://pypi.org/project/mkdocs-unused-files,2846.0,2846.0,11,True,3.0,,,,,,,,,,,,
132,KPN for MkDocs,kpn,,,kpn/mkdocs-kpn-theme,mkdocs-kpn,['theme'],theming,https://github.com/kpn/mkdocs-kpn-theme,https://github.com/kpn/mkdocs-kpn-theme,MIT,2020-04-02 12:00:18,2024-01-31 08:38:35,2024-01-31 08:38:05,158.0,,,10.0,3.0,,4.0,8.0,,,,KPN theme for MkDocs | owner=flow.,4.0,4.0,3.0,https://pypi.org/project/mkdocs-kpn,1511.0,1511.0,11,True,2.0,,,,,,,,,,,,
133,SWAN,swan,,,swan-cern/mkdocs-swan,mkdocs-swan,['theme'],theming,https://github.com/swan-cern/mkdocs-swan,https://github.com/swan-cern/mkdocs-swan,AGPL-3.0,2020-06-06 18:14:12,2024-01-23 09:36:43,2024-01-23 09:36:42,22.0,,3.0,3.0,4.0,,,7.0,2024-01-23 09:37:16,0.4.0,8.0,SWAN MkDocs theme.,7.0,7.0,4.0,https://pypi.org/project/mkdocs-swan,291.0,291.0,11,True,2.0,,,,,,,,,,,,
134,mkdocs-mdpo,,mdpo,,mondeja/mkdocs-mdpo-plugin,mkdocs-mdpo-plugin,['plugin'],i18n-l10n,https://github.com/mondeja/mkdocs-mdpo-plugin,https://github.com/mondeja/mkdocs-mdpo-plugin,BSD-3-Clause,2021-04-26 14:53:13,2024-06-10 11:29:51,2024-06-10 11:29:51,108.0,,5.0,2.0,30.0,13.0,24.0,7.0,2022-06-10 13:17:02,0.0.27,27.0,Mkdocs translation plugin using PO files.,,,4.0,https://pypi.org/project/mkdocs-mdpo-plugin,654.0,659.0,11,True,3.0,,,231.0,,,,,,,,,
135,Bootstrap 4,bootstrap4,"['bootstrap4-blockquotes', 'bootstrap4-tables']",,LukeCarrier/mkdocs-theme-bootstrap4,mkdocs-theme-bootstrap4,['theme'],theming,https://github.com/LukeCarrier/mkdocs-theme-bootstrap4,https://github.com/LukeCarrier/mkdocs-theme-bootstrap4,MIT,2019-10-02 20:24:05,2024-08-28 11:34:55,2024-06-07 22:48:08,72.0,,,2.0,34.0,1.0,4.0,6.0,2020-04-18 18:52:05,0.4.0,3.0,A vanilla Bootstrap 4 theme for MkDocs.,7.0,7.0,3.0,https://pypi.org/project/mkdocs-theme-bootstrap4,225.0,225.0,11,True,2.0,,,,,,,,['mkdocs_theme'],,,,
136,mkdocs-extra-sass-plugin,,extra-sass,,orzih/mkdocs-extra-sass-plugin,mkdocs-extra-sass-plugin,['plugin'],html-css,https://github.com/orzih/mkdocs-extra-sass-plugin,https://github.com/orzih/mkdocs-extra-sass-plugin,MIT,2021-01-30 04:11:09,2023-04-21 20:51:40,2021-02-13 10:11:46,2.0,,2.0,,2.0,4.0,,3.0,2021-01-30 04:25:34,0.1.0,1.0,Adds stylesheets to your mkdocs site from Sass/SCSS.,47.0,47.0,,https://pypi.org/project/mkdocs-extra-sass-plugin,4524.0,4524.0,11,True,3.0,,,,,,,,,,,,
