,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,github_release_downloads,trending,gitlab_id,gitlab_url,updated_github_id
102,mkdocs-nav-enhancements,Rylon/mkdocs-nav-enhancements,mkdocs-nav-enhancements,['plugin'],nav-pages,https://github.com/Rylon/mkdocs-nav-enhancements,https://github.com/Rylon/mkdocs-nav-enhancements,MIT,2019-07-15 23:39:57,2019-07-24 10:09:41,2019-07-24 10:08:04,16.0,,,1.0,,1.0,,1.0,,,,WIP plugin for working with titles of pages in MkDocs.,20.0,20.0,,https://pypi.org/project/mkdocs-nav-enhancements,3062.0,3062.0,8,False,2.0,,,,,
103,Unidata,mjames-upc/mkdocs-unidata,mkdocs-unidata,['theme'],theming,https://github.com/mjames-upc/mkdocs-unidata,https://github.com/mjames-upc/mkdocs-unidata,MIT,2017-04-13 14:51:01,2017-09-27 18:46:20,2017-09-27 18:46:04,760.0,,1.0,1.0,,,,,2017-04-14 16:21:33,1.5.6,1.0,Custom MkDocs Material Design Theme.,,,16.0,https://pypi.org/project/mkdocs-unidata,79.0,79.0,8,True,2.0,,,,,
104,Mdx Include,neurobin/mdx_include,mdx_include,['markdown'],snippets-include,https://github.com/neurobin/mdx_include,https://github.com/neurobin/mdx_include,,2018-09-19 21:01:21,2020-10-12 15:10:35,2020-10-12 15:10:11,66.0,,2.0,3.0,1.0,1.0,4.0,40.0,,,,Python Markdown extension to include local or remote files.,,,2.0,https://pypi.org/project/mdx_include,6135.0,6135.0,7,True,3.0,,,,,
105,Alabaster,notpushkin/mkdocs-alabaster,mkdocs-alabaster,['theme'],theming,https://github.com/notpushkin/mkdocs-alabaster,https://github.com/notpushkin/mkdocs-alabaster,,2016-01-29 22:40:46,2020-06-16 08:22:24,2020-06-16 08:22:23,49.0,,8.0,2.0,12.0,3.0,14.0,36.0,,,,Alabaster port for MkDocs.,,,9.0,https://pypi.org/project/mkdocs-alabaster,707.0,707.0,7,True,3.0,,,,,
106,automacdoc,AlexandreKempf/automacdoc,,['plugin'],api-docs,https://github.com/AlexandreKempf/automacdoc,https://github.com/AlexandreKempf/automacdoc,MIT,2019-06-14 11:47:18,2020-12-29 08:32:21,2020-12-29 08:32:20,13.0,,10.0,4.0,3.0,4.0,1.0,30.0,,,,Automatic generation of documentation for mkdocs.,3.0,3.0,6.0,,,,7,True,3.0,,,,,
107,GitBook,,mkdocs-gitbook,['theme'],theming,,https://gitlab.com/lramage/mkdocs-gitbook-theme,,2018-12-17 18:29:14,2018-12-17 18:29:14,,,,12.0,,,7.0,10.0,26.0,,,0.0,Default theme for GitBook for Mkdocs https://lramage.gitlab.io/mkdocs-gitbook-theme.,,,,https://pypi.org/project/mkdocs-gitbook,7564.0,7564.0,7,True,3.0,,,lramage/mkdocs-gitbook-theme,https://gitlab.com/lramage/mkdocs-gitbook-theme,
108,docutools,axiros/docutools,docutools,['plugin'],charts,https://github.com/axiros/docutools,https://github.com/axiros/docutools,BSD-2-Clause,2021-10-04 21:36:07,2022-04-11 15:09:39,2022-04-11 14:53:41,430.0,2.0,,6.0,,1.0,1.0,13.0,,,,Dev Centric Tools for Mkdocs Based Documentation.,,,3.0,https://pypi.org/project/docutools,141.0,141.0,7,False,3.0,,,,,
109,img2fig,stuebersystems/mkdocs-img2fig-plugin,,['plugin'],charts,https://github.com/stuebersystems/mkdocs-img2fig-plugin,https://github.com/stuebersystems/mkdocs-img2fig-plugin,MIT,2019-05-09 09:48:11,2022-04-15 06:05:55,2020-07-14 09:36:02,8.0,,6.0,2.0,3.0,2.0,1.0,12.0,,,,A MkDocs plugin that converts markdown encoded images into figure elements.,58.0,58.0,2.0,,,,7,False,3.0,,,,,
110,Wikilink Plus,neurobin/mdx_wikilink_plus,mdx_wikilink_plus,['markdown'],links-refs,https://github.com/neurobin/mdx_wikilink_plus,https://github.com/neurobin/mdx_wikilink_plus,,2018-09-19 09:56:17,2022-03-23 17:12:30,2022-03-23 17:11:48,66.0,,3.0,2.0,4.0,1.0,3.0,12.0,,,,A wikilink extension for Python Markdown.,,,3.0,https://pypi.org/project/mdx_wikilink_plus,1831.0,1831.0,7,False,3.0,,,,,
111,nbconvert,tanbro/mkdocs-nbconvert,mkdocs-nbconvert,['plugin'],code-exec-templating,https://github.com/tanbro/mkdocs-nbconvert,https://github.com/tanbro/mkdocs-nbconvert,BSD-2-Clause,2019-08-05 11:11:23,2022-04-18 04:30:15,2022-04-18 04:27:15,55.0,5.0,1.0,2.0,1.0,1.0,,5.0,,,,A MkDocs plug-in provides a source parser for *.ipynb files.,,,4.0,https://pypi.org/project/mkdocs-nbconvert,40.0,40.0,7,False,3.0,,,,,
112,mkdocs-categories-plugin,eddyluten/mkdocs-categories-plugin,mkdocs-categories-plugin,['plugin'],nav-pages,https://github.com/EddyLuten/mkdocs-categories-plugin,https://github.com/EddyLuten/mkdocs-categories-plugin,MIT,2022-02-24 02:42:22,2022-02-25 02:23:16,2022-02-25 02:19:22,3.0,,,1.0,,1.0,,3.0,2022-02-25 02:23:16,0.2.0,3.0,An MkDocs plugin allowing for categorization of wiki pages.,,,,https://pypi.org/project/mkdocs-categories-plugin,37.0,37.0,7,False,3.0,,,,,
113,mkdocs-spellcheck,pawamoy/mkdocs-spellcheck,mkdocs-spellcheck,['plugin'],quality,https://github.com/pawamoy/mkdocs-spellcheck,https://github.com/pawamoy/mkdocs-spellcheck,ISC,2022-01-23 13:03:19,2022-04-11 16:54:07,2022-04-11 16:53:53,29.0,9.0,,1.0,,8.0,4.0,3.0,,,,A spell checker plugin for MkDocs.,,,,https://pypi.org/project/mkdocs-spellcheck,1017.0,1017.0,7,False,2.0,,,,,
114,markdown-filter,byrnereese/mkdocs-markdown-filter,mkdocs-markdown-filter,['plugin'],code-exec-templating,https://github.com/byrnereese/mkdocs-markdown-filter,https://github.com/byrnereese/mkdocs-markdown-filter,MIT,2019-02-06 17:40:11,2019-02-06 17:56:45,2019-02-06 17:56:44,4.0,,,1.0,,1.0,,2.0,,,,Adds a markdown template filter to the jinja templating environment in mkdocs.,10.0,10.0,,https://pypi.org/project/mkdocs-markdown-filter,167.0,167.0,7,False,3.0,,,,,
115,swagger,allevo/mkdocs-swagger-plugin,,['plugin'],integrations,https://github.com/allevo/mkdocs-swagger-plugin,https://github.com/allevo/mkdocs-swagger-plugin,MIT,2019-05-18 13:36:54,2019-10-06 19:53:01,2019-10-06 19:52:58,7.0,,6.0,3.0,1.0,3.0,2.0,27.0,,,,MkDocs plugin for render swagger into docs.,,,,,,,6,True,3.0,,,,,
116,BOOTSTRAP386,,mkdocs-bootstrap386,['theme'],theming,,https://gitlab.com/lramage/mkdocs-bootstrap386,,2018-06-06 02:30:09,2018-06-06 02:30:09,,,,2.0,,,4.0,3.0,22.0,,,1.0,A vintage 1980s DOS inspired Twitter Bootstrap theme for MkDocs https://lramage.gitlab.io/mkdocs-bootstrap386.,,,,https://pypi.org/project/mkdocs-bootstrap386,3303.0,3303.0,6,True,3.0,,,lramage/mkdocs-bootstrap386,https://gitlab.com/lramage/mkdocs-bootstrap386,
117,Autolink References,theskumar/autolink-references-mkdocs-plugin,autolink-references-mkdocs-plugin,['plugin'],links-refs,https://github.com/theskumar/autolink-references-mkdocs-plugin,https://github.com/theskumar/autolink-references-mkdocs-plugin,MIT,2020-10-15 05:47:46,2022-01-26 12:19:00,2022-01-26 12:18:57,9.0,,2.0,2.0,1.0,2.0,1.0,8.0,,,,Provides GitHub like autolink references in Mkdocs.,3.0,3.0,2.0,https://pypi.org/project/autolink-references-mkdocs-plugin,1315.0,1315.0,6,False,3.0,,,,,
118,inari,tkamenoko/inari,inari,['plugin'],api-docs,https://github.com/tkamenoko/inari,https://github.com/tkamenoko/inari,MIT,2019-08-22 04:40:26,2021-07-10 04:26:16,2021-07-10 04:26:08,101.0,,,2.0,,1.0,1.0,6.0,,,,Write docstrings in markdown!.,,,,https://pypi.org/project/inari,529.0,529.0,6,False,3.0,,,,,
119,mk2pdf-export,HaoLiuHust/mkdocs-mk2pdf-plugin,mkdocs-mk2pdf-plugin,['plugin'],site-conversion,https://github.com/HaoLiuHust/mkdocs-mk2pdf-plugin,https://github.com/HaoLiuHust/mkdocs-mk2pdf-plugin,MIT,2020-01-13 11:09:42,2021-06-29 13:46:26,2020-09-11 05:52:58,21.0,,5.0,1.0,7.0,,1.0,5.0,,,,"The plugin is based on https://github.com/zhaoterryy/mkdocs-pdf-export-plugin/ ,the main change is use pandoc to..",1.0,1.0,4.0,https://pypi.org/project/mkdocs-mk2pdf-plugin,55.0,55.0,6,False,3.0,,,,,
120,git snippet,SamazoOo/mkdocs-gitsnippet-plugin,mkdocs-gitsnippet-plugin,['plugin'],snippets-include,https://github.com/SamazoOo/mkdocs-gitsnippet-plugin,https://github.com/SamazoOo/mkdocs-gitsnippet-plugin,MIT,2020-05-06 08:47:46,2020-11-15 20:10:15,2020-11-15 20:10:06,14.0,,2.0,2.0,1.0,,,5.0,,,,Mkdocs plugin that allow to inject snippet or all markdown content from a given remote git repository.,1.0,1.0,4.0,https://pypi.org/project/mkdocs-gitsnippet-plugin,170.0,170.0,6,False,3.0,,,,,
121,progress,rdilweb/mkdocs-plugin-progress,,['plugin'],site-management,https://github.com/rdilweb/mkdocs-plugin-progress,https://github.com/rdilweb/mkdocs-plugin-progress,Apache-2.0,2020-02-20 22:44:17,2020-06-20 02:28:12,2020-06-20 02:28:06,15.0,,1.0,2.0,2.0,,1.0,4.0,2020-02-21 11:28:11,1.1.4-FINAL,1.0,A plugin for MkDocs that lets you know exactly what is happening during the build.,12.0,12.0,3.0,,,,6,False,3.0,,,,,
122,Moonstone,byrnereese/mkdocs-moonstone,mkdocs-moonstone,['theme'],theming,https://github.com/byrnereese/mkdocs-moonstone,https://github.com/byrnereese/mkdocs-moonstone,,2019-02-14 08:53:35,2021-06-15 21:16:30,2021-06-15 21:15:45,28.0,,1.0,1.0,,,,4.0,,,,A documentation theme for mkdocs.,7.0,7.0,,https://pypi.org/project/mkdocs-moonstone,155.0,155.0,6,False,3.0,,,,,
123,branchcustomization,effigies/mkdocs-branchcustomization-plugin,mkdocs-branchcustomization-plugin,['plugin'],git-info,https://github.com/effigies/mkdocs-branchcustomization-plugin,https://github.com/effigies/mkdocs-branchcustomization-plugin,MIT,2019-12-13 14:59:00,2022-04-17 16:53:22,2022-04-17 16:53:22,8.0,1.0,,3.0,,,1.0,2.0,,,,Customize MkDocs options on a per-branch basis.,7.0,7.0,,https://pypi.org/project/mkdocs-branchcustomization-plugin,259.0,259.0,6,False,3.0,,,,,
124,mkpatcher,ofek/mkpatcher,mkpatcher,['markdown'],markdown,https://github.com/ofek/mkpatcher,https://github.com/ofek/mkpatcher,Apache-2.0,2020-04-26 18:13:51,2020-04-26 19:19:50,2020-04-26 19:19:45,5.0,,,2.0,,,,2.0,,,,Python-Markdown extension allowing arbitrary scripts to modify MkDocs input files.,2.0,2.0,,https://pypi.org/project/mkpatcher,1517.0,1517.0,6,False,3.0,,,,,
125,Link Checker,byrnereese/linkchecker-mkdocs,mkdocs-linkcheck,['plugin'],quality,https://github.com/byrnereese/linkchecker-mkdocs,https://github.com/byrnereese/linkchecker-mkdocs,MIT,2021-08-16 16:44:47,2021-08-24 18:08:26,2021-08-24 18:08:03,70.0,,,,,4.0,,2.0,,,,"Python asyncio + aiohttp Markdown *.md URL link checker: 10,000 files/second.",,,5.0,https://pypi.org/project/mkdocs-linkcheck,43.0,43.0,6,False,3.0,,,,,
126,SWAN,swan-cern/mkdocs-swan,mkdocs-swan,['theme'],theming,https://github.com/swan-cern/mkdocs-swan,https://github.com/swan-cern/mkdocs-swan,AGPL-3.0,2020-06-06 18:14:12,2020-08-01 15:50:18,2020-08-01 15:49:22,14.0,,,3.0,,,,2.0,2020-08-01 15:50:58,0.1.0,5.0,SWAN MkDocs theme.,2.0,2.0,,https://pypi.org/project/mkdocs-swan,37.0,37.0,6,False,3.0,,,,,
127,mkdocs-add-teaser,wilhelmer/mkdocs-add-teaser,,['plugin'],html-css,https://github.com/wilhelmer/mkdocs-add-teaser,https://github.com/wilhelmer/mkdocs-add-teaser,MIT,2019-04-02 09:24:11,2022-06-15 08:03:52,2022-06-15 07:58:33,22.0,2.0,1.0,2.0,,,1.0,1.0,2022-06-15 08:03:52,0.7.0,4.0,An MkDocs plugin to add a CSS class to the first paragraph after the first heading 1 in all pages of your project.,1.0,1.0,,,,,6,False,3.0,,,,,
128,toc-sidebar,midnightprioriem/mkdocs-toc-sidebar-plugin,mkdocs-toc-sidebar-plugin,['plugin'],nav-pages,https://github.com/midnightprioriem/mkdocs-toc-sidebar-plugin,https://github.com/midnightprioriem/mkdocs-toc-sidebar-plugin,MIT,2020-01-11 06:11:10,2021-05-30 09:12:08,2020-01-11 13:04:15,9.0,,3.0,2.0,3.0,3.0,,1.0,2020-01-11 07:19:38,_010,1.0,An MkDocs plugin that allows users to add additional content to the ToC sidebar using the Material theme.,6.0,6.0,2.0,https://pypi.org/project/mkdocs-toc-sidebar-plugin,151.0,151.0,6,False,3.0,,,,,
129,Zettelkasten,buvis-net/mkdocs-zettelkasten,mkdocs-zettelkasten,['theme'],theming,https://github.com/buvis/mkdocs-zettelkasten,https://github.com/buvis/mkdocs-zettelkasten,MIT,2021-11-24 19:48:08,2022-06-20 11:05:27,2022-06-20 11:04:53,34.0,3.0,,1.0,6.0,6.0,3.0,1.0,2021-11-29 20:07:59,0.1.5,1.0,This is a Zettelkasten theme and plugin for MkDocs. It renders the MkDocs pages as cards (zettels).,2.0,2.0,2.0,https://pypi.org/project/mkdocs-zettelkasten,47.0,47.0,6,False,3.0,2.0,,,,buvis/mkdocs-zettelkasten
130,webcontext,Darrelk/mkdocs-webcontext-plugin,mkdocs-webcontext-plugin,['plugin'],links-refs,https://github.com/Darrelk/mkdocs-webcontext-plugin,https://github.com/Darrelk/mkdocs-webcontext-plugin,MIT,2021-04-14 11:55:59,2021-04-14 14:19:33,2021-04-14 14:18:28,3.0,,,1.0,,,,,2021-04-14 14:19:33,0.1.0,1.0,Mkdocs plugin for converting absolute paths to webcontext aware paths using the configured webcontext context.,3.0,3.0,,https://pypi.org/project/mkdocs-webcontext-plugin,16.0,16.0,6,True,3.0,2.0,,,,
131,select-files,supcik/mkdocs-select-files,mkdocs-select-files,['plugin'],nav-pages,https://github.com/supcik/mkdocs-select-files,https://github.com/supcik/mkdocs-select-files,Apache-2.0,2019-09-04 22:26:31,2019-09-05 06:59:51,2019-09-05 06:58:14,8.0,,,1.0,,,,,,,,Filter pages for assignments.,7.0,7.0,,https://pypi.org/project/mkdocs-select-files,46.0,46.0,6,True,3.0,,,,,
132,SWAN Gallery,swan-cern/mkdocs-swangallery,mkdocs-swangallery,['plugin'],nav-pages,https://github.com/swan-cern/mkdocs-swangallery,https://github.com/swan-cern/mkdocs-swangallery,AGPL-3.0,2020-06-21 11:00:41,2020-10-01 11:06:58,2020-10-01 11:06:03,5.0,,,3.0,,,,,2020-10-01 11:06:58,0.0.3,3.0,MkDocs plugin to generate a SWAN Gallery.,1.0,1.0,,https://pypi.org/project/mkdocs-swangallery,15.0,15.0,6,True,3.0,,,,,
133,pico-8,fmaida/pico8-mkdocs-plugin,pico8-mkdocs-plugin,['plugin'],other,https://github.com/fmaida/pico8-mkdocs-plugin,https://github.com/fmaida/pico8-mkdocs-plugin,MIT,2019-03-16 17:43:48,2019-03-17 11:49:29,2019-03-17 11:49:24,5.0,,,2.0,,,,,,,,A MKDocs plugin that allows to embed a Pico-8 web player in a page.,1.0,1.0,,https://pypi.org/project/pico8-mkdocs-plugin,417.0,417.0,6,True,3.0,,,,,
134,docSkimmer,hfagerlund/mkdocs-docskimmer,,['theme'],theming,https://github.com/hfagerlund/mkdocs-docskimmer,https://github.com/hfagerlund/mkdocs-docskimmer,,2017-06-13 00:33:55,2018-10-11 17:51:01,2018-10-11 17:38:42,23.0,,,1.0,6.0,,10.0,15.0,2018-10-11 17:53:21,0.4.0,7.0,"An accessible, skimmable theme for MkDocs.",,,,,,,5,False,3.0,,,,,
135,Tweetable quotes,max-arnold/markdown-tweetable,markdown-tweetable,['markdown'],markdown,https://github.com/max-arnold/markdown-tweetable,https://github.com/max-arnold/markdown-tweetable,MIT,2014-06-02 11:57:04,2019-03-25 05:45:20,2019-03-25 05:45:13,81.0,,,1.0,,,,13.0,,,,Python-Markdown extension to embed tweetable quotes into your blog posts.,2.0,2.0,,https://pypi.org/project/markdown-tweetable,20.0,20.0,5,False,3.0,,,,,
136,doxygen,pieterdavid/mkdocs-doxygen-plugin,,['plugin'],api-docs,https://github.com/pieterdavid/mkdocs-doxygen-plugin,https://github.com/pieterdavid/mkdocs-doxygen-plugin,MIT,2018-08-06 19:41:31,2020-12-04 15:20:33,2020-12-04 15:20:32,9.0,,3.0,2.0,2.0,1.0,,9.0,,,,A Doxygen plugin for MkDocs.,,,3.0,,,,5,False,3.0,,,,,
137,bootstrap-tables,byrnereese/mkdocs-bootstrap-tables-plugin,,['plugin'],html-css,https://github.com/byrnereese/mkdocs-bootstrap-tables-plugin,https://github.com/byrnereese/mkdocs-bootstrap-tables-plugin,MIT,2018-12-19 20:55:24,2020-03-27 04:57:49,2020-03-27 04:57:31,2.0,,2.0,1.0,,,,8.0,,,,A MkDocs plugin to add bootstrap classes to plan markdown generated tables.,42.0,42.0,,,,,5,False,3.0,,,,,
138,awesome-list,carlosperate/mkdocs-awesome-list-plugin,,['plugin'],nav-pages,https://github.com/carlosperate/mkdocs-awesome-list-plugin,https://github.com/carlosperate/mkdocs-awesome-list-plugin,MIT,2019-07-25 19:23:15,2019-07-26 00:31:07,2019-07-26 00:30:58,4.0,,,,,,,4.0,,,,MkDocs Plugin to inject social media cards for each entry in an awesome-list.,,,,,,,5,False,3.0,,,,,
139,MkDocs Graphviz,,mkdocs-graphviz,['plugin'],charts,,https://gitlab.com/rodrigo.schwencke/mkdocs-graphviz,,2021-05-03 14:28:32,2021-05-03 14:28:32,,,,1.0,,,1.0,2.0,3.0,,,3.0,"A mkdocs Extension that automatically renders Graphviz images, in SVG or PNG format, within your markdown file.",,,,https://pypi.org/project/mkdocs-graphviz,4448.0,4448.0,5,False,3.0,,,rodrigo.schwencke/mkdocs-graphviz,https://gitlab.com/rodrigo.schwencke/mkdocs-graphviz,
140,Nature,waylan/mkdocs-nature,mkdocs-nature,['theme'],theming,https://github.com/waylan/mkdocs-nature,https://github.com/waylan/mkdocs-nature,,2017-03-13 02:45:21,2020-04-09 13:50:30,2020-04-09 13:47:49,32.0,,1.0,2.0,3.0,,,3.0,,,,A MkDocs theme.,25.0,25.0,2.0,https://pypi.org/project/mkdocs-nature,69.0,69.0,5,False,3.0,,,,,
141,thumbnails,normanlorrain/mkdocs-thumbnails,mkdocs-thumbnails,['plugin'],other,https://github.com/normanlorrain/mkdocs-thumbnails,https://github.com/normanlorrain/mkdocs-thumbnails,MIT,2021-04-19 16:01:11,2021-06-01 20:41:03,2021-06-01 20:40:56,35.0,,,1.0,,1.0,1.0,2.0,,,,MkDocs plugin for thumbnail images generated automatically.,,,,https://pypi.org/project/mkdocs-thumbnails,156.0,156.0,5,False,3.0,,,,,
142,markdown-figcap,funk1d/markdown-figcap,markdown-figcap,['markdown'],charts,https://github.com/funk1d/markdown-figcap,https://github.com/funk1d/markdown-figcap,BSD-3-Clause,2019-03-09 03:35:44,2019-03-09 03:35:45,2019-03-09 04:36:51,2.0,,,,,,,1.0,,,,Extension for Python-Markdown to handle figure and figcaption.,3.0,3.0,,https://pypi.org/project/markdown-figcap,54.0,54.0,5,False,3.0,,,,,
143,mkdocs-codecheck,byrnereese/codechecker-mkdocs,mkdocs-codecheck,['plugin'],quality,https://github.com/byrnereese/codechecker-mkdocs,https://github.com/byrnereese/codechecker-mkdocs,MIT,2021-08-24 18:05:47,2021-12-16 19:26:31,2021-12-16 19:26:10,86.0,,,2.0,1.0,1.0,,1.0,,,,"Traverses a directory tree looking for code samples, then attempts to validate each code sample found.",,,6.0,https://pypi.org/project/mkdocs-codecheck,39.0,39.0,5,False,3.0,,,,,
144,codeyaml,textileio/mkdocs-codeyaml-plugin,mkdocs-codeyaml-plugin,['plugin'],code-exec-templating,https://github.com/textileio/mkdocs-codeyaml-plugin,https://github.com/textileio/mkdocs-codeyaml-plugin,MIT,2019-04-30 19:39:34,2019-04-30 22:11:50,2019-04-30 22:11:44,3.0,,1.0,4.0,,1.0,,,,,,Allows for more than one yaml config in mkdocs.,,,,https://pypi.org/project/mkdocs-codeyaml-plugin,20.0,20.0,5,True,3.0,,,,,
145,git-latest-release,agarthetiger/mkdocs_latest_release_plugin,mkdocs-latest-release-plugin,['plugin'],git-info,https://github.com/agarthetiger/mkdocs_latest_release_plugin,https://github.com/agarthetiger/mkdocs_latest_release_plugin,GPL-3.0,2019-03-18 22:07:47,2021-06-01 23:29:29,2019-12-29 08:46:29,5.0,,,1.0,8.0,,,,,,,Plugin for MKDocs to inject the latest release tag from git into markdown.,,,3.0,https://pypi.org/project/mkdocs-latest-release-plugin,260.0,260.0,5,True,3.0,,,,,
146,mkdocs-embed-external-markdown,fire1ce/mkdocs-embed-external-markdown,mkdocs-embed-external-markdown,['plugin'],snippets-include,https://github.com/fire1ce/mkdocs-embed-external-markdown,https://github.com/fire1ce/mkdocs-embed-external-markdown,MIT,2022-02-24 10:21:12,2022-03-23 09:58:37,2022-03-23 09:56:40,35.0,,2.0,1.0,2.0,,,,,,,MkDocs Embed External Markdown plugin that allow to inject section or all full markdown content from a given url. The..,2.0,2.0,2.0,https://pypi.org/project/mkdocs-embed-external-markdown,272.0,272.0,5,True,3.0,,,,,
147,mkdocs-rtl,mberneti/mkdocs-rtl,,['theme'],theming,https://github.com/mberneti/mkdocs-rtl,https://github.com/mberneti/mkdocs-rtl,MIT,2017-10-16 10:32:15,2021-03-26 00:09:07,2017-10-22 11:51:15,9.0,,5.0,2.0,2.0,1.0,1.0,22.0,,,,mkdocs rtl theme based on mkdocs-material.,,,2.0,,,,4,False,3.0,,,,,
148,markdown-del-ins,honzajavorek/markdown-del-ins,markdown-del-ins,['markdown'],markdown,https://github.com/honzajavorek/markdown-del-ins,https://github.com/honzajavorek/markdown-del-ins,,2020-01-09 09:02:25,2020-01-09 10:45:06,2020-01-09 10:44:59,10.0,,,,,1.0,,8.0,,,,Markdown extension to support the del and ins tags.,,,2.0,https://pypi.org/project/markdown-del-ins,258.0,258.0,4,False,3.0,,,,,
149,mkdocs-theme-topdf,kuri65536/mkdocs-theme-topdf,mkdocs-theme-topdf,['theme'],theming,https://github.com/kuri65536/mkdocs-theme-topdf,https://github.com/kuri65536/mkdocs-theme-topdf,MPL-2.0,2019-12-23 06:20:31,2021-12-08 23:42:59,2021-06-26 00:34:41,122.0,,,1.0,,,1.0,7.0,,,,A mkdocs theme for create PDF and printing with paged.js.,2.0,2.0,,https://pypi.org/project/mkdocs-theme-topdf,18.0,18.0,4,False,3.0,,,,,
150,markdownwavedrom,kuri65536/mkdocs-wavedrom-plugin,mkdocs-wavedrom-plugin,['plugin'],charts,https://github.com/kuri65536/mkdocs-wavedrom-plugin,https://github.com/kuri65536/mkdocs-wavedrom-plugin,MPL-2.0,2019-06-27 22:32:34,2021-08-02 16:08:15,2021-06-26 00:35:03,13.0,,1.0,,1.0,1.0,2.0,6.0,,,,A MkDocs plugin for support wavedrom charts in markdown file.,2.0,2.0,,https://pypi.org/project/mkdocs-wavedrom-plugin,18.0,18.0,4,False,3.0,,,,,
151,jinja2sandbox,rkoe/mkdocs-jinja2sandbox,,['plugin'],code-exec-templating,https://github.com/rkoe/mkdocs-jinja2sandbox,https://github.com/rkoe/mkdocs-jinja2sandbox,MIT,2019-03-20 22:53:53,2019-03-20 23:06:19,2019-03-20 23:06:18,3.0,,,2.0,,,,3.0,,,,A MkDocs plugin that enables the Jinja2-sandbox.,,,,,,,4,False,3.0,,,,,
152,factsheet,inuits/mkdocs-factsheet,,['plugin'],integrations,https://github.com/inuits/mkdocs-factsheet,https://github.com/inuits/mkdocs-factsheet,MIT,2018-07-31 10:32:59,2019-12-05 10:10:40,2019-12-05 10:10:37,8.0,,1.0,21.0,1.0,,1.0,2.0,,,,"Generate overviews from YAML descriptions, intended for micro-services and their deployments.",,,3.0,,,,4,False,3.0,,,,,
153,abs-to-rel,sander76/mkdocs-abs-rel-plugin,,['plugin'],links-refs,https://github.com/sander76/mkdocs-abs-rel-plugin,https://github.com/sander76/mkdocs-abs-rel-plugin,MIT,2018-12-17 10:36:19,2020-03-03 19:34:26,2020-03-03 19:34:24,12.0,,3.0,2.0,1.0,1.0,,2.0,,,,MkDocs plugin for converting absolute links to relative ones.,8.0,8.0,2.0,,,,4,False,3.0,,,,,
154,schema-reader,magicaljellybeans/mkdocs_schema_reader,mkdocs-schema-reader,['plugin'],nav-pages,https://github.com/magicaljellybeans/mkdocs_schema_reader,https://github.com/magicaljellybeans/mkdocs_schema_reader,MIT,2020-12-07 16:39:34,2022-04-17 15:03:06,2021-06-23 16:04:58,16.0,,2.0,1.0,2.0,2.0,1.0,2.0,,,1.0,"A mkdocs plugin that scans specified directories and files for JSON Schema files, converts them to markdown and builds..",,,2.0,https://pypi.org/project/mkdocs-schema-reader,330.0,330.0,4,False,3.0,,,,,
155,mkdocs-new-features-notifier,kevin-411/mkdocs-new-features-notifier,mkdocs-new-features-notifier,['plugin'],site-management,https://github.com/kevin-411/mkdocs-new-features-notifier,https://github.com/kevin-411/mkdocs-new-features-notifier,MIT,2019-11-27 07:15:17,2020-01-15 10:40:10,2020-01-15 10:13:44,17.0,,1.0,2.0,,,,2.0,,,,This plugin enables you to notify users of new features in your product. It does this by identifying new documentation..,,,2.0,https://pypi.org/project/mkdocs-new-features-notifier,372.0,372.0,4,False,3.0,,,,,
156,mkdocs-code-validator,oprypin/mkdocs-code-validator,mkdocs-code-validator,['plugin'],quality,https://github.com/oprypin/mkdocs-code-validator,https://github.com/oprypin/mkdocs-code-validator,MIT,2021-03-30 19:03:22,2022-06-18 23:24:16,2022-06-18 23:21:07,18.0,1.0,,2.0,,,,1.0,,,,Checks Markdown code blocks in a MkDocs site against user-defined actions.,,,,https://pypi.org/project/mkdocs-code-validator,42.0,42.0,4,False,3.0,,,,,
157,multiple,experimaestro/mkdocs-multiple,mkdocs-multiple,['plugin'],site-management,https://github.com/experimaestro/mkdocs-multiple,https://github.com/experimaestro/mkdocs-multiple,GPL-3.0,2019-02-27 10:51:22,2019-11-22 09:07:18,2019-11-22 09:06:06,5.0,,,2.0,,1.0,,1.0,,,,Allows to merge mkdocs documentations dynamically.,,,,https://pypi.org/project/mkdocs-multiple,527.0,527.0,4,False,3.0,,,,,
158,linkpatcher-plugin,sekikawattt/mkdocs-linkpatcher-plugin,,['plugin'],links-refs,https://github.com/sekikawattt/mkdocs-linkpatcher-plugin,https://github.com/sekikawattt/mkdocs-linkpatcher-plugin,MIT,2018-03-13 14:45:50,2018-03-14 15:47:27,2018-03-14 15:31:29,7.0,,,,,,,,,,,a mkdocs plugin sets links semiautomatically.,,,2.0,,,,4,False,3.0,,,,,
159,blog,andyoakley/mkdocs-blog,,['plugin'],blogging,https://github.com/andyoakley/mkdocs-blog,https://github.com/andyoakley/mkdocs-blog,,2018-02-09 06:12:17,2022-01-21 04:42:09,2020-11-02 21:52:20,17.0,,8.0,1.0,3.0,4.0,,15.0,,,,Blogging in mkdocs.,,,,,,,3,False,3.0,,,,,
