,name,mkdocs_theme,mkdocs_plugin,extra_dependencies,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,markdown_extension,github_release_downloads,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,shadowed,gitlab_id,gitlab_url,bitbucket_id
90,mkdocs-embed-external-markdown,,external-markdown,,fire1ce/mkdocs-embed-external-markdown,mkdocs-embed-external-markdown,['plugin'],snippets-include,https://github.com/fire1ce/mkdocs-embed-external-markdown,https://github.com/fire1ce/mkdocs-embed-external-markdown,MIT,2022-02-24 10:21:12,2024-02-26 12:22:24.000000,2024-02-26 12:22:17,100.0,3.0,7.0,2.0,6.0,,11.0,7.0,2024-02-26 12:17:17,3.0.2,4.0,MkDocs Embed External Markdown plugin that allow to inject section or all full markdown content from a given url. The..,108.0,108.0,6.0,https://pypi.org/project/mkdocs-embed-external-markdown,4296.0,4296.0,15,True,3.0,,,,,,,,,,,
91,mkdocs-pandoc,,,,jgrassler/mkdocs-pandoc,mkdocs-pandoc,[],site-conversion,https://github.com/jgrassler/mkdocs-pandoc,https://github.com/jgrassler/mkdocs-pandoc,Apache-2.0,2015-12-01 13:55:25,2018-11-08 16:57:49.000000,2016-03-14 20:16:57,25.0,,22.0,9.0,8.0,13.0,10.0,107.0,,,,[unmaintained] mkdocs - pandoc converter: use this fork https://github.com/twardoch/mkdocs-combine.,50.0,50.0,4.0,https://pypi.org/project/mkdocs-pandoc,207.0,207.0,14,True,2.0,,,,,,,,,,,
92,Windmill,windmill,,,gristlabs/mkdocs-windmill,mkdocs-windmill,['theme'],theming,https://github.com/gristlabs/mkdocs-windmill,https://github.com/gristlabs/mkdocs-windmill,,2017-05-15 03:51:22,2022-12-09 08:16:24.000000,2022-03-11 19:50:40,79.0,,47.0,4.0,34.0,15.0,16.0,98.0,,,,Outstanding mkdocs theme with a focus on navigation and usability.,302.0,302.0,8.0,https://pypi.org/project/mkdocs-windmill,3013.0,3013.0,14,True,2.0,,,,,,,,,,,
93,Mdx Truly Sane Lists,,,,radude/mdx_truly_sane_lists,mdx-truly-sane-lists,['markdown'],markdown,https://github.com/radude/mdx_truly_sane_lists,https://github.com/radude/mdx_truly_sane_lists,MIT,2018-02-01 18:01:50,2023-08-08 12:02:52.000000,2022-07-19 13:42:01,54.0,,9.0,4.0,6.0,7.0,8.0,78.0,2022-08-01 19:58:13,1.3,4.0,Extension for Python-Markdown that makes lists truly sane. Custom indents for nested lists and fix for messy..,,,4.0,https://pypi.org/project/mdx-truly-sane-lists,364573.0,364573.0,14,True,2.0,mdx_truly_sane_lists,,,,,,,,,,
94,mkdocs-exporter,,"['exporter', 'exporter-pdf', 'exporter-extras']",,adrienbrignon/mkdocs-exporter,mkdocs-exporter,['plugin'],site-conversion,https://github.com/adrienbrignon/mkdocs-exporter,https://github.com/adrienbrignon/mkdocs-exporter,MIT,2023-05-05 20:39:10,2024-05-05 08:56:45.000000,2024-05-05 08:56:39,103.0,3.0,,6.0,2.0,3.0,16.0,54.0,2024-03-24 08:03:09,5.3.1,27.0,A plugin for MkDocs that exports your pages as PDF documents.,3.0,3.0,2.0,https://pypi.org/project/mkdocs-exporter,1232.0,1232.0,14,True,2.0,,,,,,,,,,,
95,same-dir,,same-dir,,oprypin/mkdocs-same-dir,mkdocs-same-dir,['plugin'],site-management,https://github.com/oprypin/mkdocs-same-dir,https://github.com/oprypin/mkdocs-same-dir,MIT,2020-04-26 17:38:21,2024-02-11 18:54:41.000000,2024-02-03 21:51:04,46.0,,2.0,3.0,2.0,,6.0,34.0,,,,MkDocs plugin to allow placing mkdocs.yml in the same directory as documentation.,277.0,277.0,2.0,https://pypi.org/project/mkdocs-same-dir,22308.0,22308.0,14,True,3.0,,,,,,,,,,,
96,ezlinks,,ezlinks,,orbikm/mkdocs-ezlinks-plugin,mkdocs-ezlinks-plugin,['plugin'],links-refs,https://github.com/orbikm/mkdocs-ezlinks-plugin,https://github.com/orbikm/mkdocs-ezlinks-plugin,MIT,2021-02-10 23:10:38,2023-10-20 11:07:06.000000,2022-01-24 19:59:04,40.0,,13.0,2.0,24.0,10.0,14.0,32.0,2022-01-24 20:08:01,_0.1.14,14.0,Plugin for mkdocs which enables easier linking between pages.,104.0,104.0,,https://pypi.org/project/mkdocs-ezlinks-plugin,4389.0,4392.0,14,True,2.0,,138.0,,,,,,,,,
97,Lightgallery,,,,g-provost/lightgallery-markdown,lightgallery,['markdown'],charts,https://github.com/g-provost/lightgallery-markdown,https://github.com/g-provost/lightgallery-markdown,MIT,2017-12-19 10:35:49,2023-10-07 06:38:59.000000,2023-10-07 06:38:59,23.0,,4.0,3.0,5.0,6.0,5.0,26.0,2021-02-15 09:47:09,0.5,1.0,Markdown extension to wrap images in a lightbox.,92.0,92.0,6.0,https://pypi.org/project/lightgallery,3945.0,3945.0,14,True,2.0,lightgallery,,,,,,,,,,
98,Markdown Inline Graphviz,,,,cesaremorel/markdown-inline-graphviz,markdown-inline-graphviz-extension,['markdown'],markdown,https://github.com/cesaremorel/markdown-inline-graphviz,https://github.com/cesaremorel/markdown-inline-graphviz,MIT,2019-06-05 21:10:15,2024-01-16 17:52:15.000000,2024-01-16 17:52:15,39.0,,8.0,2.0,5.0,,7.0,4.0,2024-01-16 17:52:46,1.1.3,3.0,Render inline graphs with Markdown and Graphviz.,,,9.0,https://pypi.org/project/markdown-inline-graphviz-extension,189316.0,189316.0,14,True,2.0,markdown_inline_graphviz,,,,,,,,,,
99,Termynal,,termynal,,termynal/termynal.py,termynal,['plugin'],code-exec-templating,https://github.com/termynal/termynal.py,https://github.com/termynal/termynal.py,MIT,2020-11-12 19:59:40,2024-02-18 14:39:05.000000,2024-02-18 14:38:30,78.0,,8.0,1.0,7.0,8.0,8.0,79.0,,,,Python markdown terminal. Built for mkdocs.,169.0,169.0,5.0,https://pypi.org/project/termynal,6084.0,6084.0,13,True,2.0,,,,,,,,,,,
100,mkdocs-diagrams,,diagrams,,zoni/mkdocs-diagrams,mkdocs-diagrams,['plugin'],charts,https://github.com/zoni/mkdocs-diagrams,https://github.com/zoni/mkdocs-diagrams,MIT,2020-05-16 10:44:25,2020-09-04 08:33:06.000000,2020-09-04 08:27:56,12.0,,3.0,3.0,1.0,1.0,2.0,26.0,,,,MkDocs plugin to render Diagrams files.,60.0,60.0,,https://pypi.org/project/mkdocs-diagrams,19371.0,19371.0,13,True,2.0,,,,,,,,,,,
101,MkDocs Merge,,,,ovasquez/mkdocs-merge,mkdocs-merge,[],site-management,https://github.com/ovasquez/mkdocs-merge,https://github.com/ovasquez/mkdocs-merge,MIT,2017-06-06 21:33:22,2023-01-21 06:02:45.000000,2023-01-21 05:58:42,27.0,,5.0,1.0,11.0,5.0,3.0,21.0,2023-01-21 06:02:45,0.8.0,6.0,Merge the source of multiple MkDocs sites into a single one.,4.0,4.0,3.0,https://pypi.org/project/mkdocs-merge,1691.0,1691.0,13,True,3.0,,,,,,,,,,,
102,pheasant,,pheasant,,daizutabi/pheasant,pheasant,['plugin'],code-exec-templating,https://github.com/daizutabi/pheasant,https://github.com/daizutabi/pheasant,MIT,2017-12-25 12:14:27,2020-12-19 23:21:44.000000,2020-12-19 23:21:31,841.0,,9.0,3.0,4.0,,11.0,16.0,,,,Documentation tool for Markdown conversion by Jupyter client.,43.0,43.0,4.0,https://pypi.org/project/pheasant,413.0,413.0,13,True,2.0,,,,,,,,,,,
103,Autolink References,,autolink_references,,theskumar/autolink-references-mkdocs-plugin,autolink-references-mkdocs-plugin,['plugin'],links-refs,https://github.com/theskumar/autolink-references-mkdocs-plugin,https://github.com/theskumar/autolink-references-mkdocs-plugin,MIT,2020-10-15 05:47:46,2024-04-03 16:08:50.000000,2023-12-28 18:41:22,14.0,,5.0,4.0,5.0,1.0,3.0,16.0,2023-12-28 18:21:54,0.2.2,1.0,mkdocs plugin to provides GitHub like autolink references in Mkdocs.,7.0,7.0,3.0,https://pypi.org/project/autolink-references-mkdocs-plugin,5745.0,5745.0,13,True,2.0,,,,,,,,,,,
104,Lantana,lantana,,,WSOFT-Project/lantana,lantana,['theme'],theming,https://github.com/WSOFT-Project/lantana,https://github.com/WSOFT-Project/lantana,MIT,2022-10-27 17:47:25,2024-05-16 04:41:04.000000,2024-05-12 03:18:12,119.0,20.0,,1.0,38.0,1.0,18.0,11.0,2024-05-06 17:51:11,2.9.8,30.0,Lantana MKDocsHTML.,3.0,3.0,3.0,https://pypi.org/project/lantana,622.0,632.0,13,True,2.0,,197.0,,,,,,,,,
105,mkdocs-link-embeds,,link-embeds,,Aetherinox/mkdocs-link-embeds,mkdocs-link-embeds-plugin,['plugin'],html-css,https://github.com/Aetherinox/mkdocs-link-embeds,https://github.com/Aetherinox/mkdocs-link-embeds,MIT,2024-03-18 13:09:53,2024-05-23 00:16:06.000000,2024-04-13 10:39:32,177.0,177.0,,1.0,1.0,,,3.0,2024-03-22 23:25:45,0.1.10,7.0,"Mkdocs plugin which displays links in a more elegant way. Links will automatically be populated with an image,..",,,,https://pypi.org/project/mkdocs-link-embeds-plugin,311.0,311.0,13,True,2.0,,1.0,,,,,,,,,
106,roamlinks,,roamlinks,,Jackiexiao/mkdocs-roamlinks-plugin,mkdocs-roamlinks-plugin,['plugin'],links-refs,https://github.com/Jackiexiao/mkdocs-roamlinks-plugin,https://github.com/Jackiexiao/mkdocs-roamlinks-plugin,MIT,2020-09-05 02:15:33,2023-06-08 06:20:32.000000,2023-06-08 06:20:31,33.0,,14.0,3.0,11.0,,,47.0,,,,An MkDocs plugin that automagically generates relative links between markdown pages.,,,9.0,https://pypi.org/project/mkdocs-roamlinks-plugin,9313.0,9313.0,12,True,2.0,,,,,,,,,,,
107,multirepo,,,,wilhelmer/mkdocs-multirepo,mkdocs-multirepo,[],site-management,https://github.com/wilhelmer/mkdocs-multirepo,https://github.com/wilhelmer/mkdocs-multirepo,MIT,2020-07-08 12:11:47,2024-01-04 14:10:16.000000,2024-01-04 14:08:12,43.0,,2.0,6.0,1.0,,6.0,34.0,2024-01-04 14:10:16,0.5.2,3.0,"A bit like monorepo, but keeps MkDocs projects separate.",,,3.0,https://pypi.org/project/mkdocs-multirepo,616.0,616.0,12,True,3.0,,,,,,,,,,,
108,newsletter,,mkdocs-newsletter,,lyz-code/mkdocs-newsletter,mkdocs-newsletter,['plugin'],blogging,https://github.com/lyz-code/mkdocs-newsletter,https://github.com/lyz-code/mkdocs-newsletter,GPL-3.0,2021-02-10 16:13:44,2024-05-06 17:11:12.000000,2024-05-06 17:10:07,297.0,8.0,2.0,4.0,100.0,3.0,7.0,26.0,,,,Automatically create newsletters from the changes in a mkdocs repository.,39.0,39.0,3.0,https://pypi.org/project/mkdocs-newsletter,764.0,764.0,12,True,3.0,,,,,,,,,,,
109,markdownmermaid,,markdownmermaid,,pugong/mkdocs-mermaid-plugin,mkdocs-mermaid-plugin,['plugin'],charts,https://github.com/pugong/mkdocs-mermaid-plugin,https://github.com/pugong/mkdocs-mermaid-plugin,MIT,2018-11-28 13:09:20,2020-03-06 16:12:45.000000,2019-05-26 05:43:37,9.0,,15.0,3.0,6.0,2.0,4.0,26.0,,,,A MkDocs plugin that support mermaid graph in markdown file.,83.0,83.0,2.0,https://pypi.org/project/mkdocs-mermaid-plugin,6792.0,6792.0,12,True,2.0,,,,,,,,,,,
110,mkdocs-open-in-new-tab,,open-in-new-tab,,JakubAndrysek/mkdocs-open-in-new-tab,mkdocs-open-in-new-tab,['plugin'],links-refs,https://github.com/JakubAndrysek/mkdocs-open-in-new-tab,https://github.com/JakubAndrysek/mkdocs-open-in-new-tab,MIT,2023-03-26 20:25:28,2023-10-25 18:42:00.000000,2023-10-24 19:53:03,15.0,,1.0,2.0,1.0,1.0,1.0,20.0,2023-10-24 19:55:54,1.0.3,2.0,This plugin adds JS to open outgoing links and PDFs in a new tab.,166.0,166.0,,https://pypi.org/project/mkdocs-open-in-new-tab,24114.0,24114.0,12,True,2.0,,,,,,,,,,,
111,Blogs for MkDocs,,blog,,fmaida/mkdocs-blog-plugin,mkdocs-blog-plugin,['plugin'],blogging,https://github.com/fmaida/mkdocs-blog-plugin,https://github.com/fmaida/mkdocs-blog-plugin,MIT,2020-01-19 13:38:21,2020-04-13 08:11:37.000000,2020-04-13 08:11:31,21.0,,4.0,4.0,,1.0,1.0,17.0,,,,This plugin for MkDocs allows to keeps a really simple blog section inside your documentation site.,98.0,98.0,,https://pypi.org/project/mkdocs-blog-plugin,4271.0,4271.0,12,True,3.0,,,,,,,,['mkdocs_plugin'],,,
112,mkdocs-d2-plugin,,d2,,landmaj/mkdocs-d2-plugin,mkdocs-d2-plugin,['plugin'],charts,https://github.com/landmaj/mkdocs-d2-plugin,https://github.com/landmaj/mkdocs-d2-plugin,MIT,2023-09-22 20:56:00,2024-05-22 15:16:02.000000,2024-05-22 15:15:20,53.0,12.0,3.0,1.0,7.0,1.0,7.0,13.0,,,,A plugin for embedding D2 diagrams in MkDocs.,6.0,6.0,3.0,https://pypi.org/project/mkdocs-d2-plugin,5541.0,5541.0,12,True,2.0,,,,,,,,,,,
113,mktheapidocs,,mktheapidocs,,greenape/mktheapidocs,mktheapidocs,['plugin'],api-docs,https://github.com/greenape/mktheapidocs,https://github.com/greenape/mktheapidocs,MIT,2018-09-11 13:02:30,2022-06-10 14:37:18.000000,2022-06-10 14:36:01,91.0,,3.0,2.0,64.0,10.0,6.0,12.0,2022-06-10 14:33:49,0.3.0,2.0,Numpydocs - mkdocs friendly markdown.,39.0,39.0,6.0,https://pypi.org/project/mktheapidocs,585.0,585.0,12,True,3.0,,,,,,,,,,,
114,mkdocs-nav-weight,,mkdocs-nav-weight,,shu307/mkdocs-nav-weight,mkdocs-nav-weight,['plugin'],nav-pages,https://github.com/shu307/mkdocs-nav-weight,https://github.com/shu307/mkdocs-nav-weight,MIT,2022-08-28 04:55:37,2023-11-17 07:26:12.000000,2023-11-17 07:26:06,30.0,,2.0,2.0,2.0,,1.0,8.0,2023-11-17 05:32:31,0.2.0,8.0,"A simple mkdocs plugin, enables to organize Navigation in a more markdownic way.",56.0,56.0,3.0,https://pypi.org/project/mkdocs-nav-weight,6498.0,6498.0,12,True,2.0,,,,,,,,,,,
115,pdf-with-js,,pdf-with-js,,smaxtec/mkdocs-pdf-with-js-plugin,mkdocs-pdf-with-js-plugin,['plugin'],site-conversion,https://github.com/smaxtec/mkdocs-pdf-with-js-plugin,https://github.com/smaxtec/mkdocs-pdf-with-js-plugin,MIT,2020-06-04 09:48:18,2021-07-23 08:52:22.000000,2021-07-23 08:52:22,13.0,,2.0,5.0,3.0,1.0,,7.0,2021-07-16 06:35:39,0.1.3,3.0,A MkDocs plugin that exports your documentation as PDF with rendered JavaScript content.,11.0,11.0,4.0,https://pypi.org/project/mkdocs-pdf-with-js-plugin,1259.0,1259.0,12,True,3.0,,,,,,,,,,,
116,SWAN,swan,,,swan-cern/mkdocs-swan,mkdocs-swan,['theme'],theming,https://github.com/swan-cern/mkdocs-swan,https://github.com/swan-cern/mkdocs-swan,AGPL-3.0,2020-06-06 18:14:12,2024-01-23 09:36:43.000000,2024-01-23 09:36:42,22.0,,3.0,3.0,4.0,,,5.0,2024-01-23 09:37:16,0.4.0,8.0,SWAN MkDocs theme.,3.0,3.0,4.0,https://pypi.org/project/mkdocs-swan,210.0,210.0,12,True,2.0,,,,,,,,,,,
117,user-defined-values,,user-defined-values,,rahult/mkdocs-user-defined-values,mkdocs-user-defined-values,['plugin'],code-exec-templating,https://github.com/rahult/mkdocs-user-defined-values,https://github.com/rahult/mkdocs-user-defined-values,MIT,2020-01-05 09:26:06,2022-12-26 21:35:05.000000,2022-07-10 05:32:27,36.0,,3.0,3.0,13.0,,1.0,4.0,2020-04-21 10:59:01,0.0.5,4.0,MkDocs User Defined Values.,13.0,13.0,3.0,https://pypi.org/project/mkdocs-user-defined-values,777.0,777.0,12,True,3.0,,10.0,,,,,,,,,
118,MkDocs Backend for Foliant,,,,foliant-docs/foliantcontrib.mkdocs,foliantcontrib.mkdocs,[],integrations,https://github.com/foliant-docs/foliantcontrib.mkdocs,https://github.com/foliant-docs/foliantcontrib.mkdocs,MIT,2017-12-14 04:55:02,2022-12-12 07:42:43.000000,2022-12-12 07:41:42,88.0,,3.0,4.0,12.0,,1.0,3.0,2022-12-12 07:42:43,1.0.15,2.0,MkDocs backend for Foliant.,31.0,31.0,5.0,https://pypi.org/project/foliantcontrib.mkdocs,311.0,311.0,12,True,3.0,,,,,,,,,,,
119,MarkdownSuperscript,,,,jambonrose/markdown_superscript_extension,MarkdownSuperscript,['markdown'],markdown,https://github.com/jambonrose/markdown_superscript_extension,https://github.com/jambonrose/markdown_superscript_extension,BSD-2-Clause,2014-07-23 02:24:51,2022-12-27 15:35:12.000000,2018-12-02 17:21:33,82.0,,3.0,2.0,56.0,1.0,3.0,2.0,2018-10-09 23:38:17,2.1.1,5.0,An extension to the Python Markdown package enabling superscript text.,43.0,43.0,2.0,https://pypi.org/project/MarkdownSuperscript,1182.0,1182.0,12,True,2.0,superscript,,,,,,,,,,
120,mkdocs-pagetree-plugin,,pagetree,,tombreit/mkdocs-pagetree-plugin,mkdocs-pagetree-plugin,['plugin'],nav-pages,https://github.com/tombreit/mkdocs-pagetree-plugin,https://github.com/tombreit/mkdocs-pagetree-plugin,MIT,2023-11-26 08:35:39,2024-05-14 15:27:52.000000,2024-05-14 15:21:22,50.0,12.0,,1.0,,4.0,5.0,1.0,2024-05-14 15:27:32,0.0.14,9.0,"MkDocs plugin that allows you to display the page tree. Like `sitemap.xml`, but for humans.",5.0,5.0,,https://pypi.org/project/mkdocs-pagetree-plugin,388.0,388.0,12,True,2.0,,,,,,,,,,,
121,Markdown Checklist,,,,FND/markdown-checklist,markdown-checklist,['markdown'],markdown,https://github.com/FND/markdown-checklist,https://github.com/FND/markdown-checklist,MIT,2013-09-01 12:35:20,2022-07-29 13:10:44.000000,2022-07-29 13:08:47,26.0,,31.0,8.0,10.0,1.0,7.0,77.0,,,,Python Markdown extension for lists of tasks with checkboxes.,,,2.0,https://pypi.org/project/markdown-checklist,4911.0,4911.0,11,True,2.0,markdown_checklist.extension,,,,,,,,,,
122,Mdx Include,,,,neurobin/mdx_include,mdx-include,['markdown'],snippets-include,https://github.com/neurobin/mdx_include,https://github.com/neurobin/mdx_include,,2018-09-19 21:01:21,2024-03-16 01:40:10.000000,2022-07-26 05:42:09,70.0,,3.0,4.0,3.0,4.0,5.0,52.0,,,,Python Markdown extension to include local or remote files.,,,3.0,https://pypi.org/project/mdx-include,23225.0,23225.0,11,True,3.0,mdx_include,,,,,,,,,,
123,mkdocs-typer,,,,bruce-szalwinski/mkdocs-typer,mkdocs-typer,['markdown'],api-docs,https://github.com/bruce-szalwinski/mkdocs-typer,https://github.com/bruce-szalwinski/mkdocs-typer,Apache-2.0,2021-01-25 17:46:54,2023-06-21 16:32:56.000000,2023-06-21 16:32:25,22.0,,2.0,2.0,13.0,3.0,3.0,26.0,2023-06-21 16:32:56,0.0.3,3.0,An MkDocs extension to generate documentation for Typer command line applications.,,,,https://pypi.org/project/mkdocs-typer,6699.0,6699.0,11,True,3.0,mkdocs-typer,,,,,,,,,,
124,add-number,,add-number,,ignorantshr/mkdocs-add-number-plugin,mkdocs-add-number-plugin,['plugin'],html-css,https://github.com/ignorantshr/mkdocs-add-number-plugin,https://github.com/ignorantshr/mkdocs-add-number-plugin,MIT,2019-05-25 03:48:30,2020-06-17 07:23:03.000000,2020-06-11 09:35:38,31.0,,3.0,2.0,4.0,2.0,9.0,15.0,,,,MkDocs plugin to automatically number the headings (h1-h6) in each markdown page and the nav.,33.0,33.0,3.0,https://pypi.org/project/mkdocs-add-number-plugin,4796.0,4796.0,11,True,3.0,,,,,,,,,,,
125,mkdocs-categories-plugin,,categories,,eddyluten/mkdocs-categories-plugin,mkdocs-categories-plugin,['plugin'],nav-pages,https://github.com/EddyLuten/mkdocs-categories-plugin,https://github.com/EddyLuten/mkdocs-categories-plugin,MIT,2022-02-24 02:42:22,2024-04-22 03:42:23.000000,2024-04-22 03:42:18,20.0,4.0,,2.0,,,2.0,11.0,2024-02-02 00:00:31,0.5.0,7.0,An MkDocs plugin allowing for categorization of wiki pages.,14.0,14.0,,https://pypi.org/project/mkdocs-categories-plugin,600.0,600.0,11,True,3.0,,,,,,,,,,,
126,Ivory,ivory,,,daizutabi/mkdocs-ivory,mkdocs-ivory,['theme'],theming,https://github.com/daizutabi/mkdocs-ivory,https://github.com/daizutabi/mkdocs-ivory,MIT,2019-04-14 14:07:26,2020-06-16 07:35:02.000000,2020-06-16 07:34:55,58.0,,4.0,1.0,1.0,2.0,3.0,10.0,,,,Ivory theme for MkDocs.,82.0,82.0,2.0,https://pypi.org/project/mkdocs-ivory,4615.0,4615.0,11,True,2.0,,,,,,,,,,,
127,unused-files,,unused_files,,wilhelmer/mkdocs-unused-files,mkdocs-unused-files,['plugin'],links-refs,https://github.com/wilhelmer/mkdocs-unused-files,https://github.com/wilhelmer/mkdocs-unused-files,MIT,2022-12-14 20:47:40,2023-07-17 15:18:12.000000,2023-07-17 15:12:19,27.0,,1.0,1.0,1.0,,8.0,8.0,2023-07-17 15:18:12,0.2.0,9.0,An MkDocs plugin to find unused (orphaned) files in your project.,19.0,19.0,2.0,https://pypi.org/project/mkdocs-unused-files,2612.0,2612.0,11,True,3.0,,,,,,,,,,,
128,mkdocs-mdpo,,mdpo,,mondeja/mkdocs-mdpo-plugin,mkdocs-mdpo-plugin,['plugin'],i18n-l10n,https://github.com/mondeja/mkdocs-mdpo-plugin,https://github.com/mondeja/mkdocs-mdpo-plugin,BSD-3-Clause,2021-04-26 14:53:13,2024-02-29 14:10:54.000000,2023-01-03 16:47:34,107.0,,3.0,2.0,28.0,13.0,24.0,5.0,2022-06-10 13:17:02,0.0.27,27.0,Mkdocs translation plugin using PO files.,,,3.0,https://pypi.org/project/mkdocs-mdpo-plugin,314.0,317.0,11,True,3.0,,146.0,,,,,,,,,
129,MarkdownSubscript,,,,jambonrose/markdown_subscript_extension,MarkdownSubscript,['markdown'],markdown,https://github.com/jambonrose/markdown_subscript_extension,https://github.com/jambonrose/markdown_subscript_extension,BSD-2-Clause,2014-07-29 13:25:32,2022-12-27 15:35:33.000000,2018-12-02 17:22:16,52.0,,1.0,2.0,62.0,2.0,3.0,3.0,2018-10-10 00:13:20,2.1.1,5.0,An extension to the Python Markdown package enabling subscript text.,54.0,54.0,2.0,https://pypi.org/project/MarkdownSubscript,180.0,180.0,11,True,2.0,subscript,,,,,,,,,,
130,markdown-version-annotations,,,,glennmatthews/markdown-version-annotations,markdown-version-annotations,['markdown'],snippets-include,https://github.com/glennmatthews/markdown-version-annotations,https://github.com/glennmatthews/markdown-version-annotations,MIT,2022-09-14 15:06:14,2024-05-06 16:44:29.000000,2024-05-06 16:43:16,8.0,3.0,,3.0,,,2.0,2.0,2024-05-06 16:44:29,1.0.1,2.0,MkDocs plugin to add custom admonitions for documenting version differences.,3.0,3.0,,https://pypi.org/project/markdown-version-annotations,1256.0,1256.0,11,True,3.0,markdown_version_annotations,12.0,,,,,,,,,
131,MkRefs,,mkrefs,,DerwenAI/mkrefs,mkrefs,['plugin'],nav-pages,https://github.com/DerwenAI/mkrefs,https://github.com/DerwenAI/mkrefs,MIT,2021-05-10 15:58:53,2023-08-31 15:32:44.000000,2023-08-31 15:32:44,51.0,,,4.0,10.0,,,28.0,2021-06-27 17:55:28,0.2.0,2.0,MkDocs plugin to generate semantic reference Markdown pages from a knowledge graph.,3.0,3.0,2.0,https://pypi.org/project/mkrefs,61.0,61.0,10,True,3.0,,,,,,,,,,,
132,docutools,,"['lcd-find-pages', 'lcd-custom-dir', 'lcd-blacklist', 'lcd-lp', 'lcd-md-replace', 'lcd-page-tree', 'lcd-stats']",,axiros/docutools,docutools,['plugin'],charts,https://github.com/axiros/docutools,https://github.com/axiros/docutools,BSD-2-Clause,2021-10-04 21:36:07,2023-09-04 16:57:48.000000,2023-09-04 16:57:44,438.0,,,7.0,,1.0,1.0,21.0,,,,Dev Centric Tools for Mkdocs Based Documentation.,6.0,6.0,3.0,https://pypi.org/project/docutools,259.0,259.0,10,True,3.0,,,,,,,,,,,
133,MkDocs Img2Fig Plugin,,img2fig,,stuebersystems/mkdocs-img2fig-plugin,mkdocs-img2fig-plugin,['plugin'],charts,https://github.com/stuebersystems/mkdocs-img2fig-plugin,https://github.com/stuebersystems/mkdocs-img2fig-plugin,MIT,2019-05-09 09:48:11,2022-04-15 06:05:55.000000,2020-07-14 09:36:02,8.0,,7.0,3.0,3.0,2.0,1.0,18.0,,,,A MkDocs plugin that converts markdown encoded images into figure elements.,110.0,110.0,2.0,https://pypi.org/project/mkdocs-img2fig-plugin,2524.0,2524.0,10,True,3.0,,,,,,,,,,,
134,snippet,,snippet,,mprivat/mkdocs-snippet-plugin,mkdocs-snippet-plugin,['plugin'],snippets-include,https://github.com/mprivat/mkdocs-snippet-plugin,https://github.com/mprivat/mkdocs-snippet-plugin,MIT,2019-02-27 18:43:14,2021-10-21 22:55:54.000000,2021-10-21 22:55:54,10.0,,3.0,3.0,2.0,3.0,4.0,12.0,,,,An mkdocs plugin that injects snippets from a file in a git repository.,16.0,16.0,3.0,https://pypi.org/project/mkdocs-snippet-plugin,821.0,821.0,10,True,3.0,,,,,,,,,,,
135,markdown-captions,,,,Evidlo/markdown_captions,markdown-captions,['markdown'],charts,https://github.com/Evidlo/markdown_captions,https://github.com/Evidlo/markdown_captions,GPL-3.0,2019-05-24 18:04:31,2023-05-24 18:47:12.000000,2023-05-24 18:47:09,20.0,,4.0,4.0,1.0,1.0,6.0,9.0,,,,Python-Markdown plugin for image captions.,141.0,141.0,2.0,https://pypi.org/project/markdown-captions,2417.0,2417.0,10,True,3.0,markdown_captions,,,,,,,,,,
136,ezglossary,,ezglossary,,realtimeprojects/mkdocs-ezglossary,mkdocs-ezglossary-plugin,['plugin'],links-refs,https://github.com/realtimeprojects/mkdocs-ezglossary,https://github.com/realtimeprojects/mkdocs-ezglossary,MIT,2023-08-31 10:00:21,2024-05-08 19:55:34.000000,2024-05-08 19:55:14,143.0,44.0,1.0,2.0,1.0,1.0,15.0,8.0,,,,Glossary support for mkdocs.,,,2.0,https://pypi.org/project/mkdocs-ezglossary-plugin,5069.0,5069.0,10,True,3.0,,,,,,,,,,,
137,KPN for MkDocs,kpn,,,kpn/mkdocs-kpn-theme,mkdocs-kpn,['theme'],theming,https://github.com/kpn/mkdocs-kpn-theme,https://github.com/kpn/mkdocs-kpn-theme,MIT,2020-04-02 12:00:18,2024-01-31 08:38:35.000000,2024-01-31 08:38:05,158.0,,,10.0,3.0,,4.0,7.0,,,,KPN theme for MkDocs | owner=flow.,3.0,3.0,3.0,https://pypi.org/project/mkdocs-kpn,991.0,991.0,10,True,3.0,,,,,,,,,,,
138,placeholder,,placeholder,,six-two/mkdocs-placeholder-plugin,mkdocs-placeholder-plugin,['plugin'],code-exec-templating,https://github.com/six-two/mkdocs-placeholder-plugin,https://github.com/six-two/mkdocs-placeholder-plugin,MIT,2022-07-24 08:54:44,2024-04-28 16:47:49.000000,2024-04-28 16:47:45,194.0,24.0,3.0,1.0,1.0,1.0,4.0,7.0,,,,Add placeholders to your MkDocs pages.,,,2.0,https://pypi.org/project/mkdocs-placeholder-plugin,845.0,845.0,10,True,3.0,,,,,,,,,,,
