,name,mkdocs_theme,mkdocs_plugin,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,trending,markdown_extension,extra_dependencies,github_release_downloads,updated_github_id,shadowed,new_addition,gitlab_id,gitlab_url
93,MkRefs,,mkrefs,DerwenAI/mkrefs,mkrefs,['plugin'],nav-pages,https://github.com/DerwenAI/mkrefs,https://github.com/DerwenAI/mkrefs,MIT,2021-05-10 15:58:53,2023-05-17 17:14:20,2021-06-29 20:34:58,49.0,,1.0,4.0,9.0,,,23.0,2021-06-27 17:55:28,0.2.0,2.0,MkDocs plugin to generate semantic reference Markdown pages from a knowledge graph.,2.0,2.0,,https://pypi.org/project/mkrefs,56.0,56.0,11,True,2.0,,,,,,,,,
94,mkdocs-typer,,,bruce-szalwinski/mkdocs-typer,mkdocs-typer,['markdown'],api-docs,https://github.com/bruce-szalwinski/mkdocs-typer,https://github.com/bruce-szalwinski/mkdocs-typer,Apache-2.0,2021-01-25 17:46:54,2023-06-21 16:32:56,2023-06-21 16:32:25,22.0,3.0,1.0,2.0,13.0,1.0,2.0,17.0,2023-06-21 16:32:56,0.0.3,3.0,An MkDocs extension to generate documentation for Typer command line applications.,,,,https://pypi.org/project/mkdocs-typer,6553.0,6553.0,11,False,3.0,,mkdocs-typer,,,,,,,
95,Ivory,ivory,,daizutabi/mkdocs-ivory,mkdocs-ivory,['theme'],theming,https://github.com/daizutabi/mkdocs-ivory,https://github.com/daizutabi/mkdocs-ivory,MIT,2019-04-14 14:07:26,2020-06-16 07:35:02,2020-06-16 07:34:55,58.0,,4.0,1.0,1.0,2.0,3.0,11.0,,,,Ivory theme for MkDocs.,63.0,63.0,2.0,https://pypi.org/project/mkdocs-ivory,4329.0,4329.0,11,False,2.0,,,,,,,,,
96,snippet,,snippet,mprivat/mkdocs-snippet-plugin,mkdocs-snippet-plugin,['plugin'],snippets-include,https://github.com/mprivat/mkdocs-snippet-plugin,https://github.com/mprivat/mkdocs-snippet-plugin,MIT,2019-02-27 18:43:14,2021-10-21 22:55:54,2021-10-21 22:55:54,10.0,,3.0,3.0,2.0,3.0,4.0,11.0,,,,An mkdocs plugin that injects snippets from a file in a git repository.,11.0,11.0,3.0,https://pypi.org/project/mkdocs-snippet-plugin,1188.0,1188.0,11,False,3.0,,,,,,,,,
97,mkdocs-alias-plugin,,alias,eddyluten/mkdocs-alias-plugin,mkdocs-alias-plugin,['plugin'],links-refs,https://github.com/EddyLuten/mkdocs-alias-plugin,https://github.com/EddyLuten/mkdocs-alias-plugin,MIT,2022-02-13 01:23:30,2023-06-23 19:17:02,2023-06-23 19:17:01,21.0,4.0,1.0,1.0,2.0,1.0,3.0,6.0,2023-04-17 22:36:21,0.6.0,7.0,An MkDocs plugin allowing links to your pages using a custom alias.,4.0,4.0,2.0,https://pypi.org/project/mkdocs-alias-plugin,175.0,175.0,11,False,2.0,,,,,,,,,
98,placeholder,,placeholder,six-two/mkdocs-placeholder-plugin,mkdocs-placeholder-plugin,['plugin'],other,https://github.com/six-two/mkdocs-placeholder-plugin,https://github.com/six-two/mkdocs-placeholder-plugin,MIT,2022-07-24 08:54:44,2023-06-29 16:15:31,2023-05-27 15:06:27,162.0,59.0,2.0,1.0,1.0,,4.0,5.0,,,,Add placeholders to your MkDocs pages.,,,,https://pypi.org/project/mkdocs-placeholder-plugin,365.0,365.0,11,False,2.0,,,,,,,,,
99,mkdocs-mdpo,,mdpo,mondeja/mkdocs-mdpo-plugin,mkdocs-mdpo-plugin,['plugin'],i18n-l10n,https://github.com/mondeja/mkdocs-mdpo-plugin,https://github.com/mondeja/mkdocs-mdpo-plugin,BSD-3-Clause,2021-04-26 14:53:13,2023-01-03 16:47:35,2023-01-03 16:47:34,107.0,,3.0,2.0,27.0,11.0,24.0,4.0,2022-06-10 13:17:02,0.0.27,27.0,Mkdocs translation plugin using PO files.,,,3.0,https://pypi.org/project/mkdocs-mdpo-plugin,310.0,313.0,11,False,3.0,,,,100.0,,,,,
100,user-defined-values,,user-defined-values,rahult/mkdocs-user-defined-values,mkdocs-user-defined-values,['plugin'],code-exec-templating,https://github.com/rahult/mkdocs-user-defined-values,https://github.com/rahult/mkdocs-user-defined-values,MIT,2020-01-05 09:26:06,2022-12-26 21:35:05,2022-07-10 05:32:27,36.0,,2.0,3.0,13.0,,1.0,3.0,2020-04-21 10:59:01,0.0.5,4.0,MkDocs User Defined Values.,11.0,11.0,3.0,https://pypi.org/project/mkdocs-user-defined-values,506.0,506.0,11,False,3.0,,,,10.0,,,,,
101,mkdocs-diagrams,,diagrams,zoni/mkdocs-diagrams,mkdocs-diagrams,['plugin'],charts,https://github.com/zoni/mkdocs-diagrams,https://github.com/zoni/mkdocs-diagrams,MIT,2020-05-16 10:44:25,2020-09-04 08:33:06,2020-09-04 08:27:56,12.0,,1.0,2.0,1.0,1.0,1.0,22.0,,,,MkDocs plugin to render Diagrams files.,48.0,48.0,,https://pypi.org/project/mkdocs-diagrams,7258.0,7258.0,10,True,3.0,,,,,,,,,
102,docutools,,"['lcd-find-pages', 'lcd-custom-dir', 'lcd-blacklist', 'lcd-lp', 'lcd-md-replace', 'lcd-page-tree', 'lcd-stats']",axiros/docutools,docutools,['plugin'],charts,https://github.com/axiros/docutools,https://github.com/axiros/docutools,BSD-2-Clause,2021-10-04 21:36:07,2023-05-04 07:52:20,2023-05-04 07:52:17,435.0,4.0,,7.0,,1.0,1.0,17.0,,,,Dev Centric Tools for Mkdocs Based Documentation.,6.0,6.0,3.0,https://pypi.org/project/docutools,273.0,273.0,10,False,3.0,,,,,,,,,
103,add-number,,add-number,ignorantshr/mkdocs-add-number-plugin,mkdocs-add-number-plugin,['plugin'],html-css,https://github.com/ignorantshr/mkdocs-add-number-plugin,https://github.com/ignorantshr/mkdocs-add-number-plugin,MIT,2019-05-25 03:48:30,2020-06-17 07:23:03,2020-06-11 09:35:38,31.0,,3.0,2.0,4.0,2.0,9.0,10.0,,,,MkDocs plugin to automatically number the headings (h1-h6) in each markdown page and the nav.,29.0,29.0,3.0,https://pypi.org/project/mkdocs-add-number-plugin,1020.0,1020.0,10,False,2.0,,,,,,,,,
104,mkdocs-categories-plugin,,categories,eddyluten/mkdocs-categories-plugin,mkdocs-categories-plugin,['plugin'],nav-pages,https://github.com/EddyLuten/mkdocs-categories-plugin,https://github.com/EddyLuten/mkdocs-categories-plugin,MIT,2022-02-24 02:42:22,2023-06-23 19:16:01,2023-06-23 19:15:59,13.0,7.0,,1.0,,,2.0,7.0,2023-06-20 05:00:21,0.4.0,6.0,An MkDocs plugin allowing for categorization of wiki pages.,9.0,9.0,,https://pypi.org/project/mkdocs-categories-plugin,199.0,199.0,10,False,2.0,,,,,,,,,
105,file-filter,,file-filter,DariuszPorowski/mkdocs-file-filter-plugin,mkdocs-file-filter-plugin,['plugin'],nav-pages,https://github.com/DariuszPorowski/mkdocs-file-filter-plugin,https://github.com/DariuszPorowski/mkdocs-file-filter-plugin,MIT,2023-02-01 20:21:43,2023-06-26 16:06:21,2023-06-15 21:06:12,34.0,16.0,,1.0,66.0,2.0,6.0,6.0,2023-05-16 02:18:13,0.0.8,8.0,"A MkDocs plugin that lets you exclude/include docs files using globs, regexes, gitignore-style file and..",,,2.0,https://pypi.org/project/mkdocs-file-filter-plugin,530.0,534.0,10,False,2.0,,,,17.0,,,,,
106,mkdocs-spellcheck,,spellcheck,pawamoy/mkdocs-spellcheck,mkdocs-spellcheck,['plugin'],quality,https://github.com/pawamoy/mkdocs-spellcheck,https://github.com/pawamoy/mkdocs-spellcheck,ISC,2022-01-23 13:03:19,2022-12-11 20:04:29,2022-12-11 20:04:27,38.0,,,2.0,1.0,7.0,7.0,6.0,,,,A spell checker plugin for MkDocs.,26.0,26.0,,https://pypi.org/project/mkdocs-spellcheck,3621.0,3621.0,10,False,2.0,,,,,,,,,
107,pdf-with-js,,pdf-with-js,smaxtec/mkdocs-pdf-with-js-plugin,mkdocs-pdf-with-js-plugin,['plugin'],site-conversion,https://github.com/smaxtec/mkdocs-pdf-with-js-plugin,https://github.com/smaxtec/mkdocs-pdf-with-js-plugin,MIT,2020-06-04 09:48:18,2021-07-23 08:52:22,2021-07-23 08:52:22,13.0,,1.0,5.0,3.0,1.0,,5.0,2021-07-16 06:35:39,0.1.3,3.0,A MkDocs plugin that exports your documentation as PDF with rendered JavaScript content.,5.0,5.0,4.0,https://pypi.org/project/mkdocs-pdf-with-js-plugin,608.0,608.0,10,False,3.0,,,,,,,,,
108,mkjsfiddle,,jsfiddle,stadiamaps/mkjsfiddle,mkjsfiddle,['plugin'],code-exec-templating,https://github.com/stadiamaps/mkjsfiddle,https://github.com/stadiamaps/mkjsfiddle,MIT,2020-02-02 01:35:26,2023-06-07 17:08:24,2023-06-07 17:08:20,19.0,9.0,,2.0,,,,4.0,2023-06-06 14:35:23,1.0.1,5.0,An MkDocs plugin that lets you edit code fences in JSFiddle.,,,,https://pypi.org/project/mkjsfiddle,301.0,301.0,10,False,3.0,,,,,,,,,
109,mkdocs_safe_text,,mkdocs_safe_text,raimon49/mkdocs-safe-text-plugin,mkdocs-safe-text-plugin,['plugin'],html-css,https://github.com/raimon49/mkdocs-safe-text-plugin,https://github.com/raimon49/mkdocs-safe-text-plugin,BSD-2-Clause,2018-01-20 11:15:30,2023-06-03 09:23:17,2023-06-03 09:23:14,190.0,7.0,,3.0,20.0,,,4.0,2022-11-20 04:04:00,-1.5.1,15.0,Plugin for safe text editing with MKDocs.,,,2.0,https://pypi.org/project/mkdocs-safe-text-plugin,372.0,372.0,10,False,2.0,,,,,,,,,
110,mkdocs-live-edit-plugin,,live-edit,eddyluten/mkdocs-live-edit-plugin,mkdocs-live-edit-plugin,['plugin'],nav-pages,https://github.com/EddyLuten/mkdocs-live-edit-plugin,https://github.com/EddyLuten/mkdocs-live-edit-plugin,MIT,2023-06-22 07:14:15,2023-06-23 19:17:54,2023-06-23 19:17:53,12.0,12.0,,1.0,,,,3.0,2023-06-23 19:06:46,0.1.2,3.0,An MkDocs plugin that allows editing pages directly from the browser.,,,,https://pypi.org/project/mkdocs-live-edit-plugin,251.0,251.0,10,False,2.0,,,,,,,True,,
111,mkdocs-version-annotations,,mkdocs-version-annotations,glennmatthews/mkdocs-version-annotations,mkdocs-version-annotations,['plugin'],snippets-include,https://github.com/glennmatthews/mkdocs-version-annotations,https://github.com/glennmatthews/mkdocs-version-annotations,MIT,2022-09-14 15:06:14,2022-09-14 15:15:44,2022-09-14 15:05:30,5.0,,,2.0,,1.0,,1.0,2022-09-14 15:15:45,1.0.0,1.0,MkDocs plugin to add custom admonitions for documenting version differences.,175.0,175.0,,https://pypi.org/project/mkdocs-version-annotations,5547.0,5547.0,10,False,3.0,,,,8.0,,,,,
112,Mdx Include,,,neurobin/mdx_include,mdx_include,['markdown'],snippets-include,https://github.com/neurobin/mdx_include,https://github.com/neurobin/mdx_include,,2018-09-19 21:01:21,2022-07-26 05:44:16,2022-07-26 05:42:09,70.0,,2.0,3.0,2.0,3.0,5.0,49.0,,,,Python Markdown extension to include local or remote files.,,,3.0,https://pypi.org/project/mdx_include,9011.0,9011.0,9,True,3.0,,mdx_include,,,,,,,
113,tags,,tags,jldiaz/mkdocs-plugin-tags,mkdocs-plugin-tags,['plugin'],search-toc,https://github.com/jldiaz/mkdocs-plugin-tags,https://github.com/jldiaz/mkdocs-plugin-tags,MIT,2019-10-21 15:51:50,2021-09-02 19:03:31,2021-09-02 19:03:31,7.0,,19.0,3.0,4.0,7.0,7.0,41.0,,,,Processes tags in yaml metadata.,,,3.0,https://pypi.org/project/mkdocs-plugin-tags,284.0,284.0,9,True,3.0,,,,,,,,,
114,newsletter,,mkdocs-newsletter,lyz-code/mkdocs-newsletter,mkdocs-newsletter,['plugin'],blogging,https://github.com/lyz-code/mkdocs-newsletter,https://github.com/lyz-code/mkdocs-newsletter,GPL-3.0,2021-02-10 16:13:44,2023-03-24 12:00:58,2023-03-24 11:59:51,274.0,,2.0,2.0,92.0,1.0,6.0,18.0,,,,Automatically create newsletters from the changes in a mkdocs repository.,26.0,26.0,3.0,https://pypi.org/project/mkdocs-newsletter,591.0,591.0,9,False,2.0,,,,,,,,,
115,MkDocs Img2Fig Plugin,,img2fig,stuebersystems/mkdocs-img2fig-plugin,mkdocs-img2fig-plugin,['plugin'],charts,https://github.com/stuebersystems/mkdocs-img2fig-plugin,https://github.com/stuebersystems/mkdocs-img2fig-plugin,MIT,2019-05-09 09:48:11,2022-04-15 06:05:55,2020-07-14 09:36:02,8.0,,6.0,2.0,3.0,2.0,1.0,18.0,,,,A MkDocs plugin that converts markdown encoded images into figure elements.,94.0,94.0,2.0,https://pypi.org/project/mkdocs-img2fig-plugin,1185.0,1185.0,9,False,3.0,,,,,,,,,
116,Blogs for MkDocs,,blog,fmaida/mkdocs-blog-plugin,,['plugin'],blogging,https://github.com/fmaida/mkdocs-blog-plugin,https://github.com/fmaida/mkdocs-blog-plugin,MIT,2020-01-19 13:38:21,2020-04-13 08:11:37,2020-04-13 08:11:31,21.0,,4.0,3.0,,1.0,1.0,13.0,,,,This plugin for MkDocs allows to keeps a really simple blog section inside your documentation site.,62.0,62.0,,,,,9,False,2.0,,,,,,['mkdocs_plugin'],,,
117,Autolink References,,autolink_references,theskumar/autolink-references-mkdocs-plugin,autolink-references-mkdocs-plugin,['plugin'],links-refs,https://github.com/theskumar/autolink-references-mkdocs-plugin,https://github.com/theskumar/autolink-references-mkdocs-plugin,MIT,2020-10-15 05:47:46,2023-05-01 14:07:07,2022-01-26 12:18:57,9.0,,4.0,4.0,3.0,3.0,1.0,13.0,,,,Provides GitHub like autolink references in Mkdocs.,5.0,5.0,2.0,https://pypi.org/project/autolink-references-mkdocs-plugin,4478.0,4478.0,9,False,3.0,,,,,,,,,
118,bootstrap-tables,,bootstrap-tables,byrnereese/mkdocs-bootstrap-tables-plugin,mkdocs-bootstrap-tables-plugin,['plugin'],html-css,https://github.com/byrnereese/mkdocs-bootstrap-tables-plugin,https://github.com/byrnereese/mkdocs-bootstrap-tables-plugin,MIT,2018-12-19 20:55:24,2020-03-27 04:57:49,2020-03-27 04:57:31,2.0,,2.0,2.0,,,,9.0,,,,A MkDocs plugin to add bootstrap classes to plan markdown generated tables.,63.0,63.0,,https://pypi.org/project/mkdocs-bootstrap-tables-plugin,1161.0,1161.0,9,False,3.0,,,,,,,,,
119,Github-Links,,,Python-Markdown/github-links,mdx-gh-links,['markdown'],git-info,https://github.com/Python-Markdown/github-links,https://github.com/Python-Markdown/github-links,,2017-11-07 21:22:03,2022-07-18 19:40:02,2022-07-18 19:37:41,14.0,,7.0,5.0,8.0,,3.0,8.0,,,,Python-Markdown GitHub Links Extension.,82.0,82.0,2.0,https://pypi.org/project/mdx-gh-links,3746.0,3746.0,9,False,3.0,3.0,mdx_gh_links,,,,,,,
120,Semantic,semantic,,cryocaustik/mkdocs-semantic,mkdocs-semantic,['theme'],theming,https://github.com/cryocaustik/mkdocs-semantic,https://github.com/cryocaustik/mkdocs-semantic,MIT,2018-09-20 06:14:30,2021-03-30 05:27:30,2021-03-30 03:30:35,19.0,,3.0,1.0,1.0,,7.0,5.0,2021-03-30 05:27:30,1.0.0,3.0,Semantic-UI Theme for MkDocs.,5.0,5.0,6.0,https://pypi.org/project/mkdocs-semantic,55.0,55.0,9,False,2.0,,,,,,,,,
121,unused-files,,unused_files,wilhelmer/mkdocs-unused-files,mkdocs-unused-files,['plugin'],links-refs,https://github.com/wilhelmer/mkdocs-unused-files,https://github.com/wilhelmer/mkdocs-unused-files,MIT,2022-12-14 20:47:40,2023-03-30 06:50:36,2023-03-30 06:44:17,26.0,,1.0,1.0,1.0,,6.0,5.0,2023-03-30 06:50:36,0.1.7,8.0,An MkDocs plugin to find unused (orphaned) files in your project.,,,2.0,https://pypi.org/project/mkdocs-unused-files,462.0,462.0,9,False,3.0,,,,,,,,,
122,Bootstrap 4,bootstrap4,,LukeCarrier/mkdocs-theme-bootstrap4,mkdocs-theme-bootstrap4,['theme'],theming,https://github.com/LukeCarrier/mkdocs-theme-bootstrap4,https://github.com/LukeCarrier/mkdocs-theme-bootstrap4,MIT,2019-10-02 20:24:05,2023-05-25 17:36:02,2023-01-07 23:04:02,49.0,,,2.0,27.0,1.0,4.0,4.0,2020-04-18 18:52:05,0.4.0,3.0,A vanilla Bootstrap 4 theme for MkDocs.,2.0,2.0,3.0,https://pypi.org/project/mkdocs-theme-bootstrap4,30.0,30.0,9,False,2.0,,,,,,['mkdocs_theme'],,,
123,Link Checker,,,byrnereese/linkchecker-mkdocs,mkdocs-linkcheck,[],quality,https://github.com/byrnereese/linkchecker-mkdocs,https://github.com/byrnereese/linkchecker-mkdocs,MIT,2021-08-16 16:44:47,2023-03-05 12:48:44,2021-08-24 18:08:03,70.0,,3.0,1.0,3.0,6.0,,4.0,,,,"Python asyncio + aiohttp Markdown *.md URL link checker: 10,000 files/second.",,,5.0,https://pypi.org/project/mkdocs-linkcheck,1367.0,1367.0,9,False,3.0,,,,,,,,,
124,abs-to-rel,,abs-to-rel,sander76/mkdocs-abs-rel-plugin,mkdocs-abs-rel-plugin,['plugin'],links-refs,https://github.com/sander76/mkdocs-abs-rel-plugin,https://github.com/sander76/mkdocs-abs-rel-plugin,MIT,2018-12-17 10:36:19,2020-03-03 19:34:26,2020-03-03 19:34:24,12.0,,3.0,2.0,1.0,1.0,,3.0,,,,MkDocs plugin for converting absolute links to relative ones.,19.0,19.0,2.0,https://pypi.org/project/mkdocs-abs-rel-plugin,1155.0,1155.0,9,False,3.0,,,,,,,,,
125,meta-manager,,meta-manager,timmeinerzhagen/mkdocs-meta-manager,mkdocs-meta-manager,['plugin'],code-exec-templating,https://github.com/timmeinerzhagen/mkdocs-meta-manager,https://github.com/timmeinerzhagen/mkdocs-meta-manager,MIT,2022-12-11 16:38:21,2023-04-06 21:54:07,2023-03-24 13:25:32,15.0,,1.0,1.0,10.0,2.0,,1.0,2023-03-24 13:25:47,0.2.1,6.0,MkDocs plugin for managing meta tags across folders and files.,,,3.0,https://pypi.org/project/mkdocs-meta-manager,577.0,577.0,9,False,3.0,,,,,,,,,
126,Alabaster,alabaster,,notpushkin/mkdocs-alabaster,mkdocs-alabaster,['theme'],theming,https://github.com/notpushkin/mkdocs-alabaster,https://github.com/notpushkin/mkdocs-alabaster,,2016-01-29 22:40:46,2020-06-16 08:22:24,2020-06-16 08:22:23,49.0,,9.0,3.0,12.0,3.0,14.0,36.0,,,,Alabaster port for MkDocs.,,,9.0,https://pypi.org/project/mkdocs-alabaster,426.0,426.0,8,True,3.0,,,,,,,,,
127,Windmill Dark,windmill-dark,,noraj/mkdocs-windmill-dark,mkdocs-windmill-dark,['theme'],theming,https://github.com/noraj/mkdocs-windmill-dark,https://github.com/noraj/mkdocs-windmill-dark,,2017-10-08 14:17:25,2022-05-12 18:17:41,2022-05-12 18:17:41,65.0,,10.0,4.0,,,4.0,31.0,,,,Outstanding mkdocs theme with a focus on navigation and usability.,,,4.0,https://pypi.org/project/mkdocs-windmill-dark,413.0,413.0,8,True,3.0,,,,,,,,,
128,multirepo,,,wilhelmer/mkdocs-multirepo,mkdocs-multirepo,[],site-management,https://github.com/wilhelmer/mkdocs-multirepo,https://github.com/wilhelmer/mkdocs-multirepo,MIT,2020-07-08 12:11:47,2022-01-11 15:38:49,2022-01-11 15:34:30,42.0,,2.0,6.0,1.0,1.0,2.0,26.0,2022-01-11 15:38:50,0.5.1,2.0,"A bit like monorepo, but keeps MkDocs projects separate.",,,2.0,https://pypi.org/project/mkdocs-multirepo,110.0,110.0,8,True,3.0,,,,,,,,,
129,Jinks,jinks_en,,anetwork/mkdocs-jinks-theme,mkdocs-jinks,['theme'],theming,https://github.com/anetwork/mkdocs-jinks-theme,https://github.com/anetwork/mkdocs-jinks-theme,BSD-2-Clause,2016-02-17 16:35:05,2019-11-08 08:36:17,2019-11-08 08:36:15,24.0,,4.0,9.0,3.0,,,16.0,2016-04-12 06:37:18,.0.1.0,1.0,Mkdocs jinks theme.,4.0,4.0,7.0,https://pypi.org/project/mkdocs-jinks,9.0,9.0,8,False,3.0,,,,,,,,,
130,CustomMill,custommill,,Siphalor/mkdocs-custommill,mkdocs-custommill,['theme'],theming,https://github.com/Siphalor/mkdocs-custommill,https://github.com/Siphalor/mkdocs-custommill,,2021-03-31 11:40:50,2022-03-10 22:29:19,2022-03-10 22:04:06,184.0,,5.0,2.0,,,1.0,11.0,2022-03-10 22:29:19,1.3.0,1.0,"Outstanding mkdocs theme with a focus on navigation, customization and usability.",11.0,11.0,8.0,https://pypi.org/project/mkdocs-custommill,100.0,100.0,8,False,3.0,,,,,,,,,
131,KPN for MkDocs,kpn,,kpn/mkdocs-kpn-theme,mkdocs-kpn,['theme'],theming,https://github.com/kpn/mkdocs-kpn-theme,https://github.com/kpn/mkdocs-kpn-theme,MIT,2020-04-02 12:00:18,2023-06-21 07:44:05,2023-06-21 07:43:21,144.0,2.0,,8.0,,,3.0,8.0,,,,KPN theme for MkDocs | owner=flow.,2.0,2.0,3.0,https://pypi.org/project/mkdocs-kpn,683.0,683.0,8,False,3.0,,,,,,,,,
132,Breakless Lists,,,adamb70/mdx-breakless-lists,mdx-breakless-lists,['markdown'],markdown,https://github.com/adamb70/mdx-breakless-lists,https://github.com/adamb70/mdx-breakless-lists,MIT,2020-08-30 01:16:09,2022-12-19 10:48:58,2020-10-08 22:02:50,10.0,,2.0,1.0,2.0,1.0,1.0,5.0,2020-10-08 22:01:08,1.0.1,2.0,Python markdown breakless lists extension.,,,,https://pypi.org/project/mdx-breakless-lists,2183.0,2183.0,8,False,3.0,,mdx_breakless_lists,,,,,,,
133,git snippet,,gitsnippet,SamazoOo/mkdocs-gitsnippet-plugin,mkdocs-gitsnippet-plugin,['plugin'],snippets-include,https://github.com/SamazoOo/mkdocs-gitsnippet-plugin,https://github.com/SamazoOo/mkdocs-gitsnippet-plugin,MIT,2020-05-06 08:47:46,2020-11-15 20:10:15,2020-11-15 20:10:06,14.0,,3.0,2.0,1.0,,,5.0,,,,Mkdocs plugin that allow to inject snippet or all markdown content from a given remote git repository.,6.0,6.0,4.0,https://pypi.org/project/mkdocs-gitsnippet-plugin,484.0,484.0,8,False,3.0,,,,,,,,,
134,mkdocs-add-teaser,,mkdocs-add-teaser,wilhelmer/mkdocs-add-teaser,mkdocs-add-teaser,['plugin'],html-css,https://github.com/wilhelmer/mkdocs-add-teaser,https://github.com/wilhelmer/mkdocs-add-teaser,MIT,2019-04-02 09:24:11,2022-11-08 11:58:43,2022-11-08 11:56:59,33.0,,1.0,2.0,,,1.0,4.0,2022-11-08 11:58:43,0.9.1,7.0,"An MkDocs plugin to customize the first paragraph of your pages, and to use it as the pages meta description.",1.0,1.0,,https://pypi.org/project/mkdocs-add-teaser,201.0,201.0,8,False,3.0,,,,,,,,,
135,vim-md-tags,,vim-md-tags,midnightprioriem/mkdocs-vim-md-tags-plugin,mkdocs-vim-md-tags-plugin,['plugin'],other,https://github.com/zachhannum/mkdocs-vim-md-tags-plugin,https://github.com/zachhannum/mkdocs-vim-md-tags-plugin,MIT,2020-01-11 18:58:18,2020-05-08 18:43:26,2020-05-08 18:42:07,13.0,,1.0,3.0,1.0,,,4.0,2020-05-08 18:43:26,_020,2.0,An MkDocs plugin that creates a vim tag file of all markdown files.,9.0,9.0,4.0,https://pypi.org/project/mkdocs-vim-md-tags-plugin,121.0,121.0,8,False,3.0,,,,,zachhannum/mkdocs-vim-md-tags-plugin,,,,
136,Zettelkasten,zettelkasten-solarized-light,,buvis-net/mkdocs-zettelkasten,mkdocs-zettelkasten,['theme'],theming,https://github.com/buvis/mkdocs-zettelkasten,https://github.com/buvis/mkdocs-zettelkasten,MIT,2021-11-24 19:48:08,2023-05-03 19:51:26,2023-05-03 19:51:15,44.0,2.0,,1.0,9.0,6.0,3.0,3.0,2022-11-25 12:19:12,0.1.8,3.0,This is a Zettelkasten theme and plugin for MkDocs. It renders the MkDocs pages as cards (zettels).,2.0,2.0,3.0,https://pypi.org/project/mkdocs-zettelkasten,82.0,82.0,8,False,3.0,,,,17.0,buvis/mkdocs-zettelkasten,,,,
137,link-marker,,link-marker,timmeinerzhagen/mkdocs-link-marker,mkdocs-link-marker,['plugin'],links-refs,https://github.com/timmeinerzhagen/mkdocs-link-marker,https://github.com/timmeinerzhagen/mkdocs-link-marker,MIT,2023-02-02 20:34:28,2023-02-07 20:12:48,2023-02-07 20:12:30,7.0,,,1.0,4.0,2.0,,3.0,2023-02-07 20:12:48,0.1.2,2.0,MkDocs plugin for marking links e.g. external ones or mails.,,,,https://pypi.org/project/mkdocs-link-marker,391.0,391.0,8,False,3.0,,,,,,,,,
138,mkdocs-nav-enhancements,,mkdocs-nav-enhancements,Rylon/mkdocs-nav-enhancements,mkdocs-nav-enhancements,['plugin'],nav-pages,https://github.com/Rylon/mkdocs-nav-enhancements,https://github.com/Rylon/mkdocs-nav-enhancements,MIT,2019-07-15 23:39:57,2019-07-24 10:09:41,2019-07-24 10:08:04,16.0,,,1.0,,1.0,,2.0,,,,WIP plugin for working with titles of pages in MkDocs.,30.0,30.0,,https://pypi.org/project/mkdocs-nav-enhancements,4392.0,4392.0,8,False,3.0,,,,,,,,,
139,Unidata,unidata,,mjames-upc/mkdocs-unidata,mkdocs-unidata,['theme'],theming,https://github.com/mjames-upc/mkdocs-unidata,https://github.com/mjames-upc/mkdocs-unidata,MIT,2017-04-13 14:51:01,2017-09-27 18:46:20,2017-09-27 18:46:04,760.0,,2.0,2.0,,,,,2017-04-14 16:21:33,1.5.6,1.0,Custom MkDocs Material Design Theme.,,,16.0,https://pypi.org/project/mkdocs-unidata,98.0,98.0,8,True,3.0,,,,,,,,,
140,Entangled,,entangled,entangled/mkdocs-plugin,mkdocs-entangled-plugin,['plugin'],code-exec-templating,https://github.com/entangled/mkdocs-plugin,https://github.com/entangled/mkdocs-plugin,Apache-2.0,2023-04-11 13:06:53,2023-05-29 08:24:29,2023-05-29 08:24:29,24.0,24.0,,1.0,,,,,,,3.0,An MkDocs plugin that lets you do Literate Programming through Entangled.,,,,https://pypi.org/project/mkdocs-entangled-plugin,42.0,42.0,8,True,3.0,,,,,,,,,
141,automacdoc,,,AlexandreKempf/automacdoc,,[],api-docs,https://github.com/AlexandreKempf/automacdoc,https://github.com/AlexandreKempf/automacdoc,MIT,2019-06-14 11:47:18,2020-12-29 08:32:21,2020-12-29 08:32:20,13.0,,10.0,4.0,3.0,4.0,1.0,40.0,,,,Automatic generation of documentation for mkdocs.,4.0,4.0,6.0,,,,7,True,3.0,,,,,,,,,
142,GitBook,gitbook,,,mkdocs-gitbook,['theme'],theming,,https://gitlab.com/lramage/mkdocs-gitbook-theme,,2018-12-17 18:29:14,2018-12-17 18:29:14,,,,12.0,,,7.0,10.0,26.0,,,0.0,Default theme for GitBook for Mkdocs https://lramage.gitlab.io/mkdocs-gitbook-theme.,,,,https://pypi.org/project/mkdocs-gitbook,5663.0,5663.0,7,True,3.0,,,,,,,,lramage/mkdocs-gitbook-theme,https://gitlab.com/lramage/mkdocs-gitbook-theme
