,name,mkdocs_theme,mkdocs_plugin,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,markdown_extension,github_release_downloads,trending,updated_github_id,gitlab_id,gitlab_url
97,mkdocs_safe_text,,mkdocs_safe_text,raimon49/mkdocs-safe-text-plugin,mkdocs-safe-text-plugin,['plugin'],html-css,https://github.com/raimon49/mkdocs-safe-text-plugin,https://github.com/raimon49/mkdocs-safe-text-plugin,BSD-2-Clause,2018-01-20 11:15:30,2023-02-23 19:58:22,2023-02-10 10:13:49,183.0,1.0,,2.0,17.0,,,4.0,2022-11-20 04:04:00,-1.5.1,15.0,Plugin for safe text editing with MKDocs.,,,2.0,https://pypi.org/project/mkdocs-safe-text-plugin,364.0,364.0,9,False,3.0,,,,,,
98,mkdocs-coverage,,coverage,pawamoy/mkdocs-coverage,mkdocs-coverage,['plugin'],integrations,https://github.com/pawamoy/mkdocs-coverage,https://github.com/pawamoy/mkdocs-coverage,ISC,2021-02-03 18:32:20,2022-12-11 18:24:28,2022-12-11 18:24:24,37.0,,,1.0,,3.0,3.0,4.0,,,,MkDocs plugin to integrate your coverage HTML report into your site.,,,,https://pypi.org/project/mkdocs-coverage,17631.0,17631.0,9,False,3.0,,,,,,
99,abs-to-rel,,abs-to-rel,sander76/mkdocs-abs-rel-plugin,mkdocs-abs-rel-plugin,['plugin'],links-refs,https://github.com/sander76/mkdocs-abs-rel-plugin,https://github.com/sander76/mkdocs-abs-rel-plugin,MIT,2018-12-17 10:36:19,2020-03-03 19:34:26,2020-03-03 19:34:24,12.0,,3.0,2.0,1.0,1.0,,3.0,,,,MkDocs plugin for converting absolute links to relative ones.,17.0,17.0,2.0,https://pypi.org/project/mkdocs-abs-rel-plugin,1604.0,1604.0,9,False,3.0,,,,,,
100,Zettelkasten,zettelkasten-solarized-light,,buvis-net/mkdocs-zettelkasten,mkdocs-zettelkasten,['theme'],theming,https://github.com/buvis/mkdocs-zettelkasten,https://github.com/buvis/mkdocs-zettelkasten,MIT,2021-11-24 19:48:08,2023-02-23 11:57:09,2023-02-23 11:57:07,42.0,2.0,,1.0,8.0,6.0,3.0,3.0,2022-11-25 12:19:12,0.1.8,3.0,This is a Zettelkasten theme and plugin for MkDocs. It renders the MkDocs pages as cards (zettels).,2.0,2.0,3.0,https://pypi.org/project/mkdocs-zettelkasten,85.0,85.0,9,False,2.0,,10.0,-1.0,buvis/mkdocs-zettelkasten,,
101,Mdx Include,,,neurobin/mdx_include,mdx_include,['markdown'],snippets-include,https://github.com/neurobin/mdx_include,https://github.com/neurobin/mdx_include,,2018-09-19 21:01:21,2022-07-26 05:44:16,2022-07-26 05:42:09,70.0,,2.0,3.0,2.0,3.0,5.0,47.0,,,,Python Markdown extension to include local or remote files.,,,3.0,https://pypi.org/project/mdx_include,8060.0,8060.0,8,True,3.0,mdx_include,,-1.0,,,
102,Alabaster,alabaster,,notpushkin/mkdocs-alabaster,mkdocs-alabaster,['theme'],theming,https://github.com/notpushkin/mkdocs-alabaster,https://github.com/notpushkin/mkdocs-alabaster,,2016-01-29 22:40:46,2020-06-16 08:22:24,2020-06-16 08:22:23,49.0,,9.0,3.0,12.0,3.0,14.0,36.0,,,,Alabaster port for MkDocs.,,,9.0,https://pypi.org/project/mkdocs-alabaster,442.0,442.0,8,True,2.0,,,,,,
103,Windmill Dark,windmill-dark,,noraj/mkdocs-windmill-dark,mkdocs-windmill-dark,['theme'],theming,https://github.com/noraj/mkdocs-windmill-dark,https://github.com/noraj/mkdocs-windmill-dark,,2017-10-08 14:17:25,2022-05-12 18:17:41,2022-05-12 18:17:41,65.0,,10.0,3.0,,,4.0,30.0,,,,Outstanding mkdocs theme with a focus on navigation and usability.,,,4.0,https://pypi.org/project/mkdocs-windmill-dark,428.0,428.0,8,True,2.0,,,,,,
104,multirepo,,,wilhelmer/mkdocs-multirepo,mkdocs-multirepo,[],site-management,https://github.com/wilhelmer/mkdocs-multirepo,https://github.com/wilhelmer/mkdocs-multirepo,MIT,2020-07-08 12:11:47,2022-01-11 15:38:49,2022-01-11 15:34:30,42.0,,2.0,6.0,1.0,1.0,2.0,25.0,2022-01-11 15:38:50,0.5.1,2.0,"A bit like monorepo, but keeps MkDocs projects separate.",,,2.0,https://pypi.org/project/mkdocs-multirepo,84.0,84.0,8,True,3.0,,,,,,
105,Jinks,jinks_en,,anetwork/mkdocs-jinks-theme,mkdocs-jinks,['theme'],theming,https://github.com/anetwork/mkdocs-jinks-theme,https://github.com/anetwork/mkdocs-jinks-theme,BSD-2-Clause,2016-02-17 16:35:05,2019-11-08 08:36:17,2019-11-08 08:36:15,24.0,,4.0,9.0,3.0,,,15.0,2016-04-12 06:37:18,.0.1.0,1.0,Mkdocs jinks theme.,4.0,4.0,7.0,https://pypi.org/project/mkdocs-jinks,18.0,18.0,8,False,2.0,,,-1.0,,,
106,mkdocs-typer,,,bruce-szalwinski/mkdocs-typer,mkdocs-typer,['markdown'],api-docs,https://github.com/bruce-szalwinski/mkdocs-typer,https://github.com/bruce-szalwinski/mkdocs-typer,Apache-2.0,2021-01-25 17:46:54,2022-07-11 11:17:26,2021-01-25 21:53:29,19.0,,1.0,2.0,8.0,1.0,1.0,14.0,2021-01-25 21:08:08,0.0.2,2.0,An MkDocs extension to generate documentation for Typer command line applications.,,,,https://pypi.org/project/mkdocs-typer,6690.0,6690.0,8,False,3.0,mkdocs-typer,,,,,
107,Autolink References,,autolink_references,theskumar/autolink-references-mkdocs-plugin,autolink-references-mkdocs-plugin,['plugin'],links-refs,https://github.com/theskumar/autolink-references-mkdocs-plugin,https://github.com/theskumar/autolink-references-mkdocs-plugin,MIT,2020-10-15 05:47:46,2022-11-12 20:45:10,2022-01-26 12:18:57,9.0,,3.0,3.0,2.0,2.0,1.0,13.0,,,,Provides GitHub like autolink references in Mkdocs.,4.0,4.0,2.0,https://pypi.org/project/autolink-references-mkdocs-plugin,3875.0,3875.0,8,False,3.0,,,,,,
108,git snippet,,gitsnippet,SamazoOo/mkdocs-gitsnippet-plugin,mkdocs-gitsnippet-plugin,['plugin'],snippets-include,https://github.com/SamazoOo/mkdocs-gitsnippet-plugin,https://github.com/SamazoOo/mkdocs-gitsnippet-plugin,MIT,2020-05-06 08:47:46,2020-11-15 20:10:15,2020-11-15 20:10:06,14.0,,3.0,2.0,1.0,,,5.0,,,,Mkdocs plugin that allow to inject snippet or all markdown content from a given remote git repository.,4.0,4.0,4.0,https://pypi.org/project/mkdocs-gitsnippet-plugin,378.0,378.0,8,False,3.0,,,,,,
109,Semantic,semantic,,cryocaustik/mkdocs-semantic,mkdocs-semantic,['theme'],theming,https://github.com/cryocaustik/mkdocs-semantic,https://github.com/cryocaustik/mkdocs-semantic,MIT,2018-09-20 06:14:30,2021-03-30 05:27:30,2021-03-30 03:30:35,19.0,,2.0,1.0,1.0,,7.0,5.0,2021-03-30 05:27:30,1.0.0,3.0,Semantic-UI Theme for MkDocs.,5.0,5.0,6.0,https://pypi.org/project/mkdocs-semantic,36.0,36.0,8,False,2.0,,,,,,
110,mkdocs-categories-plugin,,categories,eddyluten/mkdocs-categories-plugin,mkdocs-categories-plugin,['plugin'],nav-pages,https://github.com/EddyLuten/mkdocs-categories-plugin,https://github.com/EddyLuten/mkdocs-categories-plugin,MIT,2022-02-24 02:42:22,2022-07-02 21:19:31,2022-07-02 21:16:43,6.0,,1.0,1.0,,,1.0,4.0,2022-07-02 21:19:31,0.2.1,4.0,An MkDocs plugin allowing for categorization of wiki pages.,8.0,8.0,,https://pypi.org/project/mkdocs-categories-plugin,160.0,160.0,8,False,3.0,,,,,,
111,Bootstrap 4,bootstrap4,,LukeCarrier/mkdocs-theme-bootstrap4,mkdocs-theme-bootstrap4,['theme'],theming,https://github.com/LukeCarrier/mkdocs-theme-bootstrap4,https://github.com/LukeCarrier/mkdocs-theme-bootstrap4,MIT,2019-10-02 20:24:05,2023-01-07 23:05:41,2023-01-07 23:04:02,49.0,1.0,,2.0,26.0,1.0,4.0,4.0,2020-04-18 18:52:05,0.4.0,3.0,A vanilla Bootstrap 4 theme for MkDocs.,2.0,2.0,3.0,https://pypi.org/project/mkdocs-theme-bootstrap4,60.0,60.0,8,False,2.0,,,,,,
112,Link Checker,,,byrnereese/linkchecker-mkdocs,mkdocs-linkcheck,[],quality,https://github.com/byrnereese/linkchecker-mkdocs,https://github.com/byrnereese/linkchecker-mkdocs,MIT,2021-08-16 16:44:47,2023-03-05 12:48:44,2021-08-24 18:08:03,70.0,,2.0,1.0,3.0,6.0,,3.0,,,,"Python asyncio + aiohttp Markdown *.md URL link checker: 10,000 files/second.",,,5.0,https://pypi.org/project/mkdocs-linkcheck,664.0,664.0,8,False,3.0,,,,,,
113,vim-md-tags,,vim-md-tags,midnightprioriem/mkdocs-vim-md-tags-plugin,mkdocs-vim-md-tags-plugin,['plugin'],other,https://github.com/zachhannum/mkdocs-vim-md-tags-plugin,https://github.com/zachhannum/mkdocs-vim-md-tags-plugin,MIT,2020-01-11 18:58:18,2020-05-08 18:43:26,2020-05-08 18:42:07,13.0,,1.0,3.0,1.0,,,3.0,2020-05-08 18:43:26,_020,2.0,An MkDocs plugin that creates a vim tag file of all markdown files.,9.0,9.0,4.0,https://pypi.org/project/mkdocs-vim-md-tags-plugin,109.0,109.0,8,False,3.0,,,,zachhannum/mkdocs-vim-md-tags-plugin,,
114,mkdocs-nav-enhancements,,mkdocs-nav-enhancements,Rylon/mkdocs-nav-enhancements,mkdocs-nav-enhancements,['plugin'],nav-pages,https://github.com/Rylon/mkdocs-nav-enhancements,https://github.com/Rylon/mkdocs-nav-enhancements,MIT,2019-07-15 23:39:57,2019-07-24 10:09:41,2019-07-24 10:08:04,16.0,,,1.0,,1.0,,1.0,,,,WIP plugin for working with titles of pages in MkDocs.,28.0,28.0,,https://pypi.org/project/mkdocs-nav-enhancements,4606.0,4606.0,8,False,3.0,,,,,,
115,SWAN Gallery,,swangallery,swan-cern/mkdocs-swangallery,mkdocs-swangallery,['plugin'],nav-pages,https://github.com/swan-cern/mkdocs-swangallery,https://github.com/swan-cern/mkdocs-swangallery,AGPL-3.0,2020-06-21 11:00:41,2022-11-21 19:02:09,2022-11-21 19:01:45,9.0,,,3.0,,,,,2022-11-21 19:02:09,0.0.5,5.0,MkDocs plugin to generate a SWAN Gallery.,1.0,1.0,,https://pypi.org/project/mkdocs-swangallery,47.0,47.0,8,True,3.0,,,,,,
116,Unidata,unidata,,mjames-upc/mkdocs-unidata,mkdocs-unidata,['theme'],theming,https://github.com/mjames-upc/mkdocs-unidata,https://github.com/mjames-upc/mkdocs-unidata,MIT,2017-04-13 14:51:01,2017-09-27 18:46:20,2017-09-27 18:46:04,760.0,,2.0,2.0,,,,,2017-04-14 16:21:33,1.5.6,1.0,Custom MkDocs Material Design Theme.,,,16.0,https://pypi.org/project/mkdocs-unidata,45.0,45.0,8,True,2.0,,,,,,
117,automacdoc,,,AlexandreKempf/automacdoc,,[],api-docs,https://github.com/AlexandreKempf/automacdoc,https://github.com/AlexandreKempf/automacdoc,MIT,2019-06-14 11:47:18,2020-12-29 08:32:21,2020-12-29 08:32:20,13.0,,10.0,4.0,3.0,4.0,1.0,39.0,,,,Automatic generation of documentation for mkdocs.,3.0,3.0,6.0,,,,7,True,3.0,,,,,,
118,GitBook,gitbook,,,mkdocs-gitbook,['theme'],theming,,https://gitlab.com/lramage/mkdocs-gitbook-theme,,2018-12-17 18:29:14,2018-12-17 18:29:14,,,,12.0,,,7.0,10.0,26.0,,,0.0,Default theme for GitBook for Mkdocs https://lramage.gitlab.io/mkdocs-gitbook-theme.,,,,https://pypi.org/project/mkdocs-gitbook,4314.0,4314.0,7,True,3.0,,,,,lramage/mkdocs-gitbook-theme,https://gitlab.com/lramage/mkdocs-gitbook-theme
119,Termage,,termage,bczsalba/Termage,mkdocs-termage-plugin,['plugin'],charts,https://github.com/bczsalba/Termage,https://github.com/bczsalba/Termage,MIT,2022-05-25 14:17:44,2022-11-15 12:36:14,2022-08-23 08:03:39,67.0,,,1.0,,1.0,4.0,12.0,2022-08-23 08:11:16,0.6.1,6.0,"Generate SVGs from any Python code, even in your documentation.",,,,https://pypi.org/project/mkdocs-termage-plugin,12.0,12.0,7,False,3.0,,,,,,
120,CustomMill,custommill,,Siphalor/mkdocs-custommill,mkdocs-custommill,['theme'],theming,https://github.com/Siphalor/mkdocs-custommill,https://github.com/Siphalor/mkdocs-custommill,,2021-03-31 11:40:50,2022-03-10 22:29:19,2022-03-10 22:04:06,184.0,,5.0,2.0,,,1.0,11.0,2022-03-10 22:29:19,1.3.0,1.0,"Outstanding mkdocs theme with a focus on navigation, customization and usability.",9.0,9.0,8.0,https://pypi.org/project/mkdocs-custommill,129.0,129.0,7,False,3.0,,,,,,
121,inari,,inari,tkamenoko/inari,inari,['plugin'],api-docs,https://github.com/tkamenoko/inari,https://github.com/tkamenoko/inari,MIT,2019-08-22 04:40:26,2021-07-10 04:26:16,2021-07-10 04:26:08,101.0,,,2.0,,1.0,1.0,6.0,,,,Write docstrings in markdown!.,4.0,4.0,,https://pypi.org/project/inari,210.0,210.0,7,False,3.0,,,,,,
122,tooltipster-links,,tooltipster-links,midnightprioriem/mkdocs-tooltipster-links-plugin,mkdocs-tooltipster-links-plugin,['plugin'],links-refs,https://github.com/zachhannum/mkdocs-tooltipster-links-plugin,https://github.com/zachhannum/mkdocs-tooltipster-links-plugin,MIT,2020-01-11 16:20:03,2022-09-20 10:38:00,2020-07-29 11:54:06,7.0,,1.0,2.0,1.0,2.0,,6.0,2020-01-11 17:58:07,_010,1.0,An MkDocs plugin that adds tooltips to preview the content of page links using tooltipster.,19.0,19.0,,https://pypi.org/project/mkdocs-tooltipster-links-plugin,115.0,115.0,7,False,3.0,,,,zachhannum/mkdocs-tooltipster-links-plugin,,
123,markdown-filter,,markdown-filter,byrnereese/mkdocs-markdown-filter,mkdocs-markdown-filter,['plugin'],code-exec-templating,https://github.com/byrnereese/mkdocs-markdown-filter,https://github.com/byrnereese/mkdocs-markdown-filter,MIT,2019-02-06 17:40:11,2019-02-06 17:56:45,2019-02-06 17:56:44,4.0,,,2.0,,1.0,,2.0,,,,Adds a markdown template filter to the jinja templating environment in mkdocs.,15.0,15.0,,https://pypi.org/project/mkdocs-markdown-filter,215.0,215.0,7,False,3.0,,,,,,
124,branchcustomization,,branchcustomization,effigies/mkdocs-branchcustomization-plugin,mkdocs-branchcustomization-plugin,['plugin'],git-info,https://github.com/effigies/mkdocs-branchcustomization-plugin,https://github.com/effigies/mkdocs-branchcustomization-plugin,MIT,2019-12-13 14:59:00,2022-04-17 16:53:22,2022-04-17 16:53:22,8.0,,,3.0,,,1.0,2.0,,,,Customize MkDocs options on a per-branch basis.,13.0,13.0,,https://pypi.org/project/mkdocs-branchcustomization-plugin,439.0,439.0,7,False,3.0,,,,,,
125,factsheet,,factsheet,inuits/mkdocs-factsheet,,['plugin'],integrations,https://github.com/inuits/mkdocs-factsheet,https://github.com/inuits/mkdocs-factsheet,MIT,2018-07-31 10:32:59,2023-02-08 20:01:44,2023-02-08 19:55:11,11.0,3.0,1.0,20.0,2.0,,1.0,2.0,2023-02-08 20:01:45,1.0.1,2.0,"Generate overviews from YAML descriptions, intended for micro-services and their deployments.",,,4.0,,,,7,False,3.0,,,,,,
126,toc-sidebar,,toc-sidebar,midnightprioriem/mkdocs-toc-sidebar-plugin,mkdocs-toc-sidebar-plugin,['plugin'],nav-pages,https://github.com/zachhannum/mkdocs-toc-sidebar-plugin,https://github.com/zachhannum/mkdocs-toc-sidebar-plugin,MIT,2020-01-11 06:11:10,2021-05-30 09:12:08,2020-01-11 13:04:15,9.0,,3.0,2.0,3.0,3.0,,2.0,2020-01-11 07:19:38,_010,1.0,An MkDocs plugin that allows users to add additional content to the ToC sidebar using the Material theme.,20.0,20.0,2.0,https://pypi.org/project/mkdocs-toc-sidebar-plugin,473.0,473.0,7,False,3.0,,,,zachhannum/mkdocs-toc-sidebar-plugin,,
127,SWAN,swan,,swan-cern/mkdocs-swan,mkdocs-swan,['theme'],theming,https://github.com/swan-cern/mkdocs-swan,https://github.com/swan-cern/mkdocs-swan,AGPL-3.0,2020-06-06 18:14:12,2023-03-17 12:58:17,2023-03-17 12:57:02,16.0,2.0,1.0,3.0,2.0,,,2.0,2023-03-17 12:59:12,0.2.0,6.0,SWAN MkDocs theme.,3.0,3.0,2.0,https://pypi.org/project/mkdocs-swan,140.0,140.0,7,False,3.0,,,,,,
128,mkdocs-code-validator,,code-validator,oprypin/mkdocs-code-validator,mkdocs-code-validator,['plugin'],quality,https://github.com/oprypin/mkdocs-code-validator,https://github.com/oprypin/mkdocs-code-validator,MIT,2021-03-30 19:03:22,2023-01-29 19:33:48,2023-01-29 19:33:12,28.0,1.0,,2.0,,,,1.0,,,,Checks Markdown code blocks in a MkDocs site against user-defined actions.,10.0,10.0,,https://pypi.org/project/mkdocs-code-validator,52.0,52.0,7,False,3.0,,,,,,
129,webcontext,,webcontext,Darrelk/mkdocs-webcontext-plugin,mkdocs-webcontext-plugin,['plugin'],links-refs,https://github.com/Darrelk/mkdocs-webcontext-plugin,https://github.com/Darrelk/mkdocs-webcontext-plugin,MIT,2021-04-14 11:55:59,2021-04-14 14:19:33,2021-04-14 14:18:28,3.0,,,1.0,,,,,2021-04-14 14:19:33,0.1.0,1.0,Mkdocs plugin for converting absolute paths to webcontext aware paths using the configured webcontext context.,3.0,3.0,,https://pypi.org/project/mkdocs-webcontext-plugin,137.0,137.0,7,True,3.0,,3.0,,,,
130,swagger,,swagger,allevo/mkdocs-swagger-plugin,,['plugin'],integrations,https://github.com/allevo/mkdocs-swagger-plugin,https://github.com/allevo/mkdocs-swagger-plugin,MIT,2019-05-18 13:36:54,2019-10-06 19:53:01,2019-10-06 19:52:58,7.0,,6.0,3.0,1.0,3.0,2.0,29.0,,,,MkDocs plugin for render swagger into docs.,,,,,,,6,True,3.0,,,,,,
131,BOOTSTRAP386,bootstrap386,,,mkdocs-bootstrap386,['theme'],theming,,https://gitlab.com/lramage/mkdocs-bootstrap386,,2018-06-06 02:30:09,2018-06-06 02:30:09,,,,2.0,,,4.0,3.0,27.0,,,1.0,A vintage 1980s DOS inspired Twitter Bootstrap theme for MkDocs https://lramage.gitlab.io/mkdocs-bootstrap386.,,,,https://pypi.org/project/mkdocs-bootstrap386,4997.0,4997.0,6,True,3.0,,,,,lramage/mkdocs-bootstrap386,https://gitlab.com/lramage/mkdocs-bootstrap386
132,doxygen,,doxygen,pieterdavid/mkdocs-doxygen-plugin,,['plugin'],api-docs,https://github.com/pieterdavid/mkdocs-doxygen-plugin,https://github.com/pieterdavid/mkdocs-doxygen-plugin,MIT,2018-08-06 19:41:31,2020-12-04 15:20:33,2020-12-04 15:20:32,9.0,,4.0,3.0,2.0,2.0,,13.0,,,,A Doxygen plugin for MkDocs.,,,3.0,,,,6,False,3.0,,,,,,
133,Wikilink Plus,,,neurobin/mdx_wikilink_plus,mdx_wikilink_plus,['markdown'],links-refs,https://github.com/neurobin/mdx_wikilink_plus,https://github.com/neurobin/mdx_wikilink_plus,,2018-09-19 09:56:17,2022-07-26 06:02:00,2022-07-26 06:00:03,78.0,,2.0,2.0,5.0,,6.0,13.0,,,,A wikilink extension for Python Markdown.,,,5.0,https://pypi.org/project/mdx_wikilink_plus,1265.0,1265.0,6,False,3.0,mdx_wikilink_plus,,,,,
134,markdownwavedrom,,markdownwavedrom,kuri65536/mkdocs-wavedrom-plugin,mkdocs-wavedrom-plugin,['plugin'],charts,https://github.com/kuri65536/mkdocs-wavedrom-plugin,https://github.com/kuri65536/mkdocs-wavedrom-plugin,MPL-2.0,2019-06-27 22:32:34,2021-08-02 16:08:15,2021-06-26 00:35:03,13.0,,2.0,,1.0,1.0,2.0,8.0,,,,A MkDocs plugin for support wavedrom charts in markdown file.,3.0,3.0,,https://pypi.org/project/mkdocs-wavedrom-plugin,36.0,36.0,6,False,3.0,,,,,,
135,mk2pdf-export,,mk2pdf-export,HaoLiuHust/mkdocs-mk2pdf-plugin,mkdocs-mk2pdf-plugin,['plugin'],site-conversion,https://github.com/HaoLiuHust/mkdocs-mk2pdf-plugin,https://github.com/HaoLiuHust/mkdocs-mk2pdf-plugin,MIT,2020-01-13 11:09:42,2021-06-29 13:46:26,2020-09-11 05:52:58,21.0,,5.0,2.0,7.0,,1.0,6.0,,,,"The plugin is based on https://github.com/zhaoterryy/mkdocs-pdf-export-plugin/ ,the main change is use pandoc to..",1.0,1.0,4.0,https://pypi.org/project/mkdocs-mk2pdf-plugin,53.0,53.0,6,False,3.0,,,,,,
136,Moonstone,moonstone,,byrnereese/mkdocs-moonstone,mkdocs-moonstone,['theme'],theming,https://github.com/byrnereese/mkdocs-moonstone,https://github.com/byrnereese/mkdocs-moonstone,,2019-02-14 08:53:35,2021-06-15 21:16:30,2021-06-15 21:15:45,28.0,,1.0,2.0,,,,5.0,,,,A documentation theme for mkdocs.,7.0,7.0,,https://pypi.org/project/mkdocs-moonstone,190.0,190.0,6,False,3.0,,,,,,
137,progress,,progress,rdilweb/mkdocs-plugin-progress,,['plugin'],site-management,https://github.com/rdilweb/mkdocs-plugin-progress,https://github.com/rdilweb/mkdocs-plugin-progress,Apache-2.0,2020-02-20 22:44:17,2020-06-20 02:28:12,2020-06-20 02:28:06,15.0,,,2.0,2.0,,1.0,4.0,2020-02-21 11:28:11,1.1.4-FINAL,1.0,A plugin for MkDocs that lets you know exactly what is happening during the build.,19.0,19.0,3.0,,,,6,False,3.0,,,,,,
138,Nature,nature,,waylan/mkdocs-nature,mkdocs-nature,['theme'],theming,https://github.com/waylan/mkdocs-nature,https://github.com/waylan/mkdocs-nature,,2017-03-13 02:45:21,2020-04-09 13:50:30,2020-04-09 13:47:49,32.0,,1.0,2.0,3.0,,,3.0,,,,A MkDocs theme.,37.0,37.0,2.0,https://pypi.org/project/mkdocs-nature,478.0,478.0,6,False,3.0,,,,,,
139,mkdocs-codecheck,,,byrnereese/codechecker-mkdocs,mkdocs-codecheck,[],quality,https://github.com/byrnereese/codechecker-mkdocs,https://github.com/byrnereese/codechecker-mkdocs,MIT,2021-08-24 18:05:47,2021-12-16 19:26:31,2021-12-16 19:26:10,86.0,,,3.0,1.0,1.0,,1.0,,,,"Traverses a directory tree looking for code samples, then attempts to validate each code sample found.",,,6.0,https://pypi.org/project/mkdocs-codecheck,22.0,22.0,6,False,3.0,,,,,,
140,select-files,,select-files,supcik/mkdocs-select-files,mkdocs-select-files,['plugin'],nav-pages,https://github.com/supcik/mkdocs-select-files,https://github.com/supcik/mkdocs-select-files,Apache-2.0,2019-09-04 22:26:31,2019-09-05 06:59:51,2019-09-05 06:58:14,8.0,,,1.0,,,,,,,,Filter pages for assignments.,7.0,7.0,,https://pypi.org/project/mkdocs-select-files,31.0,31.0,6,True,3.0,,,,,,
141,pico-8,,pico-8,fmaida/pico8-mkdocs-plugin,pico8-mkdocs-plugin,['plugin'],other,https://github.com/fmaida/pico8-mkdocs-plugin,https://github.com/fmaida/pico8-mkdocs-plugin,MIT,2019-03-16 17:43:48,2019-03-17 11:49:29,2019-03-17 11:49:24,5.0,,,2.0,,,,,,,,A MKDocs plugin that allows to embed a Pico-8 web player in a page.,1.0,1.0,,https://pypi.org/project/pico8-mkdocs-plugin,278.0,278.0,6,True,3.0,,,,,,
142,docSkimmer,docskimmer,,hfagerlund/mkdocs-docskimmer,,['theme'],theming,https://github.com/hfagerlund/mkdocs-docskimmer,https://github.com/hfagerlund/mkdocs-docskimmer,,2017-06-13 00:33:55,2018-10-11 17:51:01,2018-10-11 17:38:42,23.0,,,2.0,6.0,,10.0,16.0,2018-10-11 17:53:21,0.4.0,7.0,"An accessible, skimmable theme for MkDocs.",,,,,,,5,False,3.0,,,,,,
143,Tweetable quotes,,,max-arnold/markdown-tweetable,markdown-tweetable,['markdown'],markdown,https://github.com/max-arnold/markdown-tweetable,https://github.com/max-arnold/markdown-tweetable,MIT,2014-06-02 11:57:04,2019-03-25 05:45:20,2019-03-25 05:45:13,81.0,,,2.0,,,1.0,13.0,,,,Python-Markdown extension to embed tweetable quotes into your blog posts.,2.0,2.0,,https://pypi.org/project/markdown-tweetable,36.0,36.0,5,False,3.0,tweetable.extension,,,,,
144,mkdocs-theme-topdf,topdf,,kuri65536/mkdocs-theme-topdf,mkdocs-theme-topdf,['theme'],theming,https://github.com/kuri65536/mkdocs-theme-topdf,https://github.com/kuri65536/mkdocs-theme-topdf,MPL-2.0,2019-12-23 06:20:31,2021-12-08 23:42:59,2021-06-26 00:34:41,122.0,,1.0,1.0,,,1.0,8.0,,,,A mkdocs theme for create PDF and printing with paged.js.,2.0,2.0,,https://pypi.org/project/mkdocs-theme-topdf,28.0,28.0,5,False,3.0,,,,,,
145,nbconvert,,nbconvert,tanbro/mkdocs-nbconvert,mkdocs-nbconvert,['plugin'],code-exec-templating,https://github.com/tanbro/mkdocs-nbconvert,https://github.com/tanbro/mkdocs-nbconvert,BSD-2-Clause,2019-08-05 11:11:23,2022-04-18 04:30:15,2022-04-18 04:27:15,55.0,,1.0,2.0,1.0,,1.0,6.0,,,,A MkDocs plug-in provides a source parser for *.ipynb files.,,,4.0,https://pypi.org/project/mkdocs-nbconvert,42.0,42.0,5,False,3.0,,,,,,
146,awesome-list,,awesome-list,carlosperate/mkdocs-awesome-list-plugin,,['plugin'],nav-pages,https://github.com/carlosperate/mkdocs-awesome-list-plugin,https://github.com/carlosperate/mkdocs-awesome-list-plugin,MIT,2019-07-25 19:23:15,2019-07-26 00:31:07,2019-07-26 00:30:58,4.0,,,,,,,4.0,,,,MkDocs Plugin to inject social media cards for each entry in an awesome-list.,,,,,,,5,False,3.0,,,,,,
147,mkpatcher,,,ofek/mkpatcher,mkpatcher,['markdown'],markdown,https://github.com/ofek/mkpatcher,https://github.com/ofek/mkpatcher,Apache-2.0,2020-04-26 18:13:51,2020-04-26 19:19:50,2020-04-26 19:19:45,5.0,,,2.0,,,,2.0,,,,Python-Markdown extension allowing arbitrary scripts to modify MkDocs input files.,2.0,2.0,,https://pypi.org/project/mkpatcher,951.0,951.0,5,False,3.0,mkpatcher,,,,,
148,thumbnails,,thumbnails,normanlorrain/mkdocs-thumbnails,mkdocs-thumbnails,['plugin'],other,https://github.com/normanlorrain/mkdocs-thumbnails,https://github.com/normanlorrain/mkdocs-thumbnails,MIT,2021-04-19 16:01:11,2021-06-01 20:41:03,2021-06-01 20:40:56,35.0,,,1.0,,1.0,1.0,2.0,,,,MkDocs plugin for thumbnail images generated automatically.,,,,https://pypi.org/project/mkdocs-thumbnails,208.0,208.0,5,False,3.0,,,,,,
149,git-latest-release,,git-latest-release,agarthetiger/mkdocs_latest_release_plugin,mkdocs-latest-release-plugin,['plugin'],git-info,https://github.com/agarthetiger/mkdocs_latest_release_plugin,https://github.com/agarthetiger/mkdocs_latest_release_plugin,GPL-3.0,2019-03-18 22:07:47,2022-12-08 04:53:03,2019-12-29 08:46:29,5.0,,,1.0,9.0,,,,,,,Plugin for MKDocs to inject the latest release tag from git into markdown.,,,3.0,https://pypi.org/project/mkdocs-latest-release-plugin,460.0,460.0,5,True,3.0,,,,,,
