,name,mkdocs_theme,mkdocs_plugin,extra_dependencies,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,trending,markdown_extension,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,updated_github_id,shadowed,gitlab_id,gitlab_url,pypi,bitbucket_id
89,mkdocs-nav-weight,,mkdocs-nav-weight,,shu307/mkdocs-nav-weight,mkdocs-nav-weight,['plugin'],nav-pages,https://github.com/shu307/mkdocs-nav-weight,https://github.com/shu307/mkdocs-nav-weight,MIT,2022-08-28 04:55:37,2025-09-09 11:58:59.000000,2025-09-09 11:55:15,36.0,5.0,3.0,2.0,4.0,,2.0,14.0,2025-09-09 11:58:59,0.3.0,9.0,"A simple mkdocs plugin, enables to organize Navigation in a more markdownic way.",115.0,115.0,4.0,https://pypi.org/project/mkdocs-nav-weight,26796.0,26796.0,16,True,2.0,,,,,,,,,,,,,
90,Mdx Truly Sane Lists,,,,radude/mdx_truly_sane_lists,mdx-truly-sane-lists,['markdown'],markdown,https://github.com/radude/mdx_truly_sane_lists,https://github.com/radude/mdx_truly_sane_lists,MIT,2018-02-01 18:01:50,2023-08-08 12:02:52.000000,2022-07-19 13:42:01,54.0,,10.0,4.0,6.0,8.0,8.0,98.0,2022-08-01 19:58:13,1.3,4.0,Extension for Python-Markdown that makes lists truly sane. Custom indents for nested lists and fix for messy..,,,4.0,https://pypi.org/project/mdx-truly-sane-lists,1720684.0,1720684.0,15,True,2.0,,mdx_truly_sane_lists,,,,,,,,,,,
91,section-index,,section-index,,oprypin/mkdocs-section-index,mkdocs-section-index,['plugin'],nav-pages,https://github.com/oprypin/mkdocs-section-index,https://github.com/oprypin/mkdocs-section-index,MIT,2020-11-19 23:59:30,2025-04-05 20:56:19.000000,2025-04-05 20:56:05,98.0,,8.0,2.0,3.0,8.0,15.0,92.0,2025-04-05 20:57:37,0.3.10,12.0,MkDocs plugin to allow clickable sections that lead to an index page.,,,3.0,https://pypi.org/project/mkdocs-section-index,1019641.0,1019641.0,15,True,2.0,,,,,,,,,,,,,
92,drawio-exporter,,drawio-exporter,,LukeCarrier/mkdocs-drawio-exporter,mkdocs-drawio-exporter,['plugin'],charts,https://github.com/LukeCarrier/mkdocs-drawio-exporter,https://github.com/LukeCarrier/mkdocs-drawio-exporter,MIT,2019-09-10 21:59:11,2025-05-25 00:30:10.000000,2025-05-25 00:30:09,127.0,,9.0,4.0,51.0,5.0,30.0,85.0,2025-04-22 22:38:06,0.10.2,15.0,Exports your Draw.io diagrams at build time for easier embedding into your documentation.,,,5.0,https://pypi.org/project/mkdocs-drawio-exporter,21769.0,21769.0,15,True,2.0,,,,,,,,,,,,,
93,mkdocs-markmap,,markmap,,markmap/mkdocs-markmap,mkdocs-markmap,['plugin'],code-exec-templating,https://github.com/markmap/mkdocs_markmap,https://github.com/markmap/mkdocs_markmap,MIT,2021-01-22 15:52:32,2025-02-11 20:33:32.000000,2025-02-11 20:32:59,185.0,,6.0,6.0,41.0,4.0,30.0,69.0,2025-02-11 20:33:33,2.5.2,23.0,MkDocs plugin and extension to create mindmaps from markdown using markmap.,,,3.0,https://pypi.org/project/mkdocs-markmap,3323.0,3330.0,15,True,2.0,,,440.0,,,,,,,,,,
94,git-committers,,git-committers,,byrnereese/mkdocs-git-committers-plugin,mkdocs-git-committers-plugin,['plugin'],git-info,https://github.com/byrnereese/mkdocs-git-committers-plugin,https://github.com/byrnereese/mkdocs-git-committers-plugin,MIT,2018-12-15 00:21:27,2024-12-12 18:10:15.000000,2024-12-12 18:10:08,44.0,,6.0,4.0,11.0,8.0,1.0,43.0,,,,A mkdocs plugin for displaying the last commit and a list of a files contributors.,313.0,313.0,7.0,https://pypi.org/project/mkdocs-git-committers-plugin,20343.0,20343.0,15,True,3.0,,,,,,,,,['mkdocs_plugin'],,,,
95,ezlinks,,ezlinks,,orbikm/mkdocs-ezlinks-plugin,mkdocs-ezlinks-plugin,['plugin'],links-refs,https://github.com/orbikm/mkdocs-ezlinks-plugin,https://github.com/orbikm/mkdocs-ezlinks-plugin,MIT,2021-02-10 23:10:38,2024-07-25 22:16:38.000000,2022-01-24 19:59:04,40.0,,13.0,2.0,25.0,12.0,15.0,41.0,2022-01-24 20:08:01,_0.1.14,14.0,Plugin for mkdocs which enables easier linking between pages.,147.0,147.0,,https://pypi.org/project/mkdocs-ezlinks-plugin,11832.0,11835.0,15,True,2.0,,,218.0,,,,,,,,,,
96,mkdocs-d2-plugin,,d2,,landmaj/mkdocs-d2-plugin,mkdocs-d2-plugin,['plugin'],charts,https://github.com/landmaj/mkdocs-d2-plugin,https://github.com/landmaj/mkdocs-d2-plugin,MIT,2023-09-22 20:56:00,2025-03-01 14:32:47.000000,2024-12-16 11:40:44,64.0,,7.0,1.0,8.0,1.0,18.0,33.0,2024-12-16 18:31:14,1.6.0,3.0,A plugin for embedding D2 diagrams in MkDocs.,18.0,18.0,3.0,https://pypi.org/project/mkdocs-d2-plugin,18807.0,18807.0,15,True,2.0,,,,,,,,,,,,,
97,mkdocstrings-crystal,,,,mkdocstrings/crystal,mkdocstrings-crystal,,api-docs,https://github.com/mkdocstrings/crystal,https://github.com/mkdocstrings/crystal,MIT,2020-10-13 20:07:35,2025-09-09 11:16:36.000000,2025-09-09 11:16:36,161.0,1.0,3.0,4.0,6.0,4.0,3.0,32.0,2022-05-02 23:04:11,0.3.5,3.0,Crystal language doc generator for https://github.com/mkdocstrings/mkdocstrings.,,,3.0,https://pypi.org/project/mkdocstrings-crystal,12386.0,12386.0,15,True,2.0,,,,,,,,,,,,,
98,codeinclude,,codeinclude,,rnorth/mkdocs-codeinclude-plugin,mkdocs-codeinclude-plugin,['plugin'],snippets-include,https://github.com/rnorth/mkdocs-codeinclude-plugin,https://github.com/rnorth/mkdocs-codeinclude-plugin,MIT,2018-10-15 18:54:45,2023-06-15 11:19:00.000000,2023-03-01 19:54:31,50.0,,6.0,2.0,22.0,5.0,7.0,16.0,2023-03-01 19:56:43,0.2.1,5.0,A plugin to include code snippets into mkdocs pages.,167.0,167.0,3.0,https://pypi.org/project/mkdocs-codeinclude-plugin,9931.0,9931.0,15,True,2.0,,,,,,,,,,,,,
99,mkdocs-autoapi,,mkdocs-autoapi,,jcayers20/mkdocs-autoapi,mkdocs-autoapi,['plugin'],api-docs,https://github.com/jcayers20/mkdocs-autoapi,https://github.com/jcayers20/mkdocs-autoapi,MIT,2024-04-24 18:08:03,2025-04-02 02:12:29.000000,2025-04-02 02:10:13,139.0,,,1.0,35.0,7.0,29.0,15.0,2025-04-02 02:12:30,0.4.1,8.0,MkDocs plugin providing automatic API reference generation.,73.0,73.0,,https://pypi.org/project/mkdocs-autoapi,16116.0,16116.0,15,True,2.0,,,8.0,,,,,,,,,,
100,mkdocs-embed-external-markdown,,external-markdown,,fire1ce/mkdocs-embed-external-markdown,mkdocs-embed-external-markdown,['plugin'],snippets-include,https://github.com/fire1ce/mkdocs-embed-external-markdown,https://github.com/fire1ce/mkdocs-embed-external-markdown,MIT,2022-02-24 10:21:12,2025-02-24 08:33:44.000000,2025-02-24 08:33:38,104.0,,7.0,2.0,7.0,1.0,11.0,11.0,2024-02-26 12:17:17,3.0.2,4.0,MkDocs Embed External Markdown plugin that allow to inject section or all full markdown content from a given url. The..,156.0,156.0,7.0,https://pypi.org/project/mkdocs-embed-external-markdown,8524.0,8524.0,15,True,2.0,,,,,,,,,,,,,
101,oEmbedPy,,oembedpy,,attakei/oEmbedPy,oEmbedPy,['plugin'],charts,https://github.com/attakei/oEmbedPy,https://oembedpy.readthedocs.io/en/stable/integrations/mkdocs/,Apache-2.0,2023-03-20 14:26:58,2025-09-28 07:08:16.000000,2025-09-28 07:05:17,166.0,5.0,1.0,,3.0,4.0,3.0,7.0,2025-09-28 07:08:42,0.8.2,11.0,MkDocs plugin to render rich contents from URL by oEmbed API.,16.0,16.0,2.0,https://pypi.org/project/oEmbedPy,5162.0,5162.0,15,True,2.0,2.0,,29.0,,,,,,,,,,
102,mkdocs-git-latest-changes-plugin,,git-latest-changes,,tombreit/mkdocs-git-latest-changes-plugin,mkdocs-git-latest-changes-plugin,['plugin'],git-info,https://github.com/tombreit/mkdocs-git-latest-changes-plugin,https://github.com/tombreit/mkdocs-git-latest-changes-plugin,MIT,2023-11-21 17:12:52,2025-09-05 22:06:53.000000,2025-09-05 22:06:28,138.0,5.0,3.0,1.0,6.0,2.0,15.0,3.0,2025-05-11 21:44:55,0.0.22,11.0,MkDocs plugin that allows you to display a list of recently modified pages from the Git log.,7.0,7.0,4.0,https://pypi.org/project/mkdocs-git-latest-changes-plugin,20982.0,20982.0,15,True,3.0,,,,,,,,,,,,,
103,mkdocs-pandoc,,,,jgrassler/mkdocs-pandoc,mkdocs-pandoc,[],site-conversion,https://github.com/jgrassler/mkdocs-pandoc,https://github.com/jgrassler/mkdocs-pandoc,Apache-2.0,2015-12-01 13:55:25,2018-11-08 16:57:49.000000,2016-03-14 20:16:57,25.0,,22.0,8.0,9.0,13.0,10.0,110.0,,,,[unmaintained] mkdocs - pandoc converter: use this fork https://github.com/twardoch/mkdocs-combine.,76.0,76.0,4.0,https://pypi.org/project/mkdocs-pandoc,293.0,293.0,14,True,3.0,,,,,,,,,,,,,
104,mkdocs-render-swagger-plugin,,render_swagger,,bharel/mkdocs-render-swagger-plugin,mkdocs-render-swagger-plugin,['plugin'],integrations,https://github.com/bharel/mkdocs-render-swagger-plugin,https://github.com/bharel/mkdocs-render-swagger-plugin,MIT,2020-12-15 12:41:17,2024-09-23 02:39:43.000000,2024-09-23 02:39:43,89.0,,13.0,2.0,15.0,3.0,12.0,76.0,2024-05-26 19:20:40,0.1.2,6.0,A plugin for MKDocs for rendering swagger & openapi schemas using SwaggerUI.,,,8.0,https://pypi.org/project/mkdocs-render-swagger-plugin,76909.0,76909.0,14,True,2.0,,,11.0,,,,,,,,,,
105,same-dir,,same-dir,,oprypin/mkdocs-same-dir,mkdocs-same-dir,['plugin'],site-management,https://github.com/oprypin/mkdocs-same-dir,https://github.com/oprypin/mkdocs-same-dir,MIT,2020-04-26 17:38:21,2025-02-15 16:34:10.000000,2025-02-15 16:23:30,50.0,,2.0,2.0,2.0,2.0,7.0,48.0,,,,MkDocs plugin to allow placing mkdocs.yml in the same directory as documentation.,492.0,492.0,2.0,https://pypi.org/project/mkdocs-same-dir,60000.0,60000.0,14,True,2.0,1.0,,,,,,,,,,,,
106,Lightgallery,,,,g-provost/lightgallery-markdown,lightgallery,['markdown'],charts,https://github.com/g-provost/lightgallery-markdown,https://github.com/g-provost/lightgallery-markdown,MIT,2017-12-19 10:35:49,2023-10-07 06:38:59.000000,2023-10-07 06:38:59,23.0,,5.0,3.0,5.0,6.0,5.0,27.0,2021-02-15 09:47:09,0.5,1.0,Markdown extension to wrap images in a lightbox.,103.0,103.0,6.0,https://pypi.org/project/lightgallery,4167.0,4167.0,14,True,2.0,,lightgallery,,,,,,,,,,,
107,MkDocs Merge,,,,ovasquez/mkdocs-merge,mkdocs-merge,[],site-management,https://github.com/ovasquez/mkdocs-merge,https://github.com/ovasquez/mkdocs-merge,MIT,2017-06-06 21:33:22,2025-07-05 00:30:36.000000,2025-07-05 00:26:34,33.0,,6.0,1.0,15.0,5.0,5.0,23.0,2025-07-05 00:30:36,0.11.0,9.0,Merge the source of multiple MkDocs sites into a single one.,9.0,9.0,3.0,https://pypi.org/project/mkdocs-merge,3066.0,3066.0,14,True,2.0,,,,,,,,,,,,,
108,MkDocs asciinema-player,,asciinema-player,,pa-decarvalho/mkdocs-asciinema-player,mkdocs-asciinema-player,['plugin'],integrations,https://github.com/pa-decarvalho/mkdocs-asciinema-player,https://github.com/pa-decarvalho/mkdocs-asciinema-player,MIT,2023-10-29 12:48:03,2025-06-24 13:38:57.000000,2025-06-24 13:38:30,176.0,,2.0,1.0,31.0,4.0,27.0,18.0,2025-04-28 14:10:52,0.17.0,25.0,Mkdocs Plugin to include asciinema player in your documentation.,15.0,15.0,4.0,https://pypi.org/project/mkdocs-asciinema-player,1141.0,1141.0,14,True,2.0,,,,,,,,,,,,,
109,mkdocs-typer2,,mkdocs-typer2,,syn54x/mkdocs-typer2,mkdocs-typer2,['plugin'],api-docs,https://github.com/syn54x/mkdocs-typer2,https://github.com/syn54x/mkdocs-typer2,Apache-2.0,2024-10-25 00:54:15,2025-09-02 18:00:39.000000,2025-09-02 18:00:23,43.0,6.0,1.0,1.0,15.0,1.0,6.0,12.0,2025-09-01 13:51:27,0.1.6,7.0,Mkdocs Plugin For Typer CLI Docs.,11.0,11.0,,https://pypi.org/project/mkdocs-typer2,4891.0,4891.0,14,True,2.0,1.0,,,,,,,,,,,,
110,link-marker,,link-marker,,timmeinerzhagen/mkdocs-link-marker,mkdocs-link-marker,['plugin'],links-refs,https://github.com/timmeinerzhagen/mkdocs-link-marker,https://github.com/timmeinerzhagen/mkdocs-link-marker,MIT,2023-02-02 20:34:28,2025-07-20 20:58:40.000000,2025-07-20 20:57:53,13.0,3.0,1.0,1.0,10.0,2.0,3.0,9.0,2025-07-20 20:58:40,0.2.0,4.0,MkDocs plugin for marking links e.g. external ones or mails.,31.0,31.0,2.0,https://pypi.org/project/mkdocs-link-marker,664980.0,664980.0,14,True,2.0,,,,,,,,,,,,,
111,mkdocs-pagetree-plugin,,pagetree,,tombreit/mkdocs-pagetree-plugin,mkdocs-pagetree-plugin,['plugin'],nav-pages,https://github.com/tombreit/mkdocs-pagetree-plugin,https://github.com/tombreit/mkdocs-pagetree-plugin,MIT,2023-11-26 08:35:39,2025-03-17 08:50:05.000000,2025-03-16 20:59:08,94.0,,3.0,1.0,3.0,3.0,10.0,9.0,2025-03-17 08:49:50,0.0.17,12.0,"MkDocs plugin that allows you to display the page tree. Like `sitemap.xml`, but for humans.",20.0,20.0,3.0,https://pypi.org/project/mkdocs-pagetree-plugin,21615.0,21615.0,14,True,2.0,,,,,,,,,,,,,
112,meta-manager,,meta-manager,,timmeinerzhagen/mkdocs-meta-manager,mkdocs-meta-manager,['plugin'],code-exec-templating,https://github.com/timmeinerzhagen/mkdocs-meta-manager,https://github.com/timmeinerzhagen/mkdocs-meta-manager,MIT,2022-12-11 16:38:21,2025-01-20 21:57:36.000000,2025-01-20 21:56:55,19.0,,1.0,1.0,13.0,1.0,3.0,3.0,2025-01-20 21:57:36,1.1.0,8.0,MkDocs plugin for managing meta tags across folders and files.,16.0,16.0,3.0,https://pypi.org/project/mkdocs-meta-manager,668240.0,668240.0,14,True,2.0,,,,,,,,,,,,,
113,mkdocs-marimo,,marimo,,marimo-team/mkdocs-marimo,mkdocs-marimo,['plugin'],code-exec-templating,https://github.com/marimo-team/mkdocs-marimo,https://github.com/marimo-team/mkdocs-marimo,Apache-2,2024-09-17 17:51:58,2025-10-01 15:11:17.000000,2025-09-01 11:48:45,23.0,1.0,2.0,6.0,24.0,13.0,11.0,79.0,2025-03-18 21:26:28,0.2.1,1.0,mkdocs plugin for reactive and interactive docs with marimo.,5.0,5.0,4.0,https://pypi.org/project/mkdocs-marimo,9765.0,9765.0,13,True,2.0,,,,,,,,,,,,,
114,mkdocs-live-edit-plugin,,live-edit,,eddyluten/mkdocs-live-edit-plugin,mkdocs-live-edit-plugin,['plugin'],nav-pages,https://github.com/EddyLuten/mkdocs-live-edit-plugin,https://github.com/EddyLuten/mkdocs-live-edit-plugin,MIT,2023-06-22 07:14:15,2025-02-23 21:33:54.000000,2025-02-23 21:32:37,30.0,,5.0,2.0,5.0,3.0,7.0,34.0,2025-02-23 21:33:54,0.3.1,10.0,An MkDocs plugin that allows editing pages directly from the browser.,17.0,17.0,4.0,https://pypi.org/project/mkdocs-live-edit-plugin,421.0,421.0,13,True,2.0,,,,,,,,,,,,,
115,mkdocs-diagrams,,diagrams,,zoni/mkdocs-diagrams,mkdocs-diagrams,['plugin'],charts,https://github.com/zoni/mkdocs-diagrams,https://github.com/zoni/mkdocs-diagrams,MIT,2020-05-16 10:44:25,2020-09-04 08:33:06.000000,2020-09-04 08:27:56,12.0,,3.0,2.0,1.0,1.0,2.0,31.0,,,,MkDocs plugin to render Diagrams files.,80.0,80.0,,https://pypi.org/project/mkdocs-diagrams,96895.0,96895.0,13,True,2.0,,,,,,,,,,,,,
116,Interactive Graph,,obsidian-interactive-graph,,daxcore/mkdocs-obsidian-interactive-graph-plugin,mkdocs-obsidian-interactive-graph-plugin,['plugin'],charts,https://github.com/daxcore/mkdocs-obsidian-interactive-graph-plugin,https://github.com/daxcore/mkdocs-obsidian-interactive-graph-plugin,MIT,2024-03-15 17:00:19,2025-09-07 08:22:05.000000,2025-09-07 08:21:17,39.0,1.0,4.0,1.0,2.0,,4.0,29.0,2024-12-14 16:27:16,0.3.0,4.0,"interactive graph for Material for MkDocs like Obsidian, refer demo:.",52.0,52.0,2.0,https://pypi.org/project/mkdocs-obsidian-interactive-graph-plugin,851.0,851.0,13,True,2.0,,,,,,,,,,,,,
117,Zettelkasten,zettelkasten-solarized-light,['zettelkasten'],,buvis/mkdocs-zettelkasten,mkdocs-zettelkasten,['theme'],theming,https://github.com/buvis/mkdocs-zettelkasten,https://github.com/buvis/mkdocs-zettelkasten,MIT,2021-11-24 19:48:08,2025-09-29 07:26:30.000000,2025-05-23 20:42:13,205.0,,3.0,1.0,56.0,19.0,14.0,20.0,2025-05-21 14:03:30,0.4.2,11.0,This is a Zettelkasten theme and plugin for MkDocs. It renders the MkDocs pages as cards (zettels).,6.0,6.0,4.0,https://pypi.org/project/mkdocs-zettelkasten,148.0,148.0,13,True,2.0,,,30.0,,,,,,,,,,
118,add-number,,add-number,,ignorantshr/mkdocs-add-number-plugin,mkdocs-add-number-plugin,['plugin'],html-css,https://github.com/ignorantshr/mkdocs-add-number-plugin,https://github.com/ignorantshr/mkdocs-add-number-plugin,MIT,2019-05-25 03:48:30,2020-06-17 07:23:03.000000,2020-06-11 09:35:38,31.0,,4.0,1.0,5.0,3.0,9.0,19.0,,,,MkDocs plugin to automatically number the headings (h1-h6) in each markdown page and the nav.,50.0,50.0,3.0,https://pypi.org/project/mkdocs-add-number-plugin,8649.0,8649.0,13,True,2.0,,,,,,,,,,,,,
119,ezglossary,,ezglossary,,realtimeprojects/mkdocs-ezglossary,mkdocs-ezglossary-plugin,['plugin'],links-refs,https://github.com/realtimeprojects/mkdocs-ezglossary,https://github.com/realtimeprojects/mkdocs-ezglossary,MIT,2023-08-31 10:00:21,2025-09-25 18:13:46.000000,2025-09-25 18:13:38,201.0,17.0,2.0,2.0,5.0,1.0,23.0,16.0,,,,Glossary support for mkdocs.,,,6.0,https://pypi.org/project/mkdocs-ezglossary-plugin,8381.0,8381.0,13,True,2.0,,,,,,,,,,,,,
120,mkdocs-alias-plugin,,alias,,eddyluten/mkdocs-alias-plugin,mkdocs-alias-plugin,['plugin'],links-refs,https://github.com/EddyLuten/mkdocs-alias-plugin,https://github.com/EddyLuten/mkdocs-alias-plugin,MIT,2022-02-13 01:23:30,2025-02-22 01:05:58.000000,2025-02-22 01:04:46,41.0,,4.0,2.0,6.0,4.0,11.0,16.0,2025-02-22 01:05:58,0.9.0,12.0,An MkDocs plugin allowing links to your pages using a custom alias.,36.0,36.0,4.0,https://pypi.org/project/mkdocs-alias-plugin,1767.0,1767.0,13,True,2.0,,,,,,,,,,,,,
121,mktheapidocs,,mktheapidocs,,greenape/mktheapidocs,mktheapidocs,['plugin'],api-docs,https://github.com/greenape/mktheapidocs,https://github.com/greenape/mktheapidocs,MIT,2018-09-11 13:02:30,2022-06-10 14:37:18.000000,2022-06-10 14:36:01,91.0,,3.0,1.0,64.0,10.0,6.0,12.0,2022-06-10 14:33:49,0.3.0,2.0,Numpydocs - mkdocs friendly markdown.,43.0,43.0,6.0,https://pypi.org/project/mktheapidocs,635.0,635.0,13,True,2.0,,,,,,,,,,,,,
122,file-filter,,file-filter,,DariuszPorowski/mkdocs-file-filter-plugin,mkdocs-file-filter-plugin,['plugin'],nav-pages,https://github.com/DariuszPorowski/mkdocs-file-filter-plugin,https://github.com/DariuszPorowski/mkdocs-file-filter-plugin,MIT,2023-02-01 20:21:43,2024-10-16 15:57:50.000000,2024-07-19 16:56:47,94.0,,4.0,2.0,244.0,5.0,8.0,10.0,2024-01-12 04:10:34,0.2.0,10.0,"A MkDocs plugin that lets you exclude/include docs files using globs, regexes, gitignore-style file and..",16.0,16.0,4.0,https://pypi.org/project/mkdocs-file-filter-plugin,4492.0,4495.0,13,True,2.0,,,99.0,,,,,,,,,,
123,markdown-version-annotations,,,,glennmatthews/markdown-version-annotations,markdown-version-annotations,['markdown'],snippets-include,https://github.com/glennmatthews/markdown-version-annotations,https://github.com/glennmatthews/markdown-version-annotations,MIT,2022-09-14 15:06:14,2024-05-06 16:44:29.000000,2024-05-06 16:43:16,8.0,,,3.0,,,2.0,8.0,2024-05-06 16:44:29,1.0.1,2.0,MkDocs plugin to add custom admonitions for documenting version differences.,84.0,84.0,,https://pypi.org/project/markdown-version-annotations,17085.0,17085.0,13,True,3.0,,markdown_version_annotations,26.0,,,,,,,,,,
124,Markdown Inline Graphviz,,,,cesaremorel/markdown-inline-graphviz,markdown-inline-graphviz-extension,['markdown'],markdown,https://github.com/cesaremorel/markdown-inline-graphviz,https://github.com/cesaremorel/markdown-inline-graphviz,MIT,2019-06-05 21:10:15,2024-01-16 17:52:15.000000,2024-01-16 17:52:15,39.0,,10.0,2.0,7.0,,9.0,5.0,2024-01-16 17:52:46,1.1.3,3.0,Render inline graphs with Markdown and Graphviz.,,,9.0,https://pypi.org/project/markdown-inline-graphviz-extension,255891.0,255891.0,13,True,2.0,,markdown_inline_graphviz,,,,,,,,,,,
125,mkdocs-exclude-unused-files,,exclude-unused-files,,JonasDoesThings/mkdocs-exclude-unused-files,mkdocs-exclude-unused-files,['plugin'],site-management,https://github.com/JonasDoesThings/mkdocs-exclude-unused-files,https://github.com/JonasDoesThings/mkdocs-exclude-unused-files,MIT,2023-02-26 19:22:19,2025-06-11 18:17:01.000000,2025-06-11 18:12:29,42.0,,2.0,1.0,4.0,,3.0,4.0,2025-06-11 18:17:46,1.4.1,5.0,Exclude orphaned (unused) static files from your mkdocs build.,23.0,23.0,4.0,https://pypi.org/project/mkdocs-exclude-unused-files,6088.0,6088.0,13,True,3.0,,,8.0,,,,,,,,,,
126,mkdocs-extra-sass-plugin,,extra-sass,,orzih/mkdocs-extra-sass-plugin,mkdocs-extra-sass-plugin,['plugin'],html-css,https://github.com/orzih/mkdocs-extra-sass-plugin,https://github.com/orzih/mkdocs-extra-sass-plugin,MIT,2021-01-30 04:11:09,2023-04-21 20:51:40.000000,2021-02-13 10:11:46,2.0,,4.0,,3.0,4.0,,3.0,2021-01-30 04:25:34,0.1.0,1.0,Adds stylesheets to your mkdocs site from Sass/SCSS.,75.0,75.0,,https://pypi.org/project/mkdocs-extra-sass-plugin,9424.0,9424.0,13,True,2.0,,,,,,,,,,,,,
127,MkAutoDoc,,,,tomchristie/mkautodoc,mkautodoc,['markdown'],api-docs,https://github.com/lovelydinosaur/mkautodoc,https://github.com/lovelydinosaur/mkautodoc,BSD,2019-10-09 10:40:33,2022-09-26 12:32:12.000000,2022-09-26 12:32:12,27.0,,18.0,8.0,20.0,7.0,11.0,229.0,,,,Auto documentation for MkDocs.,,,7.0,https://pypi.org/project/mkautodoc,11723.0,11723.0,12,True,3.0,,mkautodoc,,,,,,lovelydinosaur/mkautodoc,,,,,
128,Termynal,,termynal,,termynal/termynal.py,termynal,['plugin'],code-exec-templating,https://github.com/termynal/termynal.py,https://github.com/termynal/termynal.py,MIT,2020-11-12 19:59:40,2025-09-08 03:35:01.000000,2025-09-01 13:01:05,93.0,4.0,11.0,1.0,13.0,8.0,10.0,141.0,,,,Python markdown terminal. Built for mkdocs.,,,7.0,https://pypi.org/project/termynal,31242.0,31242.0,12,True,3.0,,,,,,,,,,,,,
129,Torillic,torillic,,,TEParsons/torillic,mkdocs-torillic,['theme'],theming,https://github.com/TEParsons/torillic,https://github.com/TEParsons/torillic,CC0-1.0,2020-12-12 15:08:51,2025-04-21 17:19:06.000000,2025-04-21 17:14:27,147.0,,87.0,4.0,2.0,2.0,11.0,117.0,2025-04-21 17:19:06,2.2.2,8.0,A D&D inspired theme for styling TTRPG notes and resources.,,,4.0,https://pypi.org/project/mkdocs-torillic,210.0,359.0,12,True,2.0,,,7927.0,,,,,,,,,,
130,roamlinks,,roamlinks,,Jackiexiao/mkdocs-roamlinks-plugin,mkdocs-roamlinks-plugin,['plugin'],links-refs,https://github.com/Jackiexiao/mkdocs-roamlinks-plugin,https://github.com/Jackiexiao/mkdocs-roamlinks-plugin,MIT,2020-09-05 02:15:33,2023-06-08 06:20:32.000000,2023-06-08 06:20:31,33.0,,14.0,3.0,11.0,,,53.0,,,,An MkDocs plugin that automagically generates relative links between markdown pages.,,,9.0,https://pypi.org/project/mkdocs-roamlinks-plugin,13462.0,13462.0,12,True,3.0,,,,,,,,,,,,,
131,multirepo,,,,wilhelmer/mkdocs-multirepo,mkdocs-multirepo,[],site-management,https://github.com/wilhelmer/mkdocs-multirepo,https://github.com/wilhelmer/mkdocs-multirepo,MIT,2020-07-08 12:11:47,2024-01-04 14:10:16.000000,2024-01-04 14:08:12,43.0,,2.0,5.0,1.0,,6.0,44.0,2024-01-04 14:10:16,0.5.2,3.0,"A bit like monorepo, but keeps MkDocs projects separate.",3.0,3.0,3.0,https://pypi.org/project/mkdocs-multirepo,246.0,246.0,12,True,3.0,,,,,,,,,,,,,
132,newsletter,,mkdocs-newsletter,,lyz-code/mkdocs-newsletter,mkdocs-newsletter,['plugin'],blogging,https://github.com/lyz-code/mkdocs-newsletter,https://github.com/lyz-code/mkdocs-newsletter,GPL-3.0,2021-02-10 16:13:44,2024-05-27 12:10:11.000000,2024-05-27 12:09:03,299.0,,2.0,3.0,101.0,3.0,7.0,33.0,,,,Automatically create newsletters from the changes in a mkdocs repository.,51.0,51.0,3.0,https://pypi.org/project/mkdocs-newsletter,304.0,304.0,12,True,3.0,,,,,,,,,,,,,
133,mkdocs-typer,,,,bruce-szalwinski/mkdocs-typer,mkdocs-typer,['markdown'],api-docs,https://github.com/bruce-szalwinski/mkdocs-typer,https://github.com/bruce-szalwinski/mkdocs-typer,Apache-2.0,2021-01-25 17:46:54,2023-06-21 16:32:56.000000,2023-06-21 16:32:25,22.0,,2.0,1.0,13.0,6.0,3.0,31.0,2023-06-21 16:32:56,0.0.3,3.0,An MkDocs extension to generate documentation for Typer command line applications.,,,,https://pypi.org/project/mkdocs-typer,22579.0,22579.0,12,True,3.0,,mkdocs-typer,,,,,,,,,,,
134,exclude-search,,exclude-search,,chrieke/mkdocs-exclude-search,mkdocs-exclude-search,['plugin'],search-toc,https://github.com/chrieke/mkdocs-exclude-search,https://github.com/chrieke/mkdocs-exclude-search,MIT,2020-10-11 23:10:29,2023-12-04 02:34:50.000000,2023-12-04 02:34:50,136.0,,2.0,2.0,30.0,,17.0,29.0,2023-11-20 18:24:40,0.6.6,18.0,A mkdocs plugin that excludes selected chapters from the docs search index.,,,6.0,https://pypi.org/project/mkdocs-exclude-search,50404.0,50404.0,12,True,2.0,,,16.0,,,,,,,,,,
