,name,mkdocs_theme,mkdocs_plugin,extra_dependencies,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,markdown_extension,trending,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,shadowed,gitlab_id,gitlab_url,bitbucket_id
90,ezlinks,,ezlinks,,orbikm/mkdocs-ezlinks-plugin,mkdocs-ezlinks-plugin,['plugin'],links-refs,https://github.com/orbikm/mkdocs-ezlinks-plugin,https://github.com/orbikm/mkdocs-ezlinks-plugin,MIT,2021-02-10 23:10:38,2024-07-25 22:16:38.000000,2022-01-24 19:59:04,40.0,,14.0,2.0,25.0,10.0,14.0,34.0,2022-01-24 20:08:01,_0.1.14,14.0,Plugin for mkdocs which enables easier linking between pages.,113.0,113.0,,https://pypi.org/project/mkdocs-ezlinks-plugin,4458.0,4461.0,15,True,2.0,,,156.0,,,,,,,,
91,YAML metadata,,,,sivakov512/python-markdown-full-yaml-metadata,markdown-full-yaml-metadata,['markdown'],markdown,https://github.com/sivakov512/python-markdown-full-yaml-metadata,https://github.com/sivakov512/python-markdown-full-yaml-metadata,MIT,2017-10-17 05:14:19,2024-07-03 23:00:25.000000,2024-07-03 23:00:01,101.0,1.0,4.0,4.0,28.0,3.0,7.0,20.0,2023-01-08 23:24:53,2.2.1,8.0,YAML metadata extension for Python-Markdown.,84.0,84.0,7.0,https://pypi.org/project/markdown-full-yaml-metadata,1394.0,1394.0,15,True,2.0,full_yaml_metadata,,,,,,,,,,
92,file-filter,,file-filter,,DariuszPorowski/mkdocs-file-filter-plugin,mkdocs-file-filter-plugin,['plugin'],nav-pages,https://github.com/DariuszPorowski/mkdocs-file-filter-plugin,https://github.com/DariuszPorowski/mkdocs-file-filter-plugin,MIT,2023-02-01 20:21:43,2024-07-31 15:55:31.000000,2024-07-19 16:56:47,94.0,4.0,3.0,3.0,230.0,3.0,8.0,8.0,2024-01-12 04:10:34,0.2.0,10.0,"A MkDocs plugin that lets you exclude/include docs files using globs, regexes, gitignore-style file and..",12.0,12.0,4.0,https://pypi.org/project/mkdocs-file-filter-plugin,4803.0,4805.0,15,True,2.0,,,42.0,,,,,,,,
93,mkdocs-pandoc,,,,jgrassler/mkdocs-pandoc,mkdocs-pandoc,[],site-conversion,https://github.com/jgrassler/mkdocs-pandoc,https://github.com/jgrassler/mkdocs-pandoc,Apache-2.0,2015-12-01 13:55:25,2018-11-08 16:57:49.000000,2016-03-14 20:16:57,25.0,,22.0,9.0,8.0,13.0,10.0,107.0,,,,[unmaintained] mkdocs - pandoc converter: use this fork https://github.com/twardoch/mkdocs-combine.,51.0,51.0,4.0,https://pypi.org/project/mkdocs-pandoc,235.0,235.0,14,True,3.0,,,,,,,,,,,
94,Windmill,windmill,,,gristlabs/mkdocs-windmill,mkdocs-windmill,['theme'],theming,https://github.com/gristlabs/mkdocs-windmill,https://github.com/gristlabs/mkdocs-windmill,,2017-05-15 03:51:22,2022-12-09 08:16:24.000000,2022-03-11 19:50:40,79.0,,47.0,4.0,34.0,15.0,16.0,102.0,,,,Outstanding mkdocs theme with a focus on navigation and usability.,309.0,309.0,8.0,https://pypi.org/project/mkdocs-windmill,3250.0,3250.0,14,True,2.0,,,,,,,,,,,
95,Termynal,,termynal,,termynal/termynal.py,termynal,['plugin'],code-exec-templating,https://github.com/termynal/termynal.py,https://github.com/termynal/termynal.py,MIT,2020-11-12 19:59:40,2024-06-01 20:31:46.000000,2024-06-01 20:31:17,79.0,1.0,8.0,1.0,7.0,8.0,8.0,90.0,,,,Python markdown terminal. Built for mkdocs.,197.0,197.0,5.0,https://pypi.org/project/termynal,5232.0,5232.0,14,True,2.0,,,,,,,,,,,
96,same-dir,,same-dir,,oprypin/mkdocs-same-dir,mkdocs-same-dir,['plugin'],site-management,https://github.com/oprypin/mkdocs-same-dir,https://github.com/oprypin/mkdocs-same-dir,MIT,2020-04-26 17:38:21,2024-02-11 18:54:41.000000,2024-02-03 21:51:04,46.0,,2.0,3.0,2.0,,6.0,34.0,,,,MkDocs plugin to allow placing mkdocs.yml in the same directory as documentation.,316.0,316.0,2.0,https://pypi.org/project/mkdocs-same-dir,29153.0,29153.0,14,True,2.0,,,,,,,,,,,
97,Lightgallery,,,,g-provost/lightgallery-markdown,lightgallery,['markdown'],charts,https://github.com/g-provost/lightgallery-markdown,https://github.com/g-provost/lightgallery-markdown,MIT,2017-12-19 10:35:49,2023-10-07 06:38:59.000000,2023-10-07 06:38:59,23.0,,4.0,3.0,5.0,6.0,5.0,26.0,2021-02-15 09:47:09,0.5,1.0,Markdown extension to wrap images in a lightbox.,94.0,94.0,6.0,https://pypi.org/project/lightgallery,4067.0,4067.0,14,True,2.0,lightgallery,,,,,,,,,,
98,mkdocs-open-in-new-tab,,open-in-new-tab,,JakubAndrysek/mkdocs-open-in-new-tab,mkdocs-open-in-new-tab,['plugin'],links-refs,https://github.com/JakubAndrysek/mkdocs-open-in-new-tab,https://github.com/JakubAndrysek/mkdocs-open-in-new-tab,MIT,2023-03-26 20:25:28,2024-06-18 07:13:04.000000,2024-06-18 07:12:23,17.0,2.0,2.0,2.0,1.0,2.0,1.0,22.0,2023-10-24 19:55:54,1.0.3,2.0,This plugin adds JS to open outgoing links and PDFs in a new tab.,226.0,226.0,,https://pypi.org/project/mkdocs-open-in-new-tab,23663.0,23663.0,14,True,2.0,,,,,,,,,,,
99,MkDocs Merge,,,,ovasquez/mkdocs-merge,mkdocs-merge,[],site-management,https://github.com/ovasquez/mkdocs-merge,https://github.com/ovasquez/mkdocs-merge,MIT,2017-06-06 21:33:22,2024-07-31 05:18:22.000000,2024-07-31 05:16:50,29.0,2.0,5.0,1.0,11.0,5.0,4.0,22.0,2024-07-31 05:18:22,0.9.0,7.0,Merge the source of multiple MkDocs sites into a single one.,5.0,5.0,3.0,https://pypi.org/project/mkdocs-merge,1609.0,1609.0,14,True,2.0,,,,,,,,,,,
100,mkdocs-embed-external-markdown,,external-markdown,,fire1ce/mkdocs-embed-external-markdown,mkdocs-embed-external-markdown,['plugin'],snippets-include,https://github.com/fire1ce/mkdocs-embed-external-markdown,https://github.com/fire1ce/mkdocs-embed-external-markdown,MIT,2022-02-24 10:21:12,2024-02-26 12:22:24.000000,2024-02-26 12:22:17,100.0,,7.0,2.0,6.0,,11.0,9.0,2024-02-26 12:17:17,3.0.2,4.0,MkDocs Embed External Markdown plugin that allow to inject section or all full markdown content from a given url. The..,117.0,117.0,6.0,https://pypi.org/project/mkdocs-embed-external-markdown,6824.0,6824.0,14,True,3.0,,,,,,,,,,,
101,mkdocs-diagrams,,diagrams,,zoni/mkdocs-diagrams,mkdocs-diagrams,['plugin'],charts,https://github.com/zoni/mkdocs-diagrams,https://github.com/zoni/mkdocs-diagrams,MIT,2020-05-16 10:44:25,2020-09-04 08:33:06.000000,2020-09-04 08:27:56,12.0,,3.0,3.0,1.0,1.0,2.0,26.0,,,,MkDocs plugin to render Diagrams files.,62.0,62.0,,https://pypi.org/project/mkdocs-diagrams,20394.0,20394.0,13,True,2.0,,,,,,,,,,,
102,pheasant,,pheasant,,daizutabi/pheasant,pheasant,['plugin'],code-exec-templating,https://github.com/daizutabi/pheasant,https://github.com/daizutabi/pheasant,MIT,2017-12-25 12:14:27,2020-12-19 23:21:44.000000,2020-12-19 23:21:31,841.0,,9.0,3.0,4.0,,11.0,16.0,,,,Documentation tool for Markdown conversion by Jupyter client.,50.0,50.0,4.0,https://pypi.org/project/pheasant,559.0,559.0,13,True,3.0,,,,,,,,,,,
103,mkdocs-link-embeds,,link-embeds,,Aetherinox/mkdocs-link-embeds,mkdocs-link-embeds-plugin,['plugin'],html-css,https://github.com/Aetherinox/mkdocs-link-embeds,https://github.com/Aetherinox/mkdocs-link-embeds,MIT,2024-03-18 13:09:53,2024-08-08 14:50:47.000000,2024-08-08 05:23:03,198.0,21.0,,1.0,2.0,,,5.0,2024-08-08 03:22:13,0.2.0,8.0,"Mkdocs plugin which displays links in a more elegant way. Links will automatically be populated with an image,..",4.0,4.0,,https://pypi.org/project/mkdocs-link-embeds-plugin,423.0,424.0,13,True,2.0,,1.0,7.0,,,,,,,,
104,Markdown Inline Graphviz,,,,cesaremorel/markdown-inline-graphviz,markdown-inline-graphviz-extension,['markdown'],markdown,https://github.com/cesaremorel/markdown-inline-graphviz,https://github.com/cesaremorel/markdown-inline-graphviz,MIT,2019-06-05 21:10:15,2024-01-16 17:52:15.000000,2024-01-16 17:52:15,39.0,,8.0,2.0,5.0,,7.0,5.0,2024-01-16 17:52:46,1.1.3,3.0,Render inline graphs with Markdown and Graphviz.,,,9.0,https://pypi.org/project/markdown-inline-graphviz-extension,211557.0,211557.0,13,True,2.0,markdown_inline_graphviz,,,,,,,,,,
105,user-defined-values,,user-defined-values,,rahult/mkdocs-user-defined-values,mkdocs-user-defined-values,['plugin'],code-exec-templating,https://github.com/rahult/mkdocs-user-defined-values,https://github.com/rahult/mkdocs-user-defined-values,MIT,2020-01-05 09:26:06,2022-12-26 21:35:05.000000,2022-07-10 05:32:27,36.0,,3.0,3.0,13.0,,1.0,4.0,2020-04-21 10:59:01,0.0.5,4.0,MkDocs User Defined Values.,14.0,14.0,3.0,https://pypi.org/project/mkdocs-user-defined-values,1142.0,1142.0,13,True,3.0,,1.0,10.0,,,,,,,,
106,mkdocs_safe_text,,mkdocs_safe_text,,raimon49/mkdocs-safe-text-plugin,mkdocs-safe-text-plugin,['plugin'],html-css,https://github.com/raimon49/mkdocs-safe-text-plugin,https://github.com/raimon49/mkdocs-safe-text-plugin,BSD-2-Clause,2018-01-20 11:15:30,2024-07-22 10:46:22.000000,2024-07-22 10:45:28,222.0,18.0,,3.0,37.0,,,3.0,2024-07-22 10:46:43,-1.6.1,17.0,Plugin for safe text editing with MKDocs.,8.0,8.0,2.0,https://pypi.org/project/mkdocs-safe-text-plugin,838.0,838.0,13,True,2.0,,,,,,,,,,,
107,mkdocs-exclude-unused-files,,exclude-unused-files,,JonasDoesThings/mkdocs-exclude-unused-files,mkdocs-exclude-unused-files,['plugin'],site-management,https://github.com/JonasDoesThings/mkdocs-exclude-unused-files,https://github.com/JonasDoesThings/mkdocs-exclude-unused-files,MIT,2023-02-26 19:22:19,2024-06-09 16:30:06.000000,2024-06-09 16:25:33,34.0,8.0,1.0,1.0,3.0,,2.0,3.0,2024-06-09 16:30:34,1.4.0,4.0,Exclude orphaned (unused) static files from your mkdocs build.,12.0,12.0,3.0,https://pypi.org/project/mkdocs-exclude-unused-files,1870.0,1870.0,13,True,3.0,,,,,,,,,,,
108,roamlinks,,roamlinks,,Jackiexiao/mkdocs-roamlinks-plugin,mkdocs-roamlinks-plugin,['plugin'],links-refs,https://github.com/Jackiexiao/mkdocs-roamlinks-plugin,https://github.com/Jackiexiao/mkdocs-roamlinks-plugin,MIT,2020-09-05 02:15:33,2023-06-08 06:20:32.000000,2023-06-08 06:20:31,33.0,,15.0,3.0,11.0,,,49.0,,,,An MkDocs plugin that automagically generates relative links between markdown pages.,,,9.0,https://pypi.org/project/mkdocs-roamlinks-plugin,8834.0,8834.0,12,True,2.0,,,,,,,,,,,
109,markdownmermaid,,markdownmermaid,,pugong/mkdocs-mermaid-plugin,mkdocs-mermaid-plugin,['plugin'],charts,https://github.com/pugong/mkdocs-mermaid-plugin,https://github.com/pugong/mkdocs-mermaid-plugin,MIT,2018-11-28 13:09:20,2020-03-06 16:12:45.000000,2019-05-26 05:43:37,9.0,,15.0,3.0,6.0,2.0,4.0,26.0,,,,A MkDocs plugin that support mermaid graph in markdown file.,90.0,90.0,2.0,https://pypi.org/project/mkdocs-mermaid-plugin,6338.0,6338.0,12,True,2.0,,,,,,,,,,,
110,Blogs for MkDocs,,blog,,fmaida/mkdocs-blog-plugin,mkdocs-blog-plugin,['plugin'],blogging,https://github.com/fmaida/mkdocs-blog-plugin,https://github.com/fmaida/mkdocs-blog-plugin,MIT,2020-01-19 13:38:21,2020-04-13 08:11:37.000000,2020-04-13 08:11:31,21.0,,4.0,4.0,,1.0,1.0,17.0,,,,This plugin for MkDocs allows to keeps a really simple blog section inside your documentation site.,112.0,112.0,,https://pypi.org/project/mkdocs-blog-plugin,2435.0,2435.0,12,True,3.0,,,,,,,,['mkdocs_plugin'],,,
111,Autolink References,,autolink_references,,theskumar/autolink-references-mkdocs-plugin,autolink-references-mkdocs-plugin,['plugin'],links-refs,https://github.com/theskumar/autolink-references-mkdocs-plugin,https://github.com/theskumar/autolink-references-mkdocs-plugin,MIT,2020-10-15 05:47:46,2024-06-07 21:44:55.000000,2023-12-28 18:41:22,14.0,,6.0,4.0,6.0,1.0,3.0,17.0,2023-12-28 18:21:54,0.2.2,1.0,mkdocs plugin to provides GitHub like autolink references in Mkdocs.,8.0,8.0,3.0,https://pypi.org/project/autolink-references-mkdocs-plugin,6048.0,6048.0,12,True,2.0,,,,,,,,,,,
112,mktheapidocs,,mktheapidocs,,greenape/mktheapidocs,mktheapidocs,['plugin'],api-docs,https://github.com/greenape/mktheapidocs,https://github.com/greenape/mktheapidocs,MIT,2018-09-11 13:02:30,2022-06-10 14:37:18.000000,2022-06-10 14:36:01,91.0,,3.0,2.0,64.0,10.0,6.0,12.0,2022-06-10 14:33:49,0.3.0,2.0,Numpydocs - mkdocs friendly markdown.,42.0,42.0,6.0,https://pypi.org/project/mktheapidocs,429.0,429.0,12,True,3.0,,,,,,,,,,,
113,mkdocs-alias-plugin,,alias,,eddyluten/mkdocs-alias-plugin,mkdocs-alias-plugin,['plugin'],links-refs,https://github.com/EddyLuten/mkdocs-alias-plugin,https://github.com/EddyLuten/mkdocs-alias-plugin,MIT,2022-02-13 01:23:30,2024-04-22 03:39:27.000000,2024-04-22 03:39:25,34.0,,2.0,2.0,3.0,2.0,7.0,11.0,2024-04-08 14:48:04,0.8.1,11.0,An MkDocs plugin allowing links to your pages using a custom alias.,17.0,17.0,3.0,https://pypi.org/project/mkdocs-alias-plugin,930.0,930.0,12,True,2.0,,,,,,,,,,,
114,mkdocs-nav-weight,,mkdocs-nav-weight,,shu307/mkdocs-nav-weight,mkdocs-nav-weight,['plugin'],nav-pages,https://github.com/shu307/mkdocs-nav-weight,https://github.com/shu307/mkdocs-nav-weight,MIT,2022-08-28 04:55:37,2023-11-17 07:26:12.000000,2023-11-17 07:26:06,30.0,,2.0,2.0,2.0,,1.0,8.0,2023-11-17 05:32:31,0.2.0,8.0,"A simple mkdocs plugin, enables to organize Navigation in a more markdownic way.",62.0,62.0,3.0,https://pypi.org/project/mkdocs-nav-weight,6980.0,6980.0,12,True,2.0,,,,,,,,,,,
115,pdf-with-js,,pdf-with-js,,smaxtec/mkdocs-pdf-with-js-plugin,mkdocs-pdf-with-js-plugin,['plugin'],site-conversion,https://github.com/smaxtec/mkdocs-pdf-with-js-plugin,https://github.com/smaxtec/mkdocs-pdf-with-js-plugin,MIT,2020-06-04 09:48:18,2021-07-23 08:52:22.000000,2021-07-23 08:52:22,13.0,,2.0,5.0,3.0,1.0,,7.0,2021-07-16 06:35:39,0.1.3,3.0,A MkDocs plugin that exports your documentation as PDF with rendered JavaScript content.,12.0,12.0,4.0,https://pypi.org/project/mkdocs-pdf-with-js-plugin,1147.0,1147.0,12,True,3.0,,,,,,,,,,,
116,markdown-version-annotations,,,,glennmatthews/markdown-version-annotations,markdown-version-annotations,['markdown'],snippets-include,https://github.com/glennmatthews/markdown-version-annotations,https://github.com/glennmatthews/markdown-version-annotations,MIT,2022-09-14 15:06:14,2024-05-06 16:44:29.000000,2024-05-06 16:43:16,8.0,,,3.0,,,2.0,5.0,2024-05-06 16:44:29,1.0.1,2.0,MkDocs plugin to add custom admonitions for documenting version differences.,12.0,12.0,,https://pypi.org/project/markdown-version-annotations,2839.0,2839.0,12,True,3.0,markdown_version_annotations,,13.0,,,,,,,,
117,MkDocs Backend for Foliant,,,,foliant-docs/foliantcontrib.mkdocs,foliantcontrib.mkdocs,[],integrations,https://github.com/foliant-docs/foliantcontrib.mkdocs,https://github.com/foliant-docs/foliantcontrib.mkdocs,MIT,2017-12-14 04:55:02,2022-12-12 07:42:43.000000,2022-12-12 07:41:42,88.0,,3.0,4.0,12.0,,1.0,3.0,2022-12-12 07:42:43,1.0.15,2.0,MkDocs backend for Foliant.,32.0,32.0,5.0,https://pypi.org/project/foliantcontrib.mkdocs,178.0,178.0,12,True,3.0,,,,,,,,,,,
118,MarkdownSuperscript,,,,jambonrose/markdown_superscript_extension,MarkdownSuperscript,['markdown'],markdown,https://github.com/jambonrose/markdown_superscript_extension,https://github.com/jambonrose/markdown_superscript_extension,BSD-2-Clause,2014-07-23 02:24:51,2022-12-27 15:35:12.000000,2018-12-02 17:21:33,82.0,,3.0,2.0,56.0,1.0,3.0,2.0,2018-10-09 23:38:17,2.1.1,5.0,An extension to the Python Markdown package enabling superscript text.,44.0,44.0,2.0,https://pypi.org/project/MarkdownSuperscript,1337.0,1337.0,12,True,2.0,superscript,,,,,,,,,,
119,Markdown Checklist,,,,FND/markdown-checklist,markdown-checklist,['markdown'],markdown,https://github.com/FND/markdown-checklist,https://github.com/FND/markdown-checklist,MIT,2013-09-01 12:35:20,2022-07-29 13:10:44.000000,2022-07-29 13:08:47,26.0,,31.0,8.0,10.0,1.0,7.0,78.0,,,,Python Markdown extension for lists of tasks with checkboxes.,,,2.0,https://pypi.org/project/markdown-checklist,5569.0,5569.0,11,True,2.0,markdown_checklist.extension,,,,,,,,,,
120,multirepo,,,,wilhelmer/mkdocs-multirepo,mkdocs-multirepo,[],site-management,https://github.com/wilhelmer/mkdocs-multirepo,https://github.com/wilhelmer/mkdocs-multirepo,MIT,2020-07-08 12:11:47,2024-01-04 14:10:16.000000,2024-01-04 14:08:12,43.0,,2.0,6.0,1.0,,6.0,38.0,2024-01-04 14:10:16,0.5.2,3.0,"A bit like monorepo, but keeps MkDocs projects separate.",1.0,1.0,3.0,https://pypi.org/project/mkdocs-multirepo,517.0,517.0,11,True,3.0,,,,,,,,,,,
121,newsletter,,mkdocs-newsletter,,lyz-code/mkdocs-newsletter,mkdocs-newsletter,['plugin'],blogging,https://github.com/lyz-code/mkdocs-newsletter,https://github.com/lyz-code/mkdocs-newsletter,GPL-3.0,2021-02-10 16:13:44,2024-05-27 12:10:11.000000,2024-05-27 12:09:03,299.0,2.0,2.0,4.0,101.0,3.0,7.0,30.0,,,,Automatically create newsletters from the changes in a mkdocs repository.,45.0,45.0,3.0,https://pypi.org/project/mkdocs-newsletter,878.0,878.0,11,True,3.0,,-1.0,,,,,,,,,
122,MkRefs,,mkrefs,,DerwenAI/mkrefs,mkrefs,['plugin'],nav-pages,https://github.com/DerwenAI/mkrefs,https://github.com/DerwenAI/mkrefs,MIT,2021-05-10 15:58:53,2024-07-10 08:55:13.000000,2023-08-31 15:32:44,51.0,,,4.0,11.0,,,30.0,2021-06-27 17:55:28,0.2.0,2.0,MkDocs plugin to generate semantic reference Markdown pages from a knowledge graph.,4.0,4.0,2.0,https://pypi.org/project/mkrefs,51.0,51.0,11,True,2.0,,,,,,,,,,,
123,mkdocs-typer,,,,bruce-szalwinski/mkdocs-typer,mkdocs-typer,['markdown'],api-docs,https://github.com/bruce-szalwinski/mkdocs-typer,https://github.com/bruce-szalwinski/mkdocs-typer,Apache-2.0,2021-01-25 17:46:54,2023-06-21 16:32:56.000000,2023-06-21 16:32:25,22.0,,2.0,2.0,13.0,4.0,3.0,28.0,2023-06-21 16:32:56,0.0.3,3.0,An MkDocs extension to generate documentation for Typer command line applications.,,,,https://pypi.org/project/mkdocs-typer,7487.0,7487.0,11,True,3.0,mkdocs-typer,,,,,,,,,,
124,add-number,,add-number,,ignorantshr/mkdocs-add-number-plugin,mkdocs-add-number-plugin,['plugin'],html-css,https://github.com/ignorantshr/mkdocs-add-number-plugin,https://github.com/ignorantshr/mkdocs-add-number-plugin,MIT,2019-05-25 03:48:30,2020-06-17 07:23:03.000000,2020-06-11 09:35:38,31.0,,3.0,2.0,4.0,2.0,9.0,16.0,,,,MkDocs plugin to automatically number the headings (h1-h6) in each markdown page and the nav.,38.0,38.0,3.0,https://pypi.org/project/mkdocs-add-number-plugin,6424.0,6424.0,11,True,3.0,,,,,,,,,,,
125,mkdocs-site-urls,,site-urls,,OctoPrint/mkdocs-site-urls,mkdocs-site-urls,['plugin'],links-refs,https://github.com/OctoPrint/mkdocs-site-urls,https://github.com/OctoPrint/mkdocs-site-urls,MIT,2023-07-28 11:55:04,2023-07-31 09:20:53.000000,2023-07-31 09:20:53,8.0,,1.0,2.0,,1.0,1.0,15.0,2023-07-31 09:00:30,0.2.0,2.0,A MkDocs plugin that adds support for site-relative `site:` URLs.,15.0,15.0,,https://pypi.org/project/mkdocs-site-urls,8381.0,8381.0,11,True,3.0,,,,,,,,,,,
126,Lantana,lantana,,,WSOFT-Project/lantana,lantana,['theme'],theming,https://github.com/WSOFT-Project/lantana,https://github.com/WSOFT-Project/lantana,MIT,2022-10-27 17:47:25,2024-07-12 09:55:40.000000,2024-05-12 03:18:12,119.0,2.0,,1.0,38.0,1.0,18.0,12.0,2024-05-06 17:51:11,2.9.8,30.0,Lantana MKDocsHTML.,4.0,4.0,3.0,https://pypi.org/project/lantana,901.0,913.0,11,True,2.0,,-2.0,268.0,,,,,,,,
127,placeholder,,placeholder,,six-two/mkdocs-placeholder-plugin,mkdocs-placeholder-plugin,['plugin'],code-exec-templating,https://github.com/six-two/mkdocs-placeholder-plugin,https://github.com/six-two/mkdocs-placeholder-plugin,MIT,2022-07-24 08:54:44,2024-07-13 10:37:39.000000,2024-07-13 10:37:32,221.0,27.0,3.0,1.0,1.0,,7.0,12.0,,,,Add placeholders to your MkDocs pages.,,,2.0,https://pypi.org/project/mkdocs-placeholder-plugin,1723.0,1723.0,11,True,3.0,,,,,,,,,,,
128,Ivory,ivory,,,daizutabi/mkdocs-ivory,mkdocs-ivory,['theme'],theming,https://github.com/daizutabi/mkdocs-ivory,https://github.com/daizutabi/mkdocs-ivory,MIT,2019-04-14 14:07:26,2020-06-16 07:35:02.000000,2020-06-16 07:34:55,58.0,,4.0,1.0,1.0,2.0,3.0,10.0,,,,Ivory theme for MkDocs.,85.0,85.0,2.0,https://pypi.org/project/mkdocs-ivory,1738.0,1738.0,11,True,2.0,,,,,,,,,,,
129,unused-files,,unused_files,,wilhelmer/mkdocs-unused-files,mkdocs-unused-files,['plugin'],links-refs,https://github.com/wilhelmer/mkdocs-unused-files,https://github.com/wilhelmer/mkdocs-unused-files,MIT,2022-12-14 20:47:40,2023-07-17 15:18:12.000000,2023-07-17 15:12:19,27.0,,1.0,1.0,1.0,,8.0,8.0,2023-07-17 15:18:12,0.2.0,9.0,An MkDocs plugin to find unused (orphaned) files in your project.,22.0,22.0,2.0,https://pypi.org/project/mkdocs-unused-files,3143.0,3143.0,11,True,3.0,,,,,,,,,,,
130,mkdocs-mdpo,,mdpo,,mondeja/mkdocs-mdpo-plugin,mkdocs-mdpo-plugin,['plugin'],i18n-l10n,https://github.com/mondeja/mkdocs-mdpo-plugin,https://github.com/mondeja/mkdocs-mdpo-plugin,BSD-3-Clause,2021-04-26 14:53:13,2024-06-10 11:29:51.000000,2024-06-10 11:29:51,108.0,1.0,5.0,2.0,30.0,13.0,24.0,7.0,2022-06-10 13:17:02,0.0.27,27.0,Mkdocs translation plugin using PO files.,,,4.0,https://pypi.org/project/mkdocs-mdpo-plugin,358.0,362.0,11,True,3.0,,,163.0,,,,,,,,
131,Bootstrap 4,bootstrap4,"['bootstrap4-blockquotes', 'bootstrap4-tables']",,LukeCarrier/mkdocs-theme-bootstrap4,mkdocs-theme-bootstrap4,['theme'],theming,https://github.com/LukeCarrier/mkdocs-theme-bootstrap4,https://github.com/LukeCarrier/mkdocs-theme-bootstrap4,MIT,2019-10-02 20:24:05,2024-06-07 22:54:16.000000,2024-06-07 22:48:08,72.0,23.0,,2.0,33.0,1.0,4.0,6.0,2020-04-18 18:52:05,0.4.0,3.0,A vanilla Bootstrap 4 theme for MkDocs.,7.0,7.0,3.0,https://pypi.org/project/mkdocs-theme-bootstrap4,140.0,140.0,11,True,2.0,,,,,,,,['mkdocs_theme'],,,
132,mkdocs-extra-sass-plugin,,extra-sass,,orzih/mkdocs-extra-sass-plugin,mkdocs-extra-sass-plugin,['plugin'],html-css,https://github.com/orzih/mkdocs-extra-sass-plugin,https://github.com/orzih/mkdocs-extra-sass-plugin,MIT,2021-01-30 04:11:09,2023-04-21 20:51:40.000000,2021-02-13 10:11:46,2.0,,2.0,,2.0,4.0,,3.0,2021-01-30 04:25:34,0.1.0,1.0,Adds stylesheets to your mkdocs site from Sass/SCSS.,43.0,43.0,,https://pypi.org/project/mkdocs-extra-sass-plugin,5296.0,5296.0,11,True,3.0,,,,,,,,,,,
133,MarkdownSubscript,,,,jambonrose/markdown_subscript_extension,MarkdownSubscript,['markdown'],markdown,https://github.com/jambonrose/markdown_subscript_extension,https://github.com/jambonrose/markdown_subscript_extension,BSD-2-Clause,2014-07-29 13:25:32,2022-12-27 15:35:33.000000,2018-12-02 17:22:16,52.0,,1.0,2.0,62.0,2.0,3.0,3.0,2018-10-10 00:13:20,2.1.1,5.0,An extension to the Python Markdown package enabling subscript text.,57.0,57.0,2.0,https://pypi.org/project/MarkdownSubscript,199.0,199.0,11,True,2.0,subscript,,,,,,,,,,
134,Mdx Include,,,,neurobin/mdx_include,mdx-include,['markdown'],snippets-include,https://github.com/neurobin/mdx_include,https://github.com/neurobin/mdx_include,,2018-09-19 21:01:21,2024-03-16 01:40:10.000000,2022-07-26 05:42:09,70.0,,3.0,4.0,3.0,4.0,5.0,53.0,,,,Python Markdown extension to include local or remote files.,,,3.0,https://pypi.org/project/mdx-include,26232.0,26232.0,10,True,3.0,mdx_include,,,,,,,,,,
135,docutools,,"['lcd-find-pages', 'lcd-custom-dir', 'lcd-blacklist', 'lcd-lp', 'lcd-md-replace', 'lcd-page-tree', 'lcd-stats']",,axiros/docutools,docutools,['plugin'],charts,https://github.com/axiros/docutools,https://github.com/axiros/docutools,BSD-2-Clause,2021-10-04 21:36:07,2023-09-04 16:57:48.000000,2023-09-04 16:57:44,438.0,,,7.0,,1.0,1.0,23.0,,,,Dev Centric Tools for Mkdocs Based Documentation.,7.0,7.0,3.0,https://pypi.org/project/docutools,176.0,176.0,10,True,2.0,,,,,,,,,,,
136,MkDocs Img2Fig Plugin,,img2fig,,stuebersystems/mkdocs-img2fig-plugin,mkdocs-img2fig-plugin,['plugin'],charts,https://github.com/stuebersystems/mkdocs-img2fig-plugin,https://github.com/stuebersystems/mkdocs-img2fig-plugin,MIT,2019-05-09 09:48:11,2022-04-15 06:05:55.000000,2020-07-14 09:36:02,8.0,,7.0,3.0,3.0,2.0,1.0,20.0,,,,A MkDocs plugin that converts markdown encoded images into figure elements.,119.0,119.0,2.0,https://pypi.org/project/mkdocs-img2fig-plugin,1805.0,1805.0,10,True,2.0,,,,,,,,,,,
137,snippet,,snippet,,mprivat/mkdocs-snippet-plugin,mkdocs-snippet-plugin,['plugin'],snippets-include,https://github.com/mprivat/mkdocs-snippet-plugin,https://github.com/mprivat/mkdocs-snippet-plugin,MIT,2019-02-27 18:43:14,2021-10-21 22:55:54.000000,2021-10-21 22:55:54,10.0,,3.0,3.0,2.0,3.0,4.0,12.0,,,,An mkdocs plugin that injects snippets from a file in a git repository.,17.0,17.0,3.0,https://pypi.org/project/mkdocs-snippet-plugin,1055.0,1055.0,10,True,3.0,,-1.0,,,,,,,,,
