,name,mkdocs_theme,mkdocs_plugin,extra_dependencies,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,open_issue_count,markdown_extension,trending,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,updated_github_id,shadowed,gitlab_id,gitlab_url,pypi,bitbucket_id
90,Zettelkasten,zettelkasten-solarized-light,['zettelkasten'],,buvis/mkdocs-zettelkasten,mkdocs-zettelkasten,['theme'],theming,https://github.com/buvis/mkdocs-zettelkasten,https://github.com/buvis/mkdocs-zettelkasten,MIT,2021-11-24 19:48:08,2025-06-04 21:43:55,2025-05-23 20:42:13,205.0,147.0,3.0,1.0,43.0,14.0,18.0,2025-05-21 14:03:30,0.4.2,11.0,This is a Zettelkasten theme and plugin for MkDocs. It renders the MkDocs pages as cards (zettels).,6.0,6.0,4.0,https://pypi.org/project/mkdocs-zettelkasten,371.0,371.0,16,True,2.0,19.0,,,30.0,,,,,,,,,,
91,Termynal,,termynal,,termynal/termynal.py,termynal,['plugin'],code-exec-templating,https://github.com/termynal/termynal.py,https://github.com/termynal/termynal.py,MIT,2020-11-12 19:59:40,2025-01-14 19:00:35,2025-01-14 19:00:29,89.0,,10.0,1.0,9.0,10.0,123.0,,,,Python markdown terminal. Built for mkdocs.,329.0,329.0,6.0,https://pypi.org/project/termynal,14159.0,14159.0,15,True,2.0,8.0,,,,,,,,,,,,,
92,Mdx Truly Sane Lists,,,,radude/mdx_truly_sane_lists,mdx-truly-sane-lists,['markdown'],markdown,https://github.com/radude/mdx_truly_sane_lists,https://github.com/radude/mdx_truly_sane_lists,MIT,2018-02-01 18:01:50,2023-08-08 12:02:52,2022-07-19 13:42:01,54.0,,10.0,4.0,6.0,8.0,94.0,2022-08-01 19:58:13,1.3,4.0,Extension for Python-Markdown that makes lists truly sane. Custom indents for nested lists and fix for messy..,,,4.0,https://pypi.org/project/mdx-truly-sane-lists,820703.0,820703.0,15,True,2.0,8.0,mdx_truly_sane_lists,,,,,,,,,,,,
93,git-committers,,git-committers,,byrnereese/mkdocs-git-committers-plugin,mkdocs-git-committers-plugin,['plugin'],git-info,https://github.com/byrnereese/mkdocs-git-committers-plugin,https://github.com/byrnereese/mkdocs-git-committers-plugin,MIT,2018-12-15 00:21:27,2024-12-12 18:10:15,2024-12-12 18:10:08,44.0,,6.0,4.0,11.0,1.0,44.0,,,,A mkdocs plugin for displaying the last commit and a list of a files contributors.,303.0,303.0,7.0,https://pypi.org/project/mkdocs-git-committers-plugin,34774.0,34774.0,15,True,2.0,7.0,,,,,,,,,['mkdocs_plugin'],,,,
94,ezlinks,,ezlinks,,orbikm/mkdocs-ezlinks-plugin,mkdocs-ezlinks-plugin,['plugin'],links-refs,https://github.com/orbikm/mkdocs-ezlinks-plugin,https://github.com/orbikm/mkdocs-ezlinks-plugin,MIT,2021-02-10 23:10:38,2024-07-25 22:16:38,2022-01-24 19:59:04,40.0,,13.0,2.0,25.0,15.0,38.0,2022-01-24 20:08:01,_0.1.14,14.0,Plugin for mkdocs which enables easier linking between pages.,142.0,142.0,,https://pypi.org/project/mkdocs-ezlinks-plugin,8584.0,8588.0,15,True,2.0,12.0,,,213.0,,,,,,,,,,
95,mkdocs-d2-plugin,,d2,,landmaj/mkdocs-d2-plugin,mkdocs-d2-plugin,['plugin'],charts,https://github.com/landmaj/mkdocs-d2-plugin,https://github.com/landmaj/mkdocs-d2-plugin,MIT,2023-09-22 20:56:00,2025-03-01 14:32:47,2024-12-16 11:40:44,64.0,,6.0,1.0,8.0,18.0,30.0,2024-12-16 18:31:14,1.6.0,3.0,A plugin for embedding D2 diagrams in MkDocs.,17.0,17.0,3.0,https://pypi.org/project/mkdocs-d2-plugin,14166.0,14166.0,15,True,2.0,1.0,,-2.0,,,,,,,,,,,
96,MkDocs Merge,,,,ovasquez/mkdocs-merge,mkdocs-merge,[],site-management,https://github.com/ovasquez/mkdocs-merge,https://github.com/ovasquez/mkdocs-merge,MIT,2017-06-06 21:33:22,2025-05-17 21:14:12,2025-05-17 21:14:06,32.0,3.0,6.0,1.0,14.0,4.0,24.0,2025-05-17 16:12:09,0.10.0,8.0,Merge the source of multiple MkDocs sites into a single one.,8.0,8.0,3.0,https://pypi.org/project/mkdocs-merge,4409.0,4409.0,15,True,2.0,5.0,,,,,,,,,,,,,
97,MkDocs asciinema-player,,asciinema-player,,pa-decarvalho/mkdocs-asciinema-player,mkdocs-asciinema-player,['plugin'],integrations,https://github.com/pa-decarvalho/mkdocs-asciinema-player,https://github.com/pa-decarvalho/mkdocs-asciinema-player,MIT,2023-10-29 12:48:03,2025-04-28 14:11:17,2025-04-28 14:10:51,172.0,8.0,1.0,1.0,29.0,27.0,15.0,2025-04-28 14:10:52,0.17.0,25.0,Mkdocs Plugin to include asciinema player in your documentation.,13.0,13.0,4.0,https://pypi.org/project/mkdocs-asciinema-player,552.0,552.0,15,True,2.0,4.0,,,,,,,,,,,,,
98,codeinclude,,codeinclude,,rnorth/mkdocs-codeinclude-plugin,mkdocs-codeinclude-plugin,['plugin'],snippets-include,https://github.com/rnorth/mkdocs-codeinclude-plugin,https://github.com/rnorth/mkdocs-codeinclude-plugin,MIT,2018-10-15 18:54:45,2023-06-15 11:19:00,2023-03-01 19:54:31,50.0,,6.0,2.0,22.0,7.0,14.0,2023-03-01 19:56:43,0.2.1,5.0,A plugin to include code snippets into mkdocs pages.,154.0,154.0,3.0,https://pypi.org/project/mkdocs-codeinclude-plugin,13538.0,13538.0,15,True,2.0,5.0,,,,,,,,,,,,,
99,mkdocs-embed-external-markdown,,external-markdown,,fire1ce/mkdocs-embed-external-markdown,mkdocs-embed-external-markdown,['plugin'],snippets-include,https://github.com/fire1ce/mkdocs-embed-external-markdown,https://github.com/fire1ce/mkdocs-embed-external-markdown,MIT,2022-02-24 10:21:12,2025-02-24 08:33:44,2025-02-24 08:33:38,104.0,,7.0,2.0,7.0,11.0,11.0,2024-02-26 12:17:17,3.0.2,4.0,MkDocs Embed External Markdown plugin that allow to inject section or all full markdown content from a given url. The..,146.0,146.0,7.0,https://pypi.org/project/mkdocs-embed-external-markdown,13008.0,13008.0,15,True,2.0,1.0,,,,,,,,,,,,,
100,mkdocs-autoapi,,mkdocs-autoapi,,jcayers20/mkdocs-autoapi,mkdocs-autoapi,['plugin'],api-docs,https://github.com/jcayers20/mkdocs-autoapi,https://github.com/jcayers20/mkdocs-autoapi,MIT,2024-04-24 18:08:03,2025-04-02 02:12:29,2025-04-02 02:10:13,139.0,2.0,,1.0,35.0,29.0,9.0,2025-04-02 02:12:30,0.4.1,8.0,MkDocs plugin providing automatic API reference generation.,61.0,61.0,,https://pypi.org/project/mkdocs-autoapi,6206.0,6206.0,15,True,2.0,7.0,,,8.0,,,,,,,,,,
101,mkdocs-pagetree-plugin,,pagetree,,tombreit/mkdocs-pagetree-plugin,mkdocs-pagetree-plugin,['plugin'],nav-pages,https://github.com/tombreit/mkdocs-pagetree-plugin,https://github.com/tombreit/mkdocs-pagetree-plugin,MIT,2023-11-26 08:35:39,2025-03-17 08:50:05,2025-03-16 20:59:08,94.0,3.0,3.0,1.0,3.0,10.0,7.0,2025-03-17 08:49:50,0.0.17,12.0,"MkDocs plugin that allows you to display the page tree. Like `sitemap.xml`, but for humans.",18.0,18.0,3.0,https://pypi.org/project/mkdocs-pagetree-plugin,13916.0,13916.0,15,True,2.0,3.0,,,,,,,,,,,,,
102,meta-manager,,meta-manager,,timmeinerzhagen/mkdocs-meta-manager,mkdocs-meta-manager,['plugin'],code-exec-templating,https://github.com/timmeinerzhagen/mkdocs-meta-manager,https://github.com/timmeinerzhagen/mkdocs-meta-manager,MIT,2022-12-11 16:38:21,2025-01-20 21:57:36,2025-01-20 21:56:55,19.0,,1.0,1.0,13.0,3.0,3.0,2025-01-20 21:57:36,1.1.0,8.0,MkDocs plugin for managing meta tags across folders and files.,11.0,11.0,3.0,https://pypi.org/project/mkdocs-meta-manager,455244.0,455244.0,15,True,2.0,1.0,,,,,,,,,,,,,
103,mkdocs-render-swagger-plugin,,render_swagger,,bharel/mkdocs-render-swagger-plugin,mkdocs-render-swagger-plugin,['plugin'],integrations,https://github.com/bharel/mkdocs-render-swagger-plugin,https://github.com/bharel/mkdocs-render-swagger-plugin,MIT,2020-12-15 12:41:17,2024-09-23 02:39:43,2024-09-23 02:39:43,89.0,,12.0,2.0,15.0,12.0,77.0,2024-05-26 19:20:40,0.1.2,6.0,A plugin for MKDocs for rendering swagger & openapi schemas using SwaggerUI.,,,8.0,https://pypi.org/project/mkdocs-render-swagger-plugin,72382.0,72382.0,14,True,2.0,3.0,,,10.0,,,,,,,,,,
104,mkdocs-llmstxt,,llmstxt,,pawamoy/mkdocs-llmstxt,mkdocs-llmstxt,['plugin'],integrations,https://github.com/pawamoy/mkdocs-llmstxt,https://github.com/pawamoy/mkdocs-llmstxt,ISC,2025-01-14 18:14:38,2025-04-08 13:18:54,2025-04-08 13:18:32,15.0,3.0,3.0,3.0,2.0,2.0,37.0,2025-04-08 13:18:50,0.2.0,2.0,MkDocs plugin to generate an /llms.txt file (https://llmstxt.org/).,18.0,18.0,2.0,https://pypi.org/project/mkdocs-llmstxt,11477.0,11477.0,14,True,2.0,4.0,,,,,,,,,,,,,
105,mkdocs-live-edit-plugin,,live-edit,,eddyluten/mkdocs-live-edit-plugin,mkdocs-live-edit-plugin,['plugin'],nav-pages,https://github.com/EddyLuten/mkdocs-live-edit-plugin,https://github.com/EddyLuten/mkdocs-live-edit-plugin,MIT,2023-06-22 07:14:15,2025-02-23 21:33:54,2025-02-23 21:32:37,30.0,,5.0,2.0,5.0,7.0,28.0,2025-02-23 21:33:54,0.3.1,10.0,An MkDocs plugin that allows editing pages directly from the browser.,13.0,13.0,4.0,https://pypi.org/project/mkdocs-live-edit-plugin,674.0,674.0,14,True,2.0,3.0,,,,,,,,,,,,,
106,Lightgallery,,,,g-provost/lightgallery-markdown,lightgallery,['markdown'],charts,https://github.com/g-provost/lightgallery-markdown,https://github.com/g-provost/lightgallery-markdown,MIT,2017-12-19 10:35:49,2023-10-07 06:38:59,2023-10-07 06:38:59,23.0,,5.0,3.0,5.0,5.0,26.0,2021-02-15 09:47:09,0.5,1.0,Markdown extension to wrap images in a lightbox.,100.0,100.0,6.0,https://pypi.org/project/lightgallery,3017.0,3017.0,14,True,2.0,6.0,lightgallery,,,,,,,,,,,,
107,mkdocs-alias-plugin,,alias,,eddyluten/mkdocs-alias-plugin,mkdocs-alias-plugin,['plugin'],links-refs,https://github.com/EddyLuten/mkdocs-alias-plugin,https://github.com/EddyLuten/mkdocs-alias-plugin,MIT,2022-02-13 01:23:30,2025-02-22 01:05:58,2025-02-22 01:04:46,41.0,,4.0,2.0,6.0,10.0,16.0,2025-02-22 01:05:58,0.9.0,12.0,An MkDocs plugin allowing links to your pages using a custom alias.,36.0,36.0,4.0,https://pypi.org/project/mkdocs-alias-plugin,2279.0,2279.0,14,True,2.0,4.0,,,,,,,,,,,,,
108,mktheapidocs,,mktheapidocs,,greenape/mktheapidocs,mktheapidocs,['plugin'],api-docs,https://github.com/greenape/mktheapidocs,https://github.com/greenape/mktheapidocs,MIT,2018-09-11 13:02:30,2022-06-10 14:37:18,2022-06-10 14:36:01,91.0,,3.0,1.0,64.0,6.0,12.0,2022-06-10 14:33:49,0.3.0,2.0,Numpydocs - mkdocs friendly markdown.,43.0,43.0,6.0,https://pypi.org/project/mktheapidocs,1137.0,1137.0,14,True,2.0,10.0,,1.0,,,,,,,,,,,
109,mkdocs-typer2,,mkdocs-typer2,,syn54x/mkdocs-typer2,mkdocs-typer2,['plugin'],api-docs,https://github.com/syn54x/mkdocs-typer2,https://github.com/syn54x/mkdocs-typer2,Apache-2.0,2024-10-25 00:54:15,2025-06-03 20:35:55,2025-06-03 20:34:34,37.0,12.0,,1.0,12.0,4.0,9.0,2025-06-03 20:35:55,0.1.5,6.0,Mkdocs Plugin For Typer CLI Docs.,3.0,3.0,,https://pypi.org/project/mkdocs-typer2,1237.0,1237.0,14,True,2.0,1.0,,,,,,,,,,,,,
110,oEmbedPy,,oembedpy,,attakei/oEmbedPy,oEmbedPy,['plugin'],charts,https://github.com/attakei/oEmbedPy,https://oembedpy.readthedocs.io/en/stable/integrations/mkdocs/,Apache-2.0,2023-03-20 14:26:58,2025-03-18 19:10:18,2025-03-18 19:10:00,161.0,9.0,1.0,,3.0,3.0,7.0,2025-03-18 19:10:49,0.8.1,10.0,MkDocs plugin to render rich contents from URL by oEmbed API.,16.0,16.0,2.0,https://pypi.org/project/oEmbedPy,2981.0,2982.0,14,True,2.0,4.0,,,29.0,,,,,,,,,,
111,mkdocs-git-latest-changes-plugin,,git-latest-changes,,tombreit/mkdocs-git-latest-changes-plugin,mkdocs-git-latest-changes-plugin,['plugin'],git-info,https://github.com/tombreit/mkdocs-git-latest-changes-plugin,https://github.com/tombreit/mkdocs-git-latest-changes-plugin,MIT,2023-11-21 17:12:52,2025-05-11 21:45:11,2025-05-11 18:35:18,133.0,16.0,3.0,1.0,4.0,14.0,2.0,2025-05-11 21:44:55,0.0.22,11.0,MkDocs plugin that allows you to display a list of recently modified pages from the Git log.,7.0,7.0,2.0,https://pypi.org/project/mkdocs-git-latest-changes-plugin,14507.0,14507.0,14,True,3.0,2.0,,,,,,,,,,,,,
112,Torillic,torillic,,,TEParsons/torillic,mkdocs-torillic,['theme'],theming,https://github.com/TEParsons/torillic,https://github.com/TEParsons/torillic,CC0-1.0,2020-12-12 15:08:51,2025-04-21 17:19:06,2025-04-21 17:14:27,147.0,1.0,89.0,4.0,2.0,11.0,110.0,2025-04-21 17:19:06,2.2.2,8.0,A D&D inspired theme for styling TTRPG notes and resources.,,,4.0,https://pypi.org/project/mkdocs-torillic,120.0,281.0,13,True,2.0,1.0,,,7914.0,,,,,,,,,,
113,mkdocs-pandoc,,,,jgrassler/mkdocs-pandoc,mkdocs-pandoc,[],site-conversion,https://github.com/jgrassler/mkdocs-pandoc,https://github.com/jgrassler/mkdocs-pandoc,Apache-2.0,2015-12-01 13:55:25,2018-11-08 16:57:49,2016-03-14 20:16:57,25.0,,22.0,8.0,8.0,10.0,110.0,,,,[unmaintained] mkdocs - pandoc converter: use this fork https://github.com/twardoch/mkdocs-combine.,76.0,76.0,4.0,https://pypi.org/project/mkdocs-pandoc,131.0,131.0,13,True,3.0,13.0,,,,,,,,,,,,,
114,mkdocs-marimo,,marimo,,marimo-team/mkdocs-marimo,mkdocs-marimo,['plugin'],code-exec-templating,https://github.com/marimo-team/mkdocs-marimo,https://github.com/marimo-team/mkdocs-marimo,Apache-2,2024-09-17 17:51:58,2025-06-01 05:06:40,2025-04-01 06:09:44,21.0,3.0,2.0,5.0,20.0,10.0,54.0,2025-03-18 21:26:28,0.2.1,1.0,mkdocs plugin for reactive and interactive docs with marimo.,5.0,5.0,4.0,https://pypi.org/project/mkdocs-marimo,858.0,858.0,13,True,3.0,9.0,,,,,,,,,,,,,
115,same-dir,,same-dir,,oprypin/mkdocs-same-dir,mkdocs-same-dir,['plugin'],site-management,https://github.com/oprypin/mkdocs-same-dir,https://github.com/oprypin/mkdocs-same-dir,MIT,2020-04-26 17:38:21,2025-02-15 16:34:10,2025-02-15 16:23:30,50.0,,2.0,2.0,2.0,7.0,48.0,,,,MkDocs plugin to allow placing mkdocs.yml in the same directory as documentation.,469.0,469.0,2.0,https://pypi.org/project/mkdocs-same-dir,44385.0,44385.0,13,True,3.0,1.0,,,,,,,,,,,,,
116,mkdocs-diagrams,,diagrams,,zoni/mkdocs-diagrams,mkdocs-diagrams,['plugin'],charts,https://github.com/zoni/mkdocs-diagrams,https://github.com/zoni/mkdocs-diagrams,MIT,2020-05-16 10:44:25,2020-09-04 08:33:06,2020-09-04 08:27:56,12.0,,3.0,2.0,1.0,2.0,30.0,,,,MkDocs plugin to render Diagrams files.,74.0,74.0,,https://pypi.org/project/mkdocs-diagrams,79341.0,79341.0,13,True,2.0,1.0,,,,,,,,,,,,,
117,Interactive Graph,,obsidian-interactive-graph,,daxcore/mkdocs-obsidian-interactive-graph-plugin,mkdocs-obsidian-interactive-graph-plugin,['plugin'],charts,https://github.com/daxcore/mkdocs-obsidian-interactive-graph-plugin,https://github.com/daxcore/mkdocs-obsidian-interactive-graph-plugin,MIT,2024-03-15 17:00:19,2024-12-14 16:30:54,2024-12-14 16:29:52,38.0,,4.0,1.0,1.0,3.0,26.0,2024-12-14 16:27:16,0.3.0,4.0,"interactive graph for Material for MkDocs like Obsidian, refer demo:.",48.0,48.0,2.0,https://pypi.org/project/mkdocs-obsidian-interactive-graph-plugin,553.0,553.0,13,True,2.0,,,,,,,,,,,,,,
118,add-number,,add-number,,ignorantshr/mkdocs-add-number-plugin,mkdocs-add-number-plugin,['plugin'],html-css,https://github.com/ignorantshr/mkdocs-add-number-plugin,https://github.com/ignorantshr/mkdocs-add-number-plugin,MIT,2019-05-25 03:48:30,2020-06-17 07:23:03,2020-06-11 09:35:38,31.0,,3.0,1.0,5.0,9.0,19.0,,,,MkDocs plugin to automatically number the headings (h1-h6) in each markdown page and the nav.,50.0,50.0,3.0,https://pypi.org/project/mkdocs-add-number-plugin,10358.0,10358.0,13,True,2.0,3.0,,,,,,,,,,,,,
119,mkdocs-api-autonav,,api-autonav,,tlambert03/mkdocs-api-autonav,mkdocs-api-autonav,['plugin'],api-docs,https://github.com/tlambert03/mkdocs-api-autonav,https://github.com/tlambert03/mkdocs-api-autonav,BSD-3-Clause,2025-01-30 14:12:54,2025-05-18 20:13:44,2025-05-18 20:13:29,26.0,4.0,1.0,1.0,9.0,9.0,17.0,2025-05-18 20:14:44,0.2.2,7.0,MkDocs plugin for autogenerating API docs with navigation.,23.0,23.0,2.0,https://pypi.org/project/mkdocs-api-autonav,23047.0,23054.0,13,True,3.0,1.0,,,37.0,,,,,,,,,,
120,mkdocs-nav-weight,,mkdocs-nav-weight,,shu307/mkdocs-nav-weight,mkdocs-nav-weight,['plugin'],nav-pages,https://github.com/shu307/mkdocs-nav-weight,https://github.com/shu307/mkdocs-nav-weight,MIT,2022-08-28 04:55:37,2024-10-26 09:42:17,2024-10-26 09:42:09,31.0,,2.0,2.0,2.0,1.0,12.0,2023-11-17 05:32:31,0.2.0,8.0,"A simple mkdocs plugin, enables to organize Navigation in a more markdownic way.",109.0,109.0,3.0,https://pypi.org/project/mkdocs-nav-weight,19231.0,19231.0,13,True,2.0,,,,,,,,,,,,,,
121,mkdocs-link-embeds,,link-embeds,,Aetherinox/mkdocs-link-embeds,mkdocs-link-embeds-plugin,['plugin'],html-css,https://github.com/Aetherinox/mkdocs-link-embeds,https://github.com/Aetherinox/mkdocs-link-embeds,MIT,2024-03-18 13:09:53,2025-05-04 09:38:50,2025-05-04 09:38:47,220.0,11.0,,1.0,4.0,1.0,10.0,2024-08-08 03:22:13,0.2.0,8.0,"Mkdocs plugin which displays links in a more elegant way. Links will automatically be populated with an image,..",10.0,10.0,,https://pypi.org/project/mkdocs-link-embeds-plugin,284.0,285.0,13,True,2.0,,,,24.0,,,,,,,,,,
122,file-filter,,file-filter,,DariuszPorowski/mkdocs-file-filter-plugin,mkdocs-file-filter-plugin,['plugin'],nav-pages,https://github.com/DariuszPorowski/mkdocs-file-filter-plugin,https://github.com/DariuszPorowski/mkdocs-file-filter-plugin,MIT,2023-02-01 20:21:43,2024-10-16 15:57:50,2024-07-19 16:56:47,94.0,,4.0,2.0,244.0,8.0,10.0,2024-01-12 04:10:34,0.2.0,10.0,"A MkDocs plugin that lets you exclude/include docs files using globs, regexes, gitignore-style file and..",16.0,16.0,4.0,https://pypi.org/project/mkdocs-file-filter-plugin,3531.0,3534.0,13,True,2.0,5.0,,,99.0,,,,,,,,,,
123,pdf-with-js,,pdf-with-js,,smaxtec/mkdocs-pdf-with-js-plugin,mkdocs-pdf-with-js-plugin,['plugin'],site-conversion,https://github.com/smaxtec/mkdocs-pdf-with-js-plugin,https://github.com/smaxtec/mkdocs-pdf-with-js-plugin,MIT,2020-06-04 09:48:18,2021-07-23 08:52:22,2021-07-23 08:52:22,13.0,,3.0,4.0,3.0,,8.0,2021-07-16 06:35:39,0.1.3,3.0,A MkDocs plugin that exports your documentation as PDF with rendered JavaScript content.,13.0,13.0,4.0,https://pypi.org/project/mkdocs-pdf-with-js-plugin,2359.0,2359.0,13,True,3.0,1.0,,,,,,,,,,,,,
124,markdown-version-annotations,,,,glennmatthews/markdown-version-annotations,markdown-version-annotations,['markdown'],snippets-include,https://github.com/glennmatthews/markdown-version-annotations,https://github.com/glennmatthews/markdown-version-annotations,MIT,2022-09-14 15:06:14,2024-05-06 16:44:29,2024-05-06 16:43:16,8.0,,,3.0,,2.0,7.0,2024-05-06 16:44:29,1.0.1,2.0,MkDocs plugin to add custom admonitions for documenting version differences.,61.0,61.0,,https://pypi.org/project/markdown-version-annotations,10618.0,10618.0,13,True,3.0,,markdown_version_annotations,,26.0,,,,,,,,,,
125,Markdown Inline Graphviz,,,,cesaremorel/markdown-inline-graphviz,markdown-inline-graphviz-extension,['markdown'],markdown,https://github.com/cesaremorel/markdown-inline-graphviz,https://github.com/cesaremorel/markdown-inline-graphviz,MIT,2019-06-05 21:10:15,2024-01-16 17:52:15,2024-01-16 17:52:15,39.0,,10.0,2.0,7.0,7.0,5.0,2024-01-16 17:52:46,1.1.3,3.0,Render inline graphs with Markdown and Graphviz.,,,9.0,https://pypi.org/project/markdown-inline-graphviz-extension,102471.0,102471.0,13,True,2.0,1.0,markdown_inline_graphviz,,,,,,,,,,,,
126,mkdocs-curriculum-vitae,curriculum-vitae,,,Paul-Riviere/mkdocs-curriculum-vitae,mkdocs-curriculum-vitae,['theme'],theming,https://github.com/Paul-Riviere/mkdocs-curriculum-vitae,https://github.com/Paul-Riviere/mkdocs-curriculum-vitae,MIT,2024-08-14 22:15:23,2025-04-14 13:08:48,2025-04-14 13:05:41,92.0,19.0,1.0,1.0,31.0,30.0,4.0,2025-04-12 17:03:28,0.9.0,15.0,"A simple MkDocs theme, designed to make your curriculum vitae (CV) with minimal configuration, and several themes.",3.0,3.0,3.0,https://pypi.org/project/mkdocs-curriculum-vitae,142.0,142.0,13,True,2.0,10.0,,,,,,,,,,,,,
127,roamlinks,,roamlinks,,Jackiexiao/mkdocs-roamlinks-plugin,mkdocs-roamlinks-plugin,['plugin'],links-refs,https://github.com/Jackiexiao/mkdocs-roamlinks-plugin,https://github.com/Jackiexiao/mkdocs-roamlinks-plugin,MIT,2020-09-05 02:15:33,2023-06-08 06:20:32,2023-06-08 06:20:31,33.0,,14.0,3.0,11.0,,53.0,,,,An MkDocs plugin that automagically generates relative links between markdown pages.,,,9.0,https://pypi.org/project/mkdocs-roamlinks-plugin,10405.0,10405.0,12,True,2.0,,,,,,,,,,,,,,
128,newsletter,,mkdocs-newsletter,,lyz-code/mkdocs-newsletter,mkdocs-newsletter,['plugin'],blogging,https://github.com/lyz-code/mkdocs-newsletter,https://github.com/lyz-code/mkdocs-newsletter,GPL-3.0,2021-02-10 16:13:44,2024-05-27 12:10:11,2024-05-27 12:09:03,299.0,,2.0,3.0,101.0,7.0,33.0,,,,Automatically create newsletters from the changes in a mkdocs repository.,51.0,51.0,3.0,https://pypi.org/project/mkdocs-newsletter,556.0,556.0,12,True,3.0,3.0,,,,,,,,,,,,,
129,mkdocs-typer,,,,bruce-szalwinski/mkdocs-typer,mkdocs-typer,['markdown'],api-docs,https://github.com/bruce-szalwinski/mkdocs-typer,https://github.com/bruce-szalwinski/mkdocs-typer,Apache-2.0,2021-01-25 17:46:54,2023-06-21 16:32:56,2023-06-21 16:32:25,22.0,,2.0,1.0,13.0,3.0,30.0,2023-06-21 16:32:56,0.0.3,3.0,An MkDocs extension to generate documentation for Typer command line applications.,,,,https://pypi.org/project/mkdocs-typer,16247.0,16247.0,12,True,3.0,5.0,mkdocs-typer,,,,,,,,,,,,
130,Blogs for MkDocs,,blog,,fmaida/mkdocs-blog-plugin,mkdocs-blog-plugin,['plugin'],blogging,https://github.com/fmaida/mkdocs-blog-plugin,https://github.com/fmaida/mkdocs-blog-plugin,MIT,2020-01-19 13:38:21,2020-04-13 08:11:37,2020-04-13 08:11:31,21.0,,3.0,3.0,,1.0,18.0,,,,This plugin for MkDocs allows to keeps a really simple blog section inside your documentation site.,173.0,173.0,,https://pypi.org/project/mkdocs-blog-plugin,2588.0,2588.0,12,True,3.0,1.0,,,,,,,,,['mkdocs_plugin'],,,,
131,Autolink References,,autolink_references,,theskumar/autolink-references-mkdocs-plugin,autolink-references-mkdocs-plugin,['plugin'],links-refs,https://github.com/theskumar/autolink-references-mkdocs-plugin,https://github.com/theskumar/autolink-references-mkdocs-plugin,MIT,2020-10-15 05:47:46,2024-08-13 12:52:42,2023-12-28 18:41:22,14.0,,7.0,3.0,12.0,3.0,18.0,2023-12-28 18:21:54,0.2.2,1.0,mkdocs plugin to provides GitHub like autolink references in Mkdocs.,10.0,10.0,3.0,https://pypi.org/project/autolink-references-mkdocs-plugin,4853.0,4853.0,12,True,2.0,1.0,,,,,,,,,,,,,
132,mkdocs-site-urls,,site-urls,,OctoPrint/mkdocs-site-urls,mkdocs-site-urls,['plugin'],links-refs,https://github.com/OctoPrint/mkdocs-site-urls,https://github.com/OctoPrint/mkdocs-site-urls,MIT,2023-07-28 11:55:04,2025-01-07 08:55:35,2025-01-07 08:55:21,10.0,,2.0,2.0,,1.0,17.0,2023-07-31 09:00:30,0.2.0,2.0,A MkDocs plugin that adds support for site-relative `site:` URLs.,48.0,48.0,,https://pypi.org/project/mkdocs-site-urls,12837.0,12837.0,12,True,2.0,2.0,,,,,,,,,,,,,
133,unused-files,,unused_files,,wilhelmer/mkdocs-unused-files,mkdocs-unused-files,['plugin'],links-refs,https://github.com/wilhelmer/mkdocs-unused-files,https://github.com/wilhelmer/mkdocs-unused-files,MIT,2022-12-14 20:47:40,2023-07-17 15:18:12,2023-07-17 15:12:19,27.0,,4.0,1.0,3.0,8.0,14.0,2023-07-17 15:18:12,0.2.0,9.0,An MkDocs plugin to find unused (orphaned) files in your project.,30.0,30.0,2.0,https://pypi.org/project/mkdocs-unused-files,4724.0,4724.0,12,True,2.0,4.0,,,,,,,,,,,,,
134,link-marker,,link-marker,,timmeinerzhagen/mkdocs-link-marker,mkdocs-link-marker,['plugin'],links-refs,https://github.com/timmeinerzhagen/mkdocs-link-marker,https://github.com/timmeinerzhagen/mkdocs-link-marker,MIT,2023-02-02 20:34:28,2024-02-25 21:23:36,2024-02-25 21:22:03,10.0,,1.0,1.0,7.0,2.0,9.0,2024-02-25 21:23:36,0.1.3,3.0,MkDocs plugin for marking links e.g. external ones or mails.,26.0,26.0,2.0,https://pypi.org/project/mkdocs-link-marker,476023.0,476023.0,12,True,2.0,2.0,,,,,,,,,,,,,
135,mkdocstrings-shell,,,,mkdocstrings/shell,,,api-docs,https://github.com/mkdocstrings/shell,https://github.com/mkdocstrings/shell,ISC,2023-09-04 09:35:05,2025-03-28 13:40:06,2025-03-28 13:39:42,23.0,17.0,,2.0,1.0,3.0,4.0,2025-03-28 13:40:02,1.0.4,6.0,A shell scripts/libraries handler for mkdocstrings.,43.0,43.0,,,,,12,True,3.0,1.0,,,,,,,,,,,,,
