,name,mkdocs_theme,mkdocs_plugin,extra_dependencies,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,projectrank,show,projectrank_placing,trending,markdown_extension,github_release_downloads,monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,updated_github_id,shadowed,pypi,gitlab_id,gitlab_url,bitbucket_id
91,MkDocs Merge,,,,ovasquez/mkdocs-merge,mkdocs-merge,[],site-management,https://github.com/ovasquez/mkdocs-merge,https://github.com/ovasquez/mkdocs-merge,MIT,2017-06-06 21:33:22,2025-07-05 00:30:36.000000,2025-07-05 00:26:34,33.0,4.0,6.0,1.0,15.0,5.0,5.0,24.0,2025-07-05 00:30:36,0.11.0,9.0,Merge the source of multiple MkDocs sites into a single one.,8.0,8.0,3.0,https://pypi.org/project/mkdocs-merge,12,True,2.0,,,,,,,,,,,,,,
92,mkdocs-site-urls,,site-urls,,OctoPrint/mkdocs-site-urls,mkdocs-site-urls,['plugin'],links-refs,https://github.com/OctoPrint/mkdocs-site-urls,https://github.com/OctoPrint/mkdocs-site-urls,MIT,2023-07-28 11:55:04,2025-06-20 13:04:50.000000,2025-06-20 13:03:28,22.0,12.0,3.0,2.0,1.0,1.0,2.0,18.0,2025-06-20 13:04:50,0.3.0,3.0,A MkDocs plugin that adds support for site-relative `site:` URLs.,55.0,55.0,2.0,https://pypi.org/project/mkdocs-site-urls,12,True,2.0,,,,,,,,,,,,,,
93,autorefs,,autorefs,,mkdocstrings/autorefs,mkdocs-autorefs,['plugin'],links-refs,https://github.com/mkdocstrings/autorefs,https://github.com/mkdocstrings/autorefs,ISC,2021-02-10 07:44:02,2025-05-20 13:09:43.000000,2025-05-20 13:07:56,118.0,3.0,11.0,2.0,36.0,1.0,30.0,71.0,2025-05-20 13:08:13,1.4.2,10.0,Automatically link across pages in MkDocs.,,,9.0,https://pypi.org/project/mkdocs-autorefs,11,True,2.0,,,,,,,,,,,,,,
94,build-plantuml,,build_plantuml,,quantorconsulting/mkdocs_build_plantuml,mkdocs-build-plantuml-plugin,['plugin'],charts,https://github.com/christo-ph/mkdocs_build_plantuml,https://github.com/christo-ph/mkdocs_build_plantuml,MIT,2019-12-16 05:13:23,2025-05-31 21:06:40.000000,2025-05-31 21:06:40,55.0,1.0,16.0,3.0,17.0,4.0,21.0,68.0,,,,MkDocs plugin to help generate your plantuml images locally or remotely as files (NOT inline).,132.0,132.0,12.0,https://pypi.org/project/mkdocs-build-plantuml-plugin,11,True,2.0,,,,,,,,,christo-ph/mkdocs_build_plantuml,,,,,
95,git-committers,,git-committers,,byrnereese/mkdocs-git-committers-plugin,mkdocs-git-committers-plugin,['plugin'],git-info,https://github.com/byrnereese/mkdocs-git-committers-plugin,https://github.com/byrnereese/mkdocs-git-committers-plugin,MIT,2018-12-15 00:21:27,2024-12-12 18:10:15.000000,2024-12-12 18:10:08,44.0,,6.0,4.0,11.0,8.0,1.0,45.0,,,,A mkdocs plugin for displaying the last commit and a list of a files contributors.,306.0,306.0,7.0,https://pypi.org/project/mkdocs-git-committers-plugin,11,True,2.0,,,,,,,,,,['mkdocs_plugin'],,,,
96,ezlinks,,ezlinks,,orbikm/mkdocs-ezlinks-plugin,mkdocs-ezlinks-plugin,['plugin'],links-refs,https://github.com/orbikm/mkdocs-ezlinks-plugin,https://github.com/orbikm/mkdocs-ezlinks-plugin,MIT,2021-02-10 23:10:38,2024-07-25 22:16:38.000000,2022-01-24 19:59:04,40.0,,13.0,2.0,25.0,12.0,15.0,38.0,2022-01-24 20:08:01,_0.1.14,14.0,Plugin for mkdocs which enables easier linking between pages.,145.0,145.0,,https://pypi.org/project/mkdocs-ezlinks-plugin,11,True,2.0,,,217.0,4.0,,,,,,,,,,
97,newsletter,,mkdocs-newsletter,,lyz-code/mkdocs-newsletter,mkdocs-newsletter,['plugin'],blogging,https://github.com/lyz-code/mkdocs-newsletter,https://github.com/lyz-code/mkdocs-newsletter,GPL-3.0,2021-02-10 16:13:44,2024-05-27 12:10:11.000000,2024-05-27 12:09:03,299.0,,4.0,3.0,101.0,3.0,7.0,34.0,,,,Automatically create newsletters from the changes in a mkdocs repository.,51.0,51.0,3.0,https://pypi.org/project/mkdocs-newsletter,11,True,3.0,,,,,,,,,,,,,,
98,mkdocs-live-edit-plugin,,live-edit,,eddyluten/mkdocs-live-edit-plugin,mkdocs-live-edit-plugin,['plugin'],nav-pages,https://github.com/EddyLuten/mkdocs-live-edit-plugin,https://github.com/EddyLuten/mkdocs-live-edit-plugin,MIT,2023-06-22 07:14:15,2025-02-23 21:33:54.000000,2025-02-23 21:32:37,30.0,,5.0,2.0,5.0,3.0,7.0,34.0,2025-02-23 21:33:54,0.3.1,10.0,An MkDocs plugin that allows editing pages directly from the browser.,17.0,17.0,4.0,https://pypi.org/project/mkdocs-live-edit-plugin,11,True,2.0,,,,,,,,,,,,,,
99,mkdocs-d2-plugin,,d2,,landmaj/mkdocs-d2-plugin,mkdocs-d2-plugin,['plugin'],charts,https://github.com/landmaj/mkdocs-d2-plugin,https://github.com/landmaj/mkdocs-d2-plugin,MIT,2023-09-22 20:56:00,2025-03-01 14:32:47.000000,2024-12-16 11:40:44,64.0,,7.0,1.0,8.0,1.0,18.0,32.0,2024-12-16 18:31:14,1.6.0,3.0,A plugin for embedding D2 diagrams in MkDocs.,18.0,18.0,3.0,https://pypi.org/project/mkdocs-d2-plugin,11,True,2.0,,,,,,,,,,,,,,
100,Lightgallery,,,,g-provost/lightgallery-markdown,lightgallery,['markdown'],charts,https://github.com/g-provost/lightgallery-markdown,https://github.com/g-provost/lightgallery-markdown,MIT,2017-12-19 10:35:49,2023-10-07 06:38:59.000000,2023-10-07 06:38:59,23.0,,5.0,3.0,5.0,6.0,5.0,27.0,2021-02-15 09:47:09,0.5,1.0,Markdown extension to wrap images in a lightbox.,102.0,102.0,6.0,https://pypi.org/project/lightgallery,11,True,2.0,,lightgallery,,,,,,,,,,,,
101,Interactive Graph,,obsidian-interactive-graph,,daxcore/mkdocs-obsidian-interactive-graph-plugin,mkdocs-obsidian-interactive-graph-plugin,['plugin'],charts,https://github.com/daxcore/mkdocs-obsidian-interactive-graph-plugin,https://github.com/daxcore/mkdocs-obsidian-interactive-graph-plugin,MIT,2024-03-15 17:00:19,2024-12-14 16:30:54.000000,2024-12-14 16:29:52,38.0,,5.0,1.0,2.0,1.0,3.0,26.0,2024-12-14 16:27:16,0.3.0,4.0,"interactive graph for Material for MkDocs like Obsidian, refer demo:.",51.0,51.0,2.0,https://pypi.org/project/mkdocs-obsidian-interactive-graph-plugin,11,True,2.0,,,,,,,,,,,,,,
102,codeinclude,,codeinclude,,rnorth/mkdocs-codeinclude-plugin,mkdocs-codeinclude-plugin,['plugin'],snippets-include,https://github.com/rnorth/mkdocs-codeinclude-plugin,https://github.com/rnorth/mkdocs-codeinclude-plugin,MIT,2018-10-15 18:54:45,2023-06-15 11:19:00.000000,2023-03-01 19:54:31,50.0,,6.0,2.0,22.0,5.0,7.0,15.0,2023-03-01 19:56:43,0.2.1,5.0,A plugin to include code snippets into mkdocs pages.,163.0,163.0,3.0,https://pypi.org/project/mkdocs-codeinclude-plugin,11,True,2.0,,,,,,,,,,,,,,
103,mkdocs-autoapi,,mkdocs-autoapi,,jcayers20/mkdocs-autoapi,mkdocs-autoapi,['plugin'],api-docs,https://github.com/jcayers20/mkdocs-autoapi,https://github.com/jcayers20/mkdocs-autoapi,MIT,2024-04-24 18:08:03,2025-04-02 02:12:29.000000,2025-04-02 02:10:13,139.0,,,1.0,35.0,7.0,29.0,13.0,2025-04-02 02:12:30,0.4.1,8.0,MkDocs plugin providing automatic API reference generation.,68.0,68.0,,https://pypi.org/project/mkdocs-autoapi,11,True,2.0,,,8.0,0.0,,,,,,,,,,
104,mktheapidocs,,mktheapidocs,,greenape/mktheapidocs,mktheapidocs,['plugin'],api-docs,https://github.com/greenape/mktheapidocs,https://github.com/greenape/mktheapidocs,MIT,2018-09-11 13:02:30,2022-06-10 14:37:18.000000,2022-06-10 14:36:01,91.0,,3.0,1.0,64.0,10.0,6.0,12.0,2022-06-10 14:33:49,0.3.0,2.0,Numpydocs - mkdocs friendly markdown.,43.0,43.0,6.0,https://pypi.org/project/mktheapidocs,11,True,2.0,,,,,,,,,,,,,,
105,document-dates,,document-dates,,jaywhj/mkdocs-document-dates,mkdocs-document-dates,['plugin'],git-info,https://github.com/jaywhj/mkdocs-document-dates,https://github.com/jaywhj/mkdocs-document-dates,MIT,2025-02-15 03:19:30,2025-08-01 15:13:30.000000,2025-08-01 15:12:46,210.0,178.0,2.0,1.0,1.0,,6.0,11.0,2025-08-01 08:33:01,3.3,11.0,"A new generation MkDocs plugin for displaying exact meta-info of documents, such as creation time, last update time,..",4.0,4.0,2.0,https://pypi.org/project/mkdocs-document-dates,11,True,2.0,,,,,,,,,,,,,,
106,mkdocs-embed-external-markdown,,external-markdown,,fire1ce/mkdocs-embed-external-markdown,mkdocs-embed-external-markdown,['plugin'],snippets-include,https://github.com/fire1ce/mkdocs-embed-external-markdown,https://github.com/fire1ce/mkdocs-embed-external-markdown,MIT,2022-02-24 10:21:12,2025-02-24 08:33:44.000000,2025-02-24 08:33:38,104.0,,7.0,2.0,7.0,1.0,11.0,11.0,2024-02-26 12:17:17,3.0.2,4.0,MkDocs Embed External Markdown plugin that allow to inject section or all full markdown content from a given url. The..,152.0,152.0,7.0,https://pypi.org/project/mkdocs-embed-external-markdown,11,True,2.0,,,,,,,,,,,,,,
107,mkdocs-pagetree-plugin,,pagetree,,tombreit/mkdocs-pagetree-plugin,mkdocs-pagetree-plugin,['plugin'],nav-pages,https://github.com/tombreit/mkdocs-pagetree-plugin,https://github.com/tombreit/mkdocs-pagetree-plugin,MIT,2023-11-26 08:35:39,2025-03-17 08:50:05.000000,2025-03-16 20:59:08,94.0,,3.0,1.0,3.0,3.0,10.0,9.0,2025-03-17 08:49:50,0.0.17,12.0,"MkDocs plugin that allows you to display the page tree. Like `sitemap.xml`, but for humans.",19.0,19.0,3.0,https://pypi.org/project/mkdocs-pagetree-plugin,11,True,2.0,,,,,,,,,,,,,,
108,mkdocstrings-shell,,,,mkdocstrings/shell,,,api-docs,https://github.com/mkdocstrings/shell,https://github.com/mkdocstrings/shell,ISC,2023-09-04 09:35:05,2025-03-28 13:40:06.000000,2025-03-28 13:39:42,23.0,,,2.0,1.0,2.0,3.0,4.0,2025-03-28 13:40:02,1.0.4,6.0,A shell scripts/libraries handler for mkdocstrings.,44.0,44.0,,,11,True,2.0,,,,,,,,,,,,,,
109,mkdocs-git-latest-changes-plugin,,git-latest-changes,,tombreit/mkdocs-git-latest-changes-plugin,mkdocs-git-latest-changes-plugin,['plugin'],git-info,https://github.com/tombreit/mkdocs-git-latest-changes-plugin,https://github.com/tombreit/mkdocs-git-latest-changes-plugin,MIT,2023-11-21 17:12:52,2025-08-01 06:54:37.000000,2025-08-01 06:54:16,135.0,10.0,3.0,1.0,5.0,2.0,14.0,2.0,2025-05-11 21:44:55,0.0.22,11.0,MkDocs plugin that allows you to display a list of recently modified pages from the Git log.,7.0,7.0,3.0,https://pypi.org/project/mkdocs-git-latest-changes-plugin,11,True,2.0,,,,,,,,,,,,,,
110,section-index,,section-index,,oprypin/mkdocs-section-index,mkdocs-section-index,['plugin'],nav-pages,https://github.com/oprypin/mkdocs-section-index,https://github.com/oprypin/mkdocs-section-index,MIT,2020-11-19 23:59:30,2025-04-05 20:56:19.000000,2025-04-05 20:56:05,98.0,,8.0,2.0,3.0,8.0,15.0,93.0,2025-04-05 20:57:37,0.3.10,12.0,MkDocs plugin to allow clickable sections that lead to an index page.,,,3.0,https://pypi.org/project/mkdocs-section-index,10,True,2.0,,,,,,,,,,,,,,
111,charts,,charts,,timvink/mkdocs-charts-plugin,mkdocs-charts-plugin,['plugin'],charts,https://github.com/timvink/mkdocs-charts-plugin,https://github.com/timvink/mkdocs-charts-plugin,MIT,2021-12-07 21:53:15,2024-10-22 13:38:52.000000,2024-10-22 13:38:11,71.0,,6.0,3.0,5.0,3.0,17.0,89.0,2024-10-22 13:44:12,0.0.12,12.0,Mkdocs plugin to add plots from data using vegalite.,,,4.0,https://pypi.org/project/mkdocs-charts-plugin,10,True,2.0,,,,,,,,,,,,,,
112,mkdocs-marimo,,marimo,,marimo-team/mkdocs-marimo,mkdocs-marimo,['plugin'],code-exec-templating,https://github.com/marimo-team/mkdocs-marimo,https://github.com/marimo-team/mkdocs-marimo,Apache-2,2024-09-17 17:51:58,2025-08-01 05:14:44.000000,2025-07-01 07:17:38,22.0,1.0,2.0,5.0,21.0,9.0,10.0,72.0,2025-03-18 21:26:28,0.2.1,1.0,mkdocs plugin for reactive and interactive docs with marimo.,5.0,5.0,4.0,https://pypi.org/project/mkdocs-marimo,10,True,2.0,,,,,,,,,,,,,,
113,multirepo,,,,wilhelmer/mkdocs-multirepo,mkdocs-multirepo,[],site-management,https://github.com/wilhelmer/mkdocs-multirepo,https://github.com/wilhelmer/mkdocs-multirepo,MIT,2020-07-08 12:11:47,2024-01-04 14:10:16.000000,2024-01-04 14:08:12,43.0,,2.0,5.0,1.0,,6.0,43.0,2024-01-04 14:10:16,0.5.2,3.0,"A bit like monorepo, but keeps MkDocs projects separate.",3.0,3.0,3.0,https://pypi.org/project/mkdocs-multirepo,10,True,3.0,,,,,,,,,,,,,,
114,mkdocstrings-crystal,,,,mkdocstrings/crystal,mkdocstrings-crystal,,api-docs,https://github.com/mkdocstrings/crystal,https://github.com/mkdocstrings/crystal,MIT,2020-10-13 20:07:35,2025-02-15 16:34:01.000000,2025-02-15 16:23:38,160.0,,3.0,4.0,6.0,5.0,2.0,31.0,2022-05-02 23:04:11,0.3.5,3.0,Crystal language doc generator for https://github.com/mkdocstrings/mkdocstrings.,,,3.0,https://pypi.org/project/mkdocstrings-crystal,10,True,3.0,,,,,,,,,,,,,,
115,docutools,,"['lcd-find-pages', 'lcd-custom-dir', 'lcd-blacklist', 'lcd-lp', 'lcd-md-replace', 'lcd-page-tree', 'lcd-stats']",,axiros/docutools,docutools,['plugin'],charts,https://github.com/axiros/docutools,https://github.com/axiros/docutools,BSD-2-Clause,2021-10-04 21:36:07,2025-08-02 19:33:45.000000,2025-08-02 19:26:14,487.0,49.0,,7.0,,1.0,1.0,24.0,,,,Dev Centric Tools for Mkdocs Based Documentation.,,,4.0,https://pypi.org/project/docutools,10,True,2.0,,,,,,,,,,,,,,
116,Lantana,lantana,,,WSOFT-Project/lantana,lantana,['theme'],theming,https://github.com/wsoft-ws/lantana,https://github.com/wsoft-ws/lantana,MIT,2022-10-27 17:47:25,2025-07-10 03:35:46.000000,2025-07-03 10:13:03,177.0,2.0,1.0,1.0,50.0,2.0,18.0,22.0,2024-12-16 11:04:04,2.13.0,36.0,Lantana MKDocsHTML.,8.0,8.0,6.0,https://pypi.org/project/lantana,10,True,2.0,,,426.0,12.0,,,,,wsoft-ws/lantana,,,,,
117,mkdocs-alias-plugin,,alias,,eddyluten/mkdocs-alias-plugin,mkdocs-alias-plugin,['plugin'],links-refs,https://github.com/EddyLuten/mkdocs-alias-plugin,https://github.com/EddyLuten/mkdocs-alias-plugin,MIT,2022-02-13 01:23:30,2025-02-22 01:05:58.000000,2025-02-22 01:04:46,41.0,,4.0,2.0,6.0,4.0,11.0,16.0,2025-02-22 01:05:58,0.9.0,12.0,An MkDocs plugin allowing links to your pages using a custom alias.,36.0,36.0,4.0,https://pypi.org/project/mkdocs-alias-plugin,10,True,2.0,,,,,,,,,,,,,,
118,mkdocs-typer2,,mkdocs-typer2,,syn54x/mkdocs-typer2,mkdocs-typer2,['plugin'],api-docs,https://github.com/syn54x/mkdocs-typer2,https://github.com/syn54x/mkdocs-typer2,Apache-2.0,2024-10-25 00:54:15,2025-07-11 16:35:01.000000,2025-07-11 16:34:42,40.0,4.0,,1.0,13.0,1.0,5.0,10.0,2025-06-03 20:35:55,0.1.5,6.0,Mkdocs Plugin For Typer CLI Docs.,8.0,8.0,,https://pypi.org/project/mkdocs-typer2,10,True,3.0,,,,,,,,,,,,,,
119,file-filter,,file-filter,,DariuszPorowski/mkdocs-file-filter-plugin,mkdocs-file-filter-plugin,['plugin'],nav-pages,https://github.com/DariuszPorowski/mkdocs-file-filter-plugin,https://github.com/DariuszPorowski/mkdocs-file-filter-plugin,MIT,2023-02-01 20:21:43,2024-10-16 15:57:50.000000,2024-07-19 16:56:47,94.0,,4.0,2.0,244.0,5.0,8.0,10.0,2024-01-12 04:10:34,0.2.0,10.0,"A MkDocs plugin that lets you exclude/include docs files using globs, regexes, gitignore-style file and..",16.0,16.0,4.0,https://pypi.org/project/mkdocs-file-filter-plugin,10,True,2.0,,,99.0,3.0,,,,,,,,,,
120,pdf-with-js,,pdf-with-js,,smaxtec/mkdocs-pdf-with-js-plugin,mkdocs-pdf-with-js-plugin,['plugin'],site-conversion,https://github.com/smaxtec/mkdocs-pdf-with-js-plugin,https://github.com/smaxtec/mkdocs-pdf-with-js-plugin,MIT,2020-06-04 09:48:18,2021-07-23 08:52:22.000000,2021-07-23 08:52:22,13.0,,3.0,4.0,3.0,1.0,,8.0,2021-07-16 06:35:39,0.1.3,3.0,A MkDocs plugin that exports your documentation as PDF with rendered JavaScript content.,13.0,13.0,4.0,https://pypi.org/project/mkdocs-pdf-with-js-plugin,10,True,3.0,,,,,,,,,,,,,,
121,mkdocstrings-matlab,,,,watermarkhu/mkdocstrings-matlab,mkdocstrings-matlab,,api-docs,https://github.com/watermarkhu/mkdocstrings-matlab,https://github.com/watermarkhu/mkdocstrings-matlab,ISC,2024-09-10 09:03:49,2025-08-06 08:45:50.000000,2025-07-16 08:35:07,90.0,10.0,1.0,1.0,87.0,2.0,4.0,7.0,2025-07-16 08:35:09,1.0.2,20.0,"A MATLAB handler for mkdocstrings, automatic documentation from sources.",2.0,2.0,4.0,https://pypi.org/project/mkdocstrings-matlab,10,True,3.0,,,,,,,,,,,,,,
122,oEmbedPy,,oembedpy,,attakei/oEmbedPy,oEmbedPy,['plugin'],charts,https://github.com/attakei/oEmbedPy,https://oembedpy.readthedocs.io/en/stable/integrations/mkdocs/,Apache-2.0,2023-03-20 14:26:58,2025-03-18 19:10:18.000000,2025-03-18 19:10:00,161.0,,1.0,,3.0,4.0,3.0,7.0,2025-03-18 19:10:49,0.8.1,10.0,MkDocs plugin to render rich contents from URL by oEmbed API.,16.0,16.0,2.0,https://pypi.org/project/oEmbedPy,10,True,2.0,,,29.0,1.0,,,,,,,,,,
123,mkdocs-curriculum-vitae,curriculum-vitae,,,Paul-Riviere/mkdocs-curriculum-vitae,mkdocs-curriculum-vitae,['theme'],theming,https://github.com/Paul-Riviere/mkdocs-curriculum-vitae,https://github.com/Paul-Riviere/mkdocs-curriculum-vitae,MIT,2024-08-14 22:15:23,2025-04-14 13:08:48.000000,2025-04-14 13:05:41,92.0,,1.0,1.0,31.0,10.0,30.0,5.0,2025-04-12 17:03:28,0.9.0,15.0,"A simple MkDocs theme, designed to make your curriculum vitae (CV) with minimal configuration, and several themes.",3.0,3.0,3.0,https://pypi.org/project/mkdocs-curriculum-vitae,10,True,2.0,,,,,,,,,,,,,,
124,mkdocs-exclude-unused-files,,exclude-unused-files,,JonasDoesThings/mkdocs-exclude-unused-files,mkdocs-exclude-unused-files,['plugin'],site-management,https://github.com/JonasDoesThings/mkdocs-exclude-unused-files,https://github.com/JonasDoesThings/mkdocs-exclude-unused-files,MIT,2023-02-26 19:22:19,2025-06-11 18:17:01.000000,2025-06-11 18:12:29,42.0,8.0,2.0,1.0,4.0,,3.0,4.0,2025-06-11 18:17:46,1.4.1,5.0,Exclude orphaned (unused) static files from your mkdocs build.,23.0,23.0,5.0,https://pypi.org/project/mkdocs-exclude-unused-files,10,True,3.0,,,6.0,0.0,,,,,,,,,,
125,MkDocs Backend for Foliant,,,,foliant-docs/foliantcontrib.mkdocs,foliantcontrib.mkdocs,[],integrations,https://github.com/foliant-docs/foliantcontrib.mkdocs,https://github.com/foliant-docs/foliantcontrib.mkdocs,MIT,2017-12-14 04:55:02,2022-12-12 07:42:43.000000,2022-12-12 07:41:42,88.0,,3.0,3.0,12.0,,1.0,3.0,2022-12-12 07:42:43,1.0.15,2.0,MkDocs backend for Foliant.,35.0,35.0,5.0,https://pypi.org/project/foliantcontrib.mkdocs,10,True,3.0,,,,,,,,,,,,,,
126,Mdx Truly Sane Lists,,,,radude/mdx_truly_sane_lists,mdx-truly-sane-lists,['markdown'],markdown,https://github.com/radude/mdx_truly_sane_lists,https://github.com/radude/mdx_truly_sane_lists,MIT,2018-02-01 18:01:50,2023-08-08 12:02:52.000000,2022-07-19 13:42:01,54.0,,10.0,4.0,6.0,8.0,8.0,98.0,2022-08-01 19:58:13,1.3,4.0,Extension for Python-Markdown that makes lists truly sane. Custom indents for nested lists and fix for messy..,,,4.0,https://pypi.org/project/mdx-truly-sane-lists,9,True,2.0,,mdx_truly_sane_lists,,,,,,,,,,,,
127,same-dir,,same-dir,,oprypin/mkdocs-same-dir,mkdocs-same-dir,['plugin'],site-management,https://github.com/oprypin/mkdocs-same-dir,https://github.com/oprypin/mkdocs-same-dir,MIT,2020-04-26 17:38:21,2025-02-15 16:34:10.000000,2025-02-15 16:23:30,50.0,,2.0,2.0,2.0,2.0,7.0,48.0,,,,MkDocs plugin to allow placing mkdocs.yml in the same directory as documentation.,483.0,483.0,2.0,https://pypi.org/project/mkdocs-same-dir,9,True,3.0,,,,,,,,,,,,,,
128,MkRefs,,mkrefs,,DerwenAI/mkrefs,mkrefs,['plugin'],nav-pages,https://github.com/DerwenAI/mkrefs,https://github.com/DerwenAI/mkrefs,MIT,2021-05-10 15:58:53,2024-07-10 08:55:13.000000,2023-08-31 15:32:44,51.0,,,3.0,11.0,,,38.0,2021-06-27 17:55:28,0.2.0,2.0,MkDocs plugin to generate semantic reference Markdown pages from a knowledge graph.,5.0,5.0,2.0,https://pypi.org/project/mkrefs,9,True,2.0,,,,,,,,,,,,,,
129,Termage,,termage,,bczsalba/Termage,Termage,['plugin'],charts,https://github.com/bczsalba/Termage,https://github.com/bczsalba/Termage,MIT,2022-05-25 14:17:44,2022-11-15 12:36:14.000000,2022-08-23 08:03:39,67.0,,,2.0,,1.0,4.0,25.0,2022-08-23 08:11:16,0.6.1,6.0,"Generate SVGs from any Python code, even in your documentation.",3.0,3.0,,https://pypi.org/project/Termage,9,True,3.0,,,,,,,,,,,,,,
130,add-number,,add-number,,ignorantshr/mkdocs-add-number-plugin,mkdocs-add-number-plugin,['plugin'],html-css,https://github.com/ignorantshr/mkdocs-add-number-plugin,https://github.com/ignorantshr/mkdocs-add-number-plugin,MIT,2019-05-25 03:48:30,2020-06-17 07:23:03.000000,2020-06-11 09:35:38,31.0,,4.0,1.0,5.0,3.0,9.0,19.0,,,,MkDocs plugin to automatically number the headings (h1-h6) in each markdown page and the nav.,50.0,50.0,3.0,https://pypi.org/project/mkdocs-add-number-plugin,9,True,2.0,,,,,,,,,,,,,,
131,Blogs for MkDocs,,blog,,fmaida/mkdocs-blog-plugin,mkdocs-blog-plugin,['plugin'],blogging,https://github.com/fmaida/mkdocs-blog-plugin,https://github.com/fmaida/mkdocs-blog-plugin,MIT,2020-01-19 13:38:21,2020-04-13 08:11:37.000000,2020-04-13 08:11:31,21.0,,3.0,3.0,,1.0,1.0,18.0,,,,This plugin for MkDocs allows to keeps a really simple blog section inside your documentation site.,180.0,180.0,,https://pypi.org/project/mkdocs-blog-plugin,9,True,3.0,,,,,,,,,,['mkdocs_plugin'],,,,
132,unused-files,,unused_files,,wilhelmer/mkdocs-unused-files,mkdocs-unused-files,['plugin'],links-refs,https://github.com/wilhelmer/mkdocs-unused-files,https://github.com/wilhelmer/mkdocs-unused-files,MIT,2022-12-14 20:47:40,2023-07-17 15:18:12.000000,2023-07-17 15:12:19,27.0,,4.0,1.0,3.0,4.0,8.0,14.0,2023-07-17 15:18:12,0.2.0,9.0,An MkDocs plugin to find unused (orphaned) files in your project.,31.0,31.0,2.0,https://pypi.org/project/mkdocs-unused-files,9,True,2.0,,,,,,,,,,,,,,
133,mkdocs-nav-weight,,mkdocs-nav-weight,,shu307/mkdocs-nav-weight,mkdocs-nav-weight,['plugin'],nav-pages,https://github.com/shu307/mkdocs-nav-weight,https://github.com/shu307/mkdocs-nav-weight,MIT,2022-08-28 04:55:37,2024-10-26 09:42:17.000000,2024-10-26 09:42:09,31.0,,2.0,2.0,2.0,,1.0,13.0,2023-11-17 05:32:31,0.2.0,8.0,"A simple mkdocs plugin, enables to organize Navigation in a more markdownic way.",112.0,112.0,3.0,https://pypi.org/project/mkdocs-nav-weight,9,True,2.0,,,,,,,,,,,,,,
134,mkdocs-mdpo,,mdpo,,mondeja/mkdocs-mdpo-plugin,mkdocs-mdpo-plugin,['plugin'],i18n-l10n,https://github.com/mondeja/mkdocs-mdpo-plugin,https://github.com/mondeja/mkdocs-mdpo-plugin,BSD-3-Clause,2021-04-26 14:53:13,2024-06-10 11:29:51.000000,2024-06-10 11:29:51,108.0,,6.0,1.0,30.0,13.0,24.0,10.0,2022-06-10 13:17:02,0.0.27,27.0,Mkdocs translation plugin using PO files.,,,4.0,https://pypi.org/project/mkdocs-mdpo-plugin,9,True,3.0,,,265.0,5.0,,,,,,,,,,
135,link-marker,,link-marker,,timmeinerzhagen/mkdocs-link-marker,mkdocs-link-marker,['plugin'],links-refs,https://github.com/timmeinerzhagen/mkdocs-link-marker,https://github.com/timmeinerzhagen/mkdocs-link-marker,MIT,2023-02-02 20:34:28,2025-07-20 20:58:40.000000,2025-07-20 20:57:53,13.0,3.0,1.0,1.0,10.0,2.0,3.0,9.0,2025-07-20 20:58:40,0.2.0,4.0,MkDocs plugin for marking links e.g. external ones or mails.,30.0,30.0,2.0,https://pypi.org/project/mkdocs-link-marker,9,True,2.0,,,,,,,,,,,,,,
136,SWAN,swan,,,swan-cern/mkdocs-swan,mkdocs-swan,['theme'],theming,https://github.com/swan-cern/mkdocs-swan,https://github.com/swan-cern/mkdocs-swan,AGPL-3.0,2020-06-06 18:14:12,2024-01-23 09:36:43.000000,2024-01-23 09:36:42,22.0,,3.0,2.0,4.0,,,7.0,2024-01-23 09:37:16,0.4.0,8.0,SWAN MkDocs theme.,11.0,11.0,4.0,https://pypi.org/project/mkdocs-swan,9,True,3.0,,,,,,,,,,,,,,
137,mkdocstrings-vba,,,,mkdocstrings/vba,mkdocstrings-vba,,api-docs,https://github.com/mkdocstrings/vba,https://github.com/mkdocstrings/vba,ISC,2022-02-10 10:57:57,2025-01-24 12:27:58.000000,2024-10-01 11:12:13,68.0,,1.0,3.0,14.0,2.0,7.0,4.0,2024-10-01 11:12:39,0.0.10,8.0,VBA handler for mkdocstrings.,3.0,3.0,3.0,https://pypi.org/project/mkdocstrings-vba,9,True,3.0,,,,,,,,,,,,,,
138,mkdocs-extra-sass-plugin,,extra-sass,,orzih/mkdocs-extra-sass-plugin,mkdocs-extra-sass-plugin,['plugin'],html-css,https://github.com/orzih/mkdocs-extra-sass-plugin,https://github.com/orzih/mkdocs-extra-sass-plugin,MIT,2021-01-30 04:11:09,2023-04-21 20:51:40.000000,2021-02-13 10:11:46,2.0,,4.0,,3.0,4.0,,3.0,2021-01-30 04:25:34,0.1.0,1.0,Adds stylesheets to your mkdocs site from Sass/SCSS.,69.0,69.0,,https://pypi.org/project/mkdocs-extra-sass-plugin,9,True,2.0,,,,,,,,,,,,,,
